,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
4392,uri,http://www.wikidata.org/entity/Q16940041,en,literal,Western Sussex Hospitals NHS Foundation Trust,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16251481,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4393,uri,http://www.wikidata.org/entity/Q6094327,en,literal,BBC Turkish,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q208491,http://www.w3.org/2001/XMLSchema#dateTime,literal,1939-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4394,uri,http://www.wikidata.org/entity/Q99591717,en,literal,Eagle Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4395,uri,http://www.wikidata.org/entity/Q80584478,en,literal,"Caesars Arms, Creigiau",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4396,uri,http://www.wikidata.org/entity/Q7492756,en,literal,Sheffield Teaching Hospitals NHS Foundation Trust,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42448,literal,http://www.wikidata.org/entity/Q16251481,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-10-31T00:00:00Z,,,,en,literal,Sheffield Teaching Hospitals NHS Foundation Trust,,,,,,,,,,,,,wd:Q145
4397,uri,http://www.wikidata.org/entity/Q99592855,en,literal,The Ring of Bells,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4398,uri,http://www.wikidata.org/entity/Q61902603,en,literal,Yeadon Stoops,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4399,uri,http://www.wikidata.org/entity/Q80476266,en,literal,The Town Arms Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4400,uri,http://www.wikidata.org/entity/Q26388047,en,literal,Phoenix Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4401,uri,http://www.wikidata.org/entity/Q28446718,en,literal,The Gladstone Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4402,uri,http://www.wikidata.org/entity/Q26573851,en,literal,The Gate Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4403,uri,http://www.wikidata.org/entity/Q26580996,en,literal,Market Vaults Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4404,uri,http://www.wikidata.org/entity/Q97887245,en,literal,Bitmap Books,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4405,uri,http://www.wikidata.org/entity/Q18387089,en,literal,Chelsea and Westminster Hospital NHS Foundation Trust,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16251481,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4406,uri,http://www.wikidata.org/entity/Q2972759,en,literal,Scottish Opera,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4407,uri,http://www.wikidata.org/entity/Q60298148,en,literal,Dog & Partridge,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4408,uri,http://www.wikidata.org/entity/Q70628235,en,literal,St Anne's Well,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4409,uri,http://www.wikidata.org/entity/Q5416606,en,literal,Evening Gazette,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4410,uri,http://www.wikidata.org/entity/Q26407916,en,literal,The Chequers Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4411,uri,http://www.wikidata.org/entity/Q17019348,en,literal,Royal Brompton & Harefield NHS Foundation Trust,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16251481,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4412,uri,http://www.wikidata.org/entity/Q61890524,en,literal,The Princess,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4413,uri,http://www.wikidata.org/entity/Q61903188,en,literal,The Royal,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4414,uri,http://www.wikidata.org/entity/Q80584470,en,literal,The Flute & Tankard,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4415,uri,http://www.wikidata.org/entity/Q80857545,en,literal,The Market Tavern,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4416,uri,http://www.wikidata.org/entity/Q29494978,en,literal,Hen & Chickens,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4417,uri,http://www.wikidata.org/entity/Q80585385,en,literal,"The All Black's Arms, Gurnos",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4418,uri,http://www.wikidata.org/entity/Q80583344,en,literal,The Heights,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4419,uri,http://www.wikidata.org/entity/Q183231,en,literal,Bank of England,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q29584334,literal,,literal,http://www.wikidata.org/entity/Q4756258,literal,http://www.wikidata.org/entity/Q63637740,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1694-07-27T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4420,uri,http://www.wikidata.org/entity/Q26628977,en,literal,Hungerford Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4421,uri,http://www.wikidata.org/entity/Q85812539,en,literal,Utilita Energy,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4422,uri,http://www.wikidata.org/entity/Q79684010,en,literal,Twice Brewed,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4423,uri,http://www.wikidata.org/entity/Q1342882,en,literal,English National Opera,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,344,,,,,,,,,,,,,,,,wd:Q145
4424,uri,http://www.wikidata.org/entity/Q26462763,en,literal,Woolpack Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4425,uri,http://www.wikidata.org/entity/Q7060569,en,literal,Norton & Sons,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q16968978,literal,,literal,,literal,http://www.wikidata.org/entity/Q1631609,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1859-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4426,uri,http://www.wikidata.org/entity/Q26607494,en,literal,The Five Bells Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4427,uri,http://www.wikidata.org/entity/Q81047889,en,literal,Boyce's Barrel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4428,uri,http://www.wikidata.org/entity/Q26375146,en,literal,The White Hart Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4429,uri,http://www.wikidata.org/entity/Q80582622,en,literal,Rising Sun,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4430,uri,http://www.wikidata.org/entity/Q1384984,en,literal,Team17,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q216638,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-12-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,75,en,literal,Team17 Software Limited,,,,,,,,,,,,,wd:Q145
4431,uri,http://www.wikidata.org/entity/Q3446034,en,literal,Royal Society of Medicine,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,http://www.wikidata.org/entity/Q7358463,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1805-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4432,uri,http://www.wikidata.org/entity/Q26403634,en,literal,The New Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4433,uri,http://www.wikidata.org/entity/Q80584241,en,literal,Tafarn Dwynant Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4434,uri,http://www.wikidata.org/entity/Q83559695,en,literal,Farriers Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4435,uri,http://www.wikidata.org/entity/Q16707737,en,literal,Half Moon,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4436,uri,http://www.wikidata.org/entity/Q80582186,en,literal,"Pelcomb Inn, Pelcomb Cross",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4437,uri,http://www.wikidata.org/entity/Q19944780,en,literal,Trew Era Cafe,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4438,uri,http://www.wikidata.org/entity/Q80855324,en,literal,Aqueduct Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4439,uri,http://www.wikidata.org/entity/Q26617850,en,literal,Ram's Head Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4440,uri,http://www.wikidata.org/entity/Q4950583,en,literal,Bovis Homes Group,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7005379,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4441,uri,http://www.wikidata.org/entity/Q88915754,en,literal,The Lord Wimborne,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4442,uri,http://www.wikidata.org/entity/Q16991647,en,literal,Ecology Building Society,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q2472743,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4443,uri,http://www.wikidata.org/entity/Q80855097,en,literal,Marine Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4444,uri,http://www.wikidata.org/entity/Q80857477,en,literal,Fir Tree Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4445,uri,http://www.wikidata.org/entity/Q80582048,en,literal,"Pemberton Arms, Achddu",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4446,uri,http://www.wikidata.org/entity/Q80584453,en,literal,Salt,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4447,uri,http://www.wikidata.org/entity/Q22073967,en,literal,Hilton Bournemouth,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Bournemouth,,,,,,,,,,,,,wd:Q145
4448,uri,http://www.wikidata.org/entity/Q80856159,en,literal,Blue Boar,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4449,uri,http://www.wikidata.org/entity/Q79684673,en,literal,Twiggy's Bar,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4450,uri,http://www.wikidata.org/entity/Q83558992,en,literal,The Cowper Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4451,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,18,,,,,,,,,,,,,,,,wd:Q145
4452,uri,http://www.wikidata.org/entity/Q80857796,en,literal,The George Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4453,uri,http://www.wikidata.org/entity/Q80855752,en,literal,Clubhouse,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4454,uri,http://www.wikidata.org/entity/Q80582434,en,literal,Telegraph Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4455,uri,http://www.wikidata.org/entity/Q104726614,en,literal,NotPLA,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q121623,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-07-25T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4456,uri,http://www.wikidata.org/entity/Q79461615,en,literal,Plough Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4457,uri,http://www.wikidata.org/entity/Q99592960,en,literal,The Ebdon Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4458,uri,http://www.wikidata.org/entity/Q26583562,en,literal,The Goat Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4459,uri,http://www.wikidata.org/entity/Q80583495,en,literal,Dylan's,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4460,uri,http://www.wikidata.org/entity/Q26547455,en,literal,The Three Legs Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4461,uri,http://www.wikidata.org/entity/Q26627405,en,literal,Mere Bank Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4462,uri,http://www.wikidata.org/entity/Q80858104,en,literal,Golden Mile,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4463,uri,http://www.wikidata.org/entity/Q26471828,en,literal,The Royal George Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4464,uri,http://www.wikidata.org/entity/Q26499604,en,literal,The Horse And Groom Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4465,uri,http://www.wikidata.org/entity/Q106697462,en,literal,GetAgent,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4466,uri,http://www.wikidata.org/entity/Q7934812,en,literal,Viridor,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q180388, http://www.wikidata.org/entity/Q132580",literal,,literal,,literal,http://www.wikidata.org/entity/Q845619,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4467,uri,http://www.wikidata.org/entity/Q83558961,en,literal,The Farmers Boy,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4468,uri,http://www.wikidata.org/entity/Q7686839,en,literal,Tartarus Press,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4469,uri,http://www.wikidata.org/entity/Q16953730,en,literal,Brighton and Sussex University Hospitals NHS Trust,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16251481,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4470,uri,http://www.wikidata.org/entity/Q26422508,en,literal,Apple Tree Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4471,uri,http://www.wikidata.org/entity/Q80859275,en,literal,VIP Lounge,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4472,uri,http://www.wikidata.org/entity/Q2025864,en,literal,Opera Rara,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4,,,,,,,,,,,,,,,,wd:Q145
4473,uri,http://www.wikidata.org/entity/Q1494435,en,literal,Garrard & Co,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q161439,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1871-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4474,uri,http://www.wikidata.org/entity/Q80858308,en,literal,King Alfred,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4475,uri,http://www.wikidata.org/entity/Q80477279,en,literal,Bar Envy,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4476,uri,http://www.wikidata.org/entity/Q80581682,en,literal,Caskeys,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4477,uri,http://www.wikidata.org/entity/Q26497418,en,literal,The Spotted Cow Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4478,uri,http://www.wikidata.org/entity/Q26577082,en,literal,Rowell Charter Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4479,uri,http://www.wikidata.org/entity/Q80581593,en,literal,Pen-Y-Bont Farm,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4480,uri,http://www.wikidata.org/entity/Q26490869,en,literal,The Beehive Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4481,uri,http://www.wikidata.org/entity/Q26308456,en,literal,The Globe Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4482,uri,http://www.wikidata.org/entity/Q80856254,en,literal,Farmers Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4483,uri,http://www.wikidata.org/entity/Q80855494,en,literal,Pier Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4484,uri,http://www.wikidata.org/entity/Q106457458,en,literal,Factor Bikes,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23109,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4485,uri,http://www.wikidata.org/entity/Q29491828,en,literal,Coach House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4486,uri,http://www.wikidata.org/entity/Q111798894,en,literal,Vunch Café,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4487,uri,http://www.wikidata.org/entity/Q16994989,en,literal,Conrad London St. James,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Conrad London St. James,,,,,,,,,,,,,wd:Q145
4488,uri,http://www.wikidata.org/entity/Q80855022,en,literal,The Holland Arms,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4489,uri,http://www.wikidata.org/entity/Q80856301,en,literal,Ship Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4490,uri,http://www.wikidata.org/entity/Q80578237,en,literal,"Glamorgan Hotel, Williamstown",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4491,uri,http://www.wikidata.org/entity/Q99592945,en,literal,The Litton,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4492,uri,http://www.wikidata.org/entity/Q26493604,en,literal,White Hart Hotel,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4493,uri,http://www.wikidata.org/entity/Q26504158,en,literal,The Joiners Arms Public House,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4494,uri,http://www.wikidata.org/entity/Q17032964,en,literal,Walsall Healthcare NHS Trust,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,http://www.wikidata.org/entity/Q504530,literal,http://www.wikidata.org/entity/Q16251481,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-12-21T00:00:00Z,,,,en,literal,Walsall Healthcare NHS Trust,,,,,,,,,,,,,wd:Q145
4495,uri,http://www.wikidata.org/entity/Q6805562,en,literal,Media Wales,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10690,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1869-01-01T00:00:00Z,,,,en-gb,literal,Western Mail and Echo Ltd,,,,,,,,,,,,,wd:Q145
4496,uri,http://www.wikidata.org/entity/Q6084365,en,literal,Islington Gazette,uri,http://www.wikidata.org/entity/Q174193,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1856-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q145
4497,uri,http://www.wikidata.org/entity/Q29487895,en,literal,"Hotel Commodore,Spa Road",uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4498,uri,http://www.wikidata.org/entity/Q20711645,en,literal,Cross Keys Inn,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
4499,uri,http://www.wikidata.org/entity/Q1342882,en,literal,English National Opera,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,382,,,,,,,,,,,,,,,,wd:Q145
4500,uri,http://www.wikidata.org/entity/Q70628216,en,literal,Countess Wear Beefeater,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q145
