,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,officialname.xml:lang,officialname.type,officialname.value,country
160,uri,http://www.wikidata.org/entity/Q102249018,en,literal,LIFT Airline,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-12-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2563999,,,,,,,,,,wd:Q258
161,uri,http://www.wikidata.org/entity/Q65515901,en,literal,Accsys,,,,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
162,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,,,,,,,wd:Q258
163,uri,http://www.wikidata.org/entity/Q130179,en,literal,Ster-Kinekor,,,,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
164,uri,http://www.wikidata.org/entity/Q22908304,en,literal,Eyewitness News,,,,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q38926,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
165,uri,http://www.wikidata.org/entity/Q3072956,en,literal,First National Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1838-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
166,uri,http://www.wikidata.org/entity/Q1367885,en,literal,Eskom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q1026420,literal,,,,,,,,,,,wd:Q258
167,uri,http://www.wikidata.org/entity/Q46996031,en,literal,Hollywoodbets,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q61054412,literal,,literal,,literal,http://www.wikidata.org/entity/Q5468,literal,,,,,,,,,,,wd:Q258
168,uri,http://www.wikidata.org/entity/Q55663530,en,literal,Indie Glue,,,,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q5465,literal,,,,,,,,,,,wd:Q258
169,uri,http://www.wikidata.org/entity/Q23058517,en,literal,MiWay Insurance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
170,uri,http://www.wikidata.org/entity/Q106689581,en,literal,Skybound Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
171,uri,http://www.wikidata.org/entity/Q4854032,en,literal,BancABC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3919,literal,,,,,,,,,,,wd:Q258
172,uri,http://www.wikidata.org/entity/Q5209375,en,literal,Daily Sun,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
173,uri,http://www.wikidata.org/entity/Q4849253,en,literal,Bakers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1851-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
174,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
175,uri,http://www.wikidata.org/entity/Q24233990,en,literal,OUTsurance Holdings,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q43183",literal,,literal,,literal,http://www.wikidata.org/entity/Q1054450,literal,,,,,,,,,,,wd:Q258
176,uri,http://www.wikidata.org/entity/Q5209386,en,literal,Daily Voice,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-03-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5465,literal,,,,,,,,,,,wd:Q258
177,uri,http://www.wikidata.org/entity/Q1972050,en,literal,University of Johannesburg,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,University of Johannesburg,wd:Q258
178,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,wd:Q258
179,uri,http://www.wikidata.org/entity/Q106689581,en,literal,Skybound Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
180,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
181,uri,http://www.wikidata.org/entity/Q20981515,en,literal,Discovery Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q43183",literal,,literal,,literal,http://www.wikidata.org/entity/Q1026420,literal,,,,,,,,,,,wd:Q258
182,uri,http://www.wikidata.org/entity/Q21850027,en,literal,Momentum,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q2518196, http://www.wikidata.org/entity/Q837171",literal,,literal,,literal,,literal,,,,,,,,en,literal,Momentum,wd:Q258
183,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
184,uri,http://www.wikidata.org/entity/Q104904948,en,literal,Rain,,,,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
185,uri,http://www.wikidata.org/entity/Q89356106,en,literal,R&L Architects,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5465,literal,,,,,,,,,,,wd:Q258
186,uri,http://www.wikidata.org/entity/Q7741828,en,literal,The Independent on Saturday,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
187,uri,http://www.wikidata.org/entity/Q1576610,en,literal,Standard Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1862-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q43183, http://www.wikidata.org/entity/Q22687, http://www.wikidata.org/entity/Q29585695",literal,,literal,,literal,"http://www.wikidata.org/entity/Q34647, http://www.wikidata.org/entity/Q84",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,69000,,,,,,,wd:Q258
188,uri,http://www.wikidata.org/entity/Q2937255,en,literal,Cape Times,http://www.w3.org/2001/XMLSchema#dateTime,literal,1876-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
189,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,,,,,,,wd:Q258
190,uri,http://www.wikidata.org/entity/Q912920,en,literal,South African Reserve Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q193619,literal,,literal,,literal,http://www.wikidata.org/entity/Q19666670,literal,http://www.wikidata.org/entity/Q59159622,literal,,,,,,,,af,literal,Suid-Afrikaanse Reserwebank,wd:Q258
191,uri,http://www.wikidata.org/entity/Q18378411,en,literal,Belmond Mount Nelson Hotel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Belmond Mount Nelson Hotel,wd:Q258
192,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
193,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,,,,,,,wd:Q258
194,uri,http://www.wikidata.org/entity/Q111726588,en,literal,LocalSquare,,,,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
195,uri,http://www.wikidata.org/entity/Q912920,en,literal,South African Reserve Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,http://www.wikidata.org/entity/Q19666670,literal,http://www.wikidata.org/entity/Q59159622,literal,,,,,,,,tn,literal,Banka-kgolo ya Aforika Borwa,wd:Q258
196,uri,http://www.wikidata.org/entity/Q107076325,en,literal,Mybaby Ads,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
197,uri,http://www.wikidata.org/entity/Q85390737,en,literal,Maximo Group Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
198,uri,http://www.wikidata.org/entity/Q912920,en,literal,South African Reserve Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q193619,literal,,literal,,literal,http://www.wikidata.org/entity/Q19666670,literal,http://www.wikidata.org/entity/Q59159622,literal,,,,,,,,ts,literal,Banginkulu ya Afrika-Dzonga,wd:Q258
199,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,,,,,,,wd:Q258
200,uri,http://www.wikidata.org/entity/Q105295768,en,literal,Premier Fishing,,,,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q11202642,literal,,literal,,literal,http://www.wikidata.org/entity/Q5465,literal,http://www.wikidata.org/entity/Q627514,,,,,,,,,,wd:Q258
201,uri,http://www.wikidata.org/entity/Q912920,en,literal,South African Reserve Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q193619,literal,,literal,,literal,http://www.wikidata.org/entity/Q19666670,literal,http://www.wikidata.org/entity/Q59159622,literal,,,,,,,,xh,literal,iBhanki enguVimba yoMzantsi Afrika,wd:Q258
202,uri,http://www.wikidata.org/entity/Q1955204,en,literal,The Mercury,http://www.w3.org/2001/XMLSchema#dateTime,literal,1852-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
203,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,wd:Q258
204,uri,http://www.wikidata.org/entity/Q2750599,en,literal,The Citizen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
205,uri,http://www.wikidata.org/entity/Q912920,en,literal,South African Reserve Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q193619,literal,,literal,,literal,http://www.wikidata.org/entity/Q19666670,literal,http://www.wikidata.org/entity/Q59159622,literal,,,,,,,,nr,literal,lBulungelo-mali eliKhulu leSewula Afrika,wd:Q258
206,uri,http://www.wikidata.org/entity/Q106689581,en,literal,Skybound Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q1027,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
207,uri,http://www.wikidata.org/entity/Q90404749,en,literal,Hilton Durban,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Durban,wd:Q258
208,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q954,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,,,,,,,wd:Q258
209,uri,http://www.wikidata.org/entity/Q4013942,en,literal,Virgin Active,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,wd:Q258
210,uri,http://www.wikidata.org/entity/Q7565734,en,literal,South African Mint,http://www.w3.org/2001/XMLSchema#dateTime,literal,1890-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1054450,literal,,,,,,,,,,,wd:Q258
211,uri,http://www.wikidata.org/entity/Q471891,en,literal,De Beers,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q57443580, http://www.wikidata.org/entity/Q601401",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,20000,,,,,,,wd:Q258
212,uri,http://www.wikidata.org/entity/Q3046933,en,literal,Isolezwe,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
213,uri,http://www.wikidata.org/entity/Q951305,en,literal,University of Cape Town,http://www.w3.org/2001/XMLSchema#dateTime,literal,1829-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5465,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5442,,,,,,,wd:Q258
214,uri,http://www.wikidata.org/entity/Q85292163,en,literal,Web4Africa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-09-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q5892272, http://www.wikidata.org/entity/Q1073015",literal,http://www.wikidata.org/entity/Q85295226,literal,,literal,http://www.wikidata.org/entity/Q2296366,literal,,,,,,,,,,,wd:Q258
215,uri,http://www.wikidata.org/entity/Q30289518,en,literal,Sabinet,,,,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1054450,literal,,,,,,,,,,,wd:Q258
216,uri,http://www.wikidata.org/entity/Q1509944,en,literal,Mail & Guardian,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
217,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
218,uri,http://www.wikidata.org/entity/Q1998811,en,literal,North-West University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,tn,literal,Yunibesiti ya Bokone-Bophirima,wd:Q258
219,uri,http://www.wikidata.org/entity/Q912920,en,literal,South African Reserve Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q193619,literal,,literal,,literal,http://www.wikidata.org/entity/Q19666670,literal,http://www.wikidata.org/entity/Q59159622,literal,,,,,,,,ss,literal,liBhangi lesiLulu leNingizimu Afrika,wd:Q258
220,uri,http://www.wikidata.org/entity/Q99576743,en,literal,Mosquito Records London Pty Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q746359",literal,,literal,,literal,http://www.wikidata.org/entity/Q5465,literal,,,,,,,,,,,wd:Q258
221,uri,http://www.wikidata.org/entity/Q855988,en,literal,Super Rugby,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
222,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
223,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,,,,,,,wd:Q258
224,uri,http://www.wikidata.org/entity/Q60452089,en,literal,Hilton Cape Town City Centre,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,en,literal,Hilton Cape Town City Centre,wd:Q258
225,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,,,,,,,wd:Q258
226,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
227,uri,http://www.wikidata.org/entity/Q85390737,en,literal,Maximo Group Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
228,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,,,,,,,wd:Q258
229,uri,http://www.wikidata.org/entity/Q5035822,en,literal,Capitec Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q5460,literal,,,,,,,,,,,wd:Q258
230,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,,,,,,,wd:Q258
231,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,wd:Q258
232,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
233,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q258
234,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,,,,,,,wd:Q258
235,uri,http://www.wikidata.org/entity/Q7190735,en,literal,Pick n Pay,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q5179456,literal,,,,,,,,,,,wd:Q258
236,uri,http://www.wikidata.org/entity/Q109276104,en,literal,Black Letter Media,,,,uri,http://www.wikidata.org/entity/Q258,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q258
237,uri,http://www.wikidata.org/entity/Q905998,en,literal,Sasol,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q34647,literal,,,,,,,,,,,wd:Q258
