,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
159,uri,http://www.wikidata.org/entity/Q97012080,en,literal,illwerke vkw,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-07-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1737,literal,,,,,de,literal,illwerke vkw AG,,,,,,,,,,wd:Q40
160,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,,,,,,,,,,,,,,,,wd:Q40
161,uri,http://www.wikidata.org/entity/Q1453452,en,literal,Kelag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q1341477,literal,,literal,,literal,http://www.wikidata.org/entity/Q41753,literal,,,,,,,,,,,,,,,,,wd:Q40
162,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1864-04-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Österreichische Waffenfabriksgesellschaft,,,,,,,,,,wd:Q40
163,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda,,,,,,,,,,wd:Q40
164,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,,,,,,,,,,,,,,,,wd:Q40
165,uri,http://www.wikidata.org/entity/Q30050077,en,literal,Hotel Altmann,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
166,uri,http://www.wikidata.org/entity/Q697619,en,literal,Bank Austria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35919,de,literal,UniCredit Bank Austria AG,,,,,,,,,,wd:Q40
167,uri,http://www.wikidata.org/entity/Q30409284,en,literal,Hilton Vienna Park,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,de-at,literal,Hilton Vienna Park,,,,,,,,,,wd:Q40
168,uri,http://www.wikidata.org/entity/Q1756974,en,literal,Space Generation Advisory Council,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
169,uri,http://www.wikidata.org/entity/Q12309283,en,literal,Eurospar,,,,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
170,uri,http://www.wikidata.org/entity/Q96050016,en,literal,Hotel am Stephansplatz,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
171,uri,http://www.wikidata.org/entity/Q56696329,en,literal,Rathausstüberl,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
172,uri,http://www.wikidata.org/entity/Q697619,en,literal,Bank Austria,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35534,de,literal,UniCredit Bank Austria AG,,,,,,,,,,wd:Q40
173,uri,http://www.wikidata.org/entity/Q815787,en,literal,Bellaflora,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q487958,literal,,,,,,,,,,,,,,,,,wd:Q40
174,uri,http://www.wikidata.org/entity/Q492301,en,literal,Bene GmbH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1790-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q427385,literal,,,,,,,,,,,,,,,,,wd:Q40
175,uri,http://www.wikidata.org/entity/Q24255220,en,literal,Paladino Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
176,uri,http://www.wikidata.org/entity/Q21036279,en,literal,Mandelbaum Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q1320047,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
177,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,,,,,,,,,,,,,,,,wd:Q40
178,uri,http://www.wikidata.org/entity/Q2112732,en,literal,Promedia Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
179,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1864-04-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Steyr-Daimler-Puch,,,,,,,,,,wd:Q40
180,uri,http://www.wikidata.org/entity/Q688755,en,literal,A1 Telekom Austria Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
181,uri,http://www.wikidata.org/entity/Q611115,en,literal,Swarovski,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q660935,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,32000,,,,,,,,,,,,,wd:Q40
182,uri,http://www.wikidata.org/entity/Q106103777,en,literal,CAPITALO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,http://www.wikidata.org/entity/Q23061647,literal,,literal,http://www.wikidata.org/entity/Q639922,literal,,,,,,,,,,,,,,,,,wd:Q40
183,uri,http://www.wikidata.org/entity/Q1958759,en,literal,Müller,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-03-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q224,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q64990, http://www.wikidata.org/entity/Q3012, http://www.wikidata.org/entity/Q1741",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,33635,,,,,,,,,,,,,wd:Q40
184,uri,http://www.wikidata.org/entity/Q98164429,en,literal,Contrast Ernst & Young Management Consulting GmbH,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1616744,literal,,,,,,,,,,,,,,,,,wd:Q40
185,uri,http://www.wikidata.org/entity/Q66008943,en,literal,Romantik Hotel Seevilla,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
186,uri,http://www.wikidata.org/entity/Q877556,en,literal,Stieglbrauerei zu Salzburg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1492-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q4899370,literal,,literal,,literal,http://www.wikidata.org/entity/Q34713,literal,,,,,,,,,,,,,,,,,wd:Q40
187,uri,http://www.wikidata.org/entity/Q1661472,en,literal,Rudolf Leiner GmbH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q82500,literal,,,,,,,,,,,,,,,,,wd:Q40
188,uri,http://www.wikidata.org/entity/Q56102739,en,literal,Gasthaus Starchant,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
189,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,,,,,,,,,,,,,,,,wd:Q40
190,uri,http://www.wikidata.org/entity/Q254425,en,literal,Demel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1786-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q47505416,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
191,uri,http://www.wikidata.org/entity/Q27265,en,literal,University of Salzburg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
192,uri,http://www.wikidata.org/entity/Q669558,en,literal,Piatnik & Söhne,http://www.w3.org/2001/XMLSchema#dateTime,literal,1824-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,200,,,,,,,,,,,,,wd:Q40
193,uri,http://www.wikidata.org/entity/Q781770,en,literal,Austrian Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6989,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,15000000,,,,,,,wd:Q40
194,uri,http://www.wikidata.org/entity/Q104601232,en,literal,Toplitz Productions,,,,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q696276,literal,,,,,,,,,,,,,,,,,wd:Q40
195,uri,http://www.wikidata.org/entity/Q93751378,en,literal,Hotel Altwienerhof,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
196,uri,http://www.wikidata.org/entity/Q106103777,en,literal,CAPITALO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,,literal,http://www.wikidata.org/entity/Q23061647,literal,,literal,http://www.wikidata.org/entity/Q639922,literal,,,,,,,,,,,,,,,,,wd:Q40
197,uri,http://www.wikidata.org/entity/Q55862895,en,literal,Milan Automotive,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
198,uri,http://www.wikidata.org/entity/Q18624254,en,literal,FreibeuterFilm,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
199,uri,http://www.wikidata.org/entity/Q2127528,en,literal,Raiffeisen Bank International,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,50000,,,,,,,,,,,,,wd:Q40
200,uri,http://www.wikidata.org/entity/Q56696466,en,literal,Ristorante Gallo Rosso,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
201,uri,http://www.wikidata.org/entity/Q1376970,en,literal,European Society of Radiology,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
202,uri,http://www.wikidata.org/entity/Q508048,en,literal,University for Continuing Education Krems,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q104533832,,,,,,,,,,,,,,,,wd:Q40
203,uri,http://www.wikidata.org/entity/Q555273,en,literal,Plaion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q691955,literal,,,,,,,,,,,,,,,,,wd:Q40
204,uri,http://www.wikidata.org/entity/Q66423439,en,literal,Restaurant Danieli,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
205,uri,http://www.wikidata.org/entity/Q106103777,en,literal,CAPITALO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,http://www.wikidata.org/entity/Q23061647,literal,,literal,http://www.wikidata.org/entity/Q639922,literal,,,,,,,,,,,,,,,,,wd:Q40
206,uri,http://www.wikidata.org/entity/Q106803078,en,literal,kunabi brother,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
207,uri,http://www.wikidata.org/entity/Q32860761,en,literal,Broken Rules,,,,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
208,uri,http://www.wikidata.org/entity/Q696867,en,literal,Erste Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1819-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,"http://www.wikidata.org/entity/Q1310001, http://www.wikidata.org/entity/Q2567030",,,,,,,,,,,,,,,,wd:Q40
209,uri,http://www.wikidata.org/entity/Q108326205,en,literal,Enlightened Robot Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
210,uri,http://www.wikidata.org/entity/Q61997265,en,literal,Street One,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q514571,literal,,,,,,,,,,,,,,,,,wd:Q40
211,uri,http://www.wikidata.org/entity/Q306376,en,literal,Österreichischer Raiffeisenverband,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-05-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,http://www.wikidata.org/entity/Q2546003,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,de,literal,Österreichischer Raiffeisenverband,,,,,,,,,,wd:Q40
212,uri,http://www.wikidata.org/entity/Q794636,en,literal,Aida,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q1495452,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
213,uri,http://www.wikidata.org/entity/Q1747630,en,literal,Parkhotel Schönbrunn,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
214,uri,http://www.wikidata.org/entity/Q114664931,en,literal,Awfully Nice Studios,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1735,literal,,,,,,,,,,,,,,,,,wd:Q40
215,uri,http://www.wikidata.org/entity/Q114840336,en,literal,Guidepost Montessori,,,,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
216,uri,http://www.wikidata.org/entity/Q18411902,en,literal,Nikolaus Geyrhalter Filmproduktion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
217,uri,http://www.wikidata.org/entity/Q60641676,en,literal,"Grand Tirolia Hotel Kitzbuhel, Curio Collection by Hilton",http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-12-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,de,literal,"Grand Tirolia Hotel Kitzbuhel, Curio Collection by Hilton",,,,,,,,,,wd:Q40
218,uri,http://www.wikidata.org/entity/Q256456,en,literal,Kika,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q57262267,literal,,literal,,literal,http://www.wikidata.org/entity/Q82500,literal,,,,,,,,,,,,,,,,,wd:Q40
219,uri,http://www.wikidata.org/entity/Q1376970,en,literal,European Society of Radiology,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
220,uri,http://www.wikidata.org/entity/Q215657,en,literal,KTM AG,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q190117,literal,http://www.wikidata.org/entity/Q50361548,literal,,literal,http://www.wikidata.org/entity/Q661502,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4300,de,literal,KTM AG,,,,,,,,,,wd:Q40
221,uri,http://www.wikidata.org/entity/Q15812060,,literal,Q15812060,http://www.w3.org/2001/XMLSchema#dateTime,literal,1847-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
222,uri,http://www.wikidata.org/entity/Q306566,en,literal,Austrian Federal Computing Centre,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
223,uri,http://www.wikidata.org/entity/Q360136,en,literal,Kurier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
224,uri,http://www.wikidata.org/entity/Q38108543,en,literal,Hostel Hutteldorf,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
225,uri,http://www.wikidata.org/entity/Q5338717,en,literal,Editions Mego,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
226,uri,http://www.wikidata.org/entity/Q876913,en,literal,Swarco Holding,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q660935,literal,,,,,,,,,,,,,,,,,wd:Q40
227,uri,http://www.wikidata.org/entity/Q2517566,en,literal,Kairos,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
228,uri,http://www.wikidata.org/entity/Q37933998,en,literal,Graben Hotel,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
229,uri,http://www.wikidata.org/entity/Q24265503,en,literal,Mittersill Plus,,,,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q781832, http://www.wikidata.org/entity/Q49389",literal,,literal,,literal,http://www.wikidata.org/entity/Q257244,literal,,,,,,,,,,,,,,,,,wd:Q40
230,uri,http://www.wikidata.org/entity/Q96047373,en,literal,Amic Energy,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
231,uri,http://www.wikidata.org/entity/Q1025679,en,literal,Café Zartl,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
232,uri,http://www.wikidata.org/entity/Q431607,en,literal,Wolford,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q607081, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q1737,literal,,,,,,,,,,,,,,,,,wd:Q40
233,uri,http://www.wikidata.org/entity/Q105794137,en,literal,Promercium,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q2922469, http://www.wikidata.org/entity/Q317088",literal,http://www.wikidata.org/entity/Q105994683,literal,,literal,"http://www.wikidata.org/entity/Q145, http://www.wikidata.org/entity/Q84",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,25,en,literal,Promercium Ltd,,,,,,,,,,wd:Q40
234,uri,http://www.wikidata.org/entity/Q1737304,en,literal,Klipp,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q178582,literal,,,,,,,,,,,,,,,,,wd:Q40
235,uri,http://www.wikidata.org/entity/Q591359,en,literal,Steyr Arms,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q682115,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,de,literal,Josef und Franz Werndl & Comp. Waffenfabrik und Sägemühle in Oberletten,,,,,,,,,,wd:Q40
236,uri,http://www.wikidata.org/entity/Q114840336,en,literal,Guidepost Montessori,,,,uri,http://www.wikidata.org/entity/Q148,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
237,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda,,,,,,,,,,wd:Q40
238,uri,http://www.wikidata.org/entity/Q1255937,en,literal,Drava Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41753,literal,,,,,,,,,,,,,,,,,wd:Q40
239,uri,http://www.wikidata.org/entity/Q15836645,en,literal,Neuroth,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-12-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
240,uri,http://www.wikidata.org/entity/Q24271040,en,literal,Milena Verlag,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1741,literal,,,,,,,,,,,,,,,,,wd:Q40
241,uri,http://www.wikidata.org/entity/Q112571654,en,literal,Noodle King,,,,uri,http://www.wikidata.org/entity/Q40,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q40
