,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
1147,uri,http://www.wikidata.org/entity/Q11346102,en,literal,Yodobashi Yokohama,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-11-18T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1148,uri,http://www.wikidata.org/entity/Q111406835,en,literal,Cross Hotel Osaka,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1149,uri,http://www.wikidata.org/entity/Q1134504,en,literal,Moonstone,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q876485,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,en,literal,Moonstone,,,,,,,,,,,,,wd:Q17
1150,uri,http://www.wikidata.org/entity/Q28692331,en,literal,Roadside station Hitachiota,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-11-05T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1151,uri,http://www.wikidata.org/entity/Q1044563,en,literal,SNK,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q653510,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1152,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,,,,,,,,,,,,,,,,wd:Q17
1153,uri,http://www.wikidata.org/entity/Q11618170,en,literal,Kusatsu Onsen Ski Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1154,uri,http://www.wikidata.org/entity/Q65065069,en,literal,Grizzly,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-12-25T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1155,uri,http://www.wikidata.org/entity/Q22126974,en,literal,Project No.9,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-02-09T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1156,uri,http://www.wikidata.org/entity/Q11661958,en,literal,Aoyagi Sōhonke,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q29902337,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1879-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1157,uri,http://www.wikidata.org/entity/Q11279692,,literal,Q11279692,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1158,uri,http://www.wikidata.org/entity/Q96158592,en,literal,Murakami Farm,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q540912, http://www.wikidata.org/entity/Q187939",literal,,literal,,literal,http://www.wikidata.org/entity/Q73718,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,,,,ja,literal,株式会社村上農園,,,,,,,,,,,,,wd:Q17
1159,uri,http://www.wikidata.org/entity/Q3008126,en,literal,CyberConnect2,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q26600,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1160,uri,http://www.wikidata.org/entity/Q1054844,en,literal,Taito,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q179645,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-08-24T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,848,,,,,,,,,,,,,,,,wd:Q17
1161,uri,http://www.wikidata.org/entity/Q111016482,en,literal,Narutoya (Sakae),uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1162,uri,http://www.wikidata.org/entity/Q11597848,en,literal,Tateyama Kurobe Kanko,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q204266,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-12-25T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1163,uri,http://www.wikidata.org/entity/Q1531085,en,literal,"Kintetsu Railway Co., Ltd.",uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q872600,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1910-09-16T00:00:00Z,,,,en,literal,"Kintetsu Railway Co., Ltd.",,,,,,,,,,,,,wd:Q17
1164,uri,http://www.wikidata.org/entity/Q949610,en,literal,Shimano Kabushiki-kaisha,uri,http://www.wikidata.org/entity/Q188712,literal,"http://www.wikidata.org/entity/Q17018236, http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q6520325",literal,"http://www.wikidata.org/entity/Q108858610, http://www.wikidata.org/entity/Q108858442, http://www.wikidata.org/entity/Q108858624, http://www.wikidata.org/entity/Q108858638, http://www.wikidata.org/entity/Q97496345",literal,,literal,http://www.wikidata.org/entity/Q193428,literal,http://www.wikidata.org/entity/Q1969854,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,,,,en,literal,Shimano Inc.,,,,,,,,,,,,,wd:Q17
1165,uri,http://www.wikidata.org/entity/Q111865831,en,literal,Hotel Shikisai,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1166,uri,http://www.wikidata.org/entity/Q109615270,,literal,Q109615270,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1167,uri,http://www.wikidata.org/entity/Q3888689,en,literal,Noboribetsu Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1168,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,uri,http://www.wikidata.org/entity/Q869,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1169,uri,http://www.wikidata.org/entity/Q11288008,en,literal,e-Smile,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-16T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1170,uri,http://www.wikidata.org/entity/Q3082581,en,literal,Toyama FM Broadcasting,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132929,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-04-24T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1171,uri,http://www.wikidata.org/entity/Q11596299,en,literal,Wakkanai Grand Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1172,uri,http://www.wikidata.org/entity/Q11224804,en,literal,Innocent Grey,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1173,uri,http://www.wikidata.org/entity/Q50400102,en,literal,IKEA Tachikawa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11607854,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1174,uri,http://www.wikidata.org/entity/Q20038421,,literal,Q20038421,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1175,uri,http://www.wikidata.org/entity/Q11290890,en,literal,Area Link,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-04-21T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1176,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,,,,wd:Q17
1177,uri,http://www.wikidata.org/entity/Q11325964,en,literal,The Basics Fukuoka,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1178,uri,http://www.wikidata.org/entity/Q11331574,en,literal,Pilatus-no-oka Pension Village,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1179,uri,http://www.wikidata.org/entity/Q607621,en,literal,Tokyo Marui,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q213464,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1180,uri,http://www.wikidata.org/entity/Q843648,en,literal,Shizuoka Broadcasting System,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1042630, http://www.wikidata.org/entity/Q174691, http://www.wikidata.org/entity/Q131320",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1181,uri,http://www.wikidata.org/entity/Q21666116,en,literal,Roadside station Kirari-asahi,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-17T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1182,uri,http://www.wikidata.org/entity/Q6133711,en,literal,Mie Television Broadcasting,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128196,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1183,uri,http://www.wikidata.org/entity/Q11465314,,literal,Q11465314,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1184,uri,http://www.wikidata.org/entity/Q11641296,en,literal,Roadside station Shogawa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-04-11T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1185,uri,http://www.wikidata.org/entity/Q11520145,en,literal,Honke Nishio Yatsuhashi,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1321832,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1689-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1186,uri,http://www.wikidata.org/entity/Q11336756,,literal,Q11336756,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-02-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1187,uri,http://www.wikidata.org/entity/Q11339926,en,literal,Magazine House,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1188,uri,http://www.wikidata.org/entity/Q17228870,en,literal,Chizu,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1189,uri,http://www.wikidata.org/entity/Q11233807,en,literal,Mt. Norikura Snow Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1190,uri,http://www.wikidata.org/entity/Q11524193,en,literal,Tokyo Station Hotel,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q283196,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1191,uri,http://www.wikidata.org/entity/Q8093,en,literal,Nintendo,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,"http://www.wikidata.org/entity/Q456052, http://www.wikidata.org/entity/Q7688294, http://www.wikidata.org/entity/Q52177144, http://www.wikidata.org/entity/Q1336499, http://www.wikidata.org/entity/Q354768, http://www.wikidata.org/entity/Q316013",literal,,literal,"http://www.wikidata.org/entity/Q1203862, http://www.wikidata.org/entity/Q1077022, http://www.wikidata.org/entity/Q34600",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1889-09-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,6413,en,literal,"Nintendo Co., Ltd.",,,,,,,,,,,,,wd:Q17
1192,uri,http://www.wikidata.org/entity/Q901485,en,literal,Nagasaki Electric Tramway,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q38234,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-08-02T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1193,uri,http://www.wikidata.org/entity/Q846834,en,literal,Calbee,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q18646422,literal,,literal,,literal,http://www.wikidata.org/entity/Q11367939,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-04-30T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1194,uri,http://www.wikidata.org/entity/Q864366,en,literal,Lump of Sugar,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q232641,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1195,uri,http://www.wikidata.org/entity/Q11343507,en,literal,Megane Drug,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217234,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-08-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1196,uri,http://www.wikidata.org/entity/Q566998,en,literal,Takamatsu-Kotohira Electric Railroad,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q17213506,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1197,uri,http://www.wikidata.org/entity/Q24874148,en,literal,The Prince Gallery Tokyo Kioicho,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20025054,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1198,uri,http://www.wikidata.org/entity/Q21654147,en,literal,The Park Front Hotel at Universal Studios Japan,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1199,uri,http://www.wikidata.org/entity/Q17214205,en,literal,Okuma Private Beach & Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1200,uri,http://www.wikidata.org/entity/Q11289828,en,literal,Excelsior Caffé,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1201,uri,http://www.wikidata.org/entity/Q1016072,en,literal,Pepper Lunch,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1202,uri,http://www.wikidata.org/entity/Q11392362,en,literal,Muica Snow Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1203,uri,http://www.wikidata.org/entity/Q11305984,en,literal,Sheraton Okinawa Sunmarina Resort,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-04-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1204,uri,http://www.wikidata.org/entity/Q11527949,en,literal,Tokai Jidosha,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q721163,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-02-15T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1205,uri,http://www.wikidata.org/entity/Q56348531,en,literal,ANA Crowne Plaza Toyama,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1206,uri,http://www.wikidata.org/entity/Q11190687,en,literal,B's Log Bunko,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1207,uri,http://www.wikidata.org/entity/Q18701081,en,literal,Roadside station Karamushiori-no-sato Showa,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-04T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1208,uri,http://www.wikidata.org/entity/Q11563731,en,literal,Yuwaku Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1209,uri,http://www.wikidata.org/entity/Q11292836,en,literal,Orbis,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q233495,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-06-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1329,,,,,,,,,,,,,,,,wd:Q17
1210,uri,http://www.wikidata.org/entity/Q481968,en,literal,Acquire,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-12-06T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1211,uri,http://www.wikidata.org/entity/Q11512837,en,literal,Seiwa Shoten,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1212,uri,http://www.wikidata.org/entity/Q17193392,en,literal,Inageya,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-05-20T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1213,uri,http://www.wikidata.org/entity/Q11610662,en,literal,Oigami Onsen,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1214,uri,http://www.wikidata.org/entity/Q83888677,en,literal,DWA,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-05-01T00:00:00Z,,,,en,literal,Digital World Audio,,,,,,,,,,,,,wd:Q17
1215,uri,http://www.wikidata.org/entity/Q7684281,en,literal,Shirogumi,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q193638,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-08-28T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1216,uri,http://www.wikidata.org/entity/Q20165,en,literal,Nissan,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q190117,literal,"http://www.wikidata.org/entity/Q356719, http://www.wikidata.org/entity/Q30923926, http://www.wikidata.org/entity/Q11428388, http://www.wikidata.org/entity/Q70092183",literal,,literal,"http://www.wikidata.org/entity/Q240798, http://www.wikidata.org/entity/Q38283",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-12-26T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,138910,en,literal,"Nissan Motor Co., Ltd.",http://www.w3.org/2001/XMLSchema#decimal,literal,763657000000,http://www.w3.org/2001/XMLSchema#decimal,literal,18746901000000,,,,,,,wd:Q17
1217,uri,http://www.wikidata.org/entity/Q104783572,,literal,Q104783572,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q786803,literal,,literal,,literal,http://www.wikidata.org/entity/Q204266,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1218,uri,http://www.wikidata.org/entity/Q11407895,en,literal,Minami-Nippon Shimbun,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1219,uri,http://www.wikidata.org/entity/Q6921027,en,literal,Mount Hakodate Ropeway,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26418,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1220,uri,http://www.wikidata.org/entity/Q5322556,en,literal,Ymobile Corporation,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-11-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1221,uri,http://www.wikidata.org/entity/Q11419308,en,literal,Kissa Mountain,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q17
1222,uri,http://www.wikidata.org/entity/Q17222692,en,literal,CoMix Wave Films,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2575347, http://www.wikidata.org/entity/Q1415395",literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1223,uri,http://www.wikidata.org/entity/Q59186361,en,literal,ZIPAIR Tokyo,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q765633,literal,,literal,,literal,http://www.wikidata.org/entity/Q273798,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-07-31T00:00:00Z,,,,ja,literal,株式会社ZIPAIR Tokyo,,,,,,,,,,,,,wd:Q17
1224,uri,http://www.wikidata.org/entity/Q11254162,en,literal,Speedstar Records,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1225,uri,http://www.wikidata.org/entity/Q5954322,en,literal,Studio Gokumi,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q232631,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-05-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1226,uri,http://www.wikidata.org/entity/Q11642454,en,literal,Entetsu Department Store,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131320,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-04-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1227,uri,http://www.wikidata.org/entity/Q11506485,en,literal,SAMSUNG JAPAN CORPORATION,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1228,uri,http://www.wikidata.org/entity/Q10851180,en,literal,Jatco,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q328613,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-06-28T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
1229,uri,http://www.wikidata.org/entity/Q11628418,en,literal,Nippon Telegraph and Telephone West,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-07-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q17
