,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
217,uri,http://www.wikidata.org/entity/Q12218555,en,literal,Abdullah AlOthaim Markets,ar,literal,شركة أسواق عبدالله العثيم,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-05-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4766126000,http://www.w3.org/2001/XMLSchema#decimal,literal,1494222000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
218,uri,http://www.wikidata.org/entity/Q12213830,en,literal,Rotana Cinema,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-31T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q79,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,wd:Q851
219,uri,http://www.wikidata.org/entity/Q7179006,en,literal,Petromin Corporation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
220,uri,http://www.wikidata.org/entity/Q12218609,en,literal,Middle East Specialized Cables Co.,ar,literal,شركة الشرق الأوسط للكابلات المتخصصة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-11-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,674273000,http://www.w3.org/2001/XMLSchema#decimal,literal,465288000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
221,uri,http://www.wikidata.org/entity/Q12188930,en,literal,National Shipping Company of Saudi Arabia,ar,literal,الشركة الوطنية السعودية للنقل البحري,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,20560827000,http://www.w3.org/2001/XMLSchema#decimal,literal,9495218000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
222,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,30655543000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,,,,,,,wd:Q851
223,uri,http://www.wikidata.org/entity/Q7762363,en,literal,Savola Group,ar,literal,مجموعة صافولا,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-10T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,26657711000,http://www.w3.org/2001/XMLSchema#decimal,literal,8483367000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
224,uri,http://www.wikidata.org/entity/Q1572717,en,literal,Nesma Airlines,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q85,literal,,,,,,,,,,,wd:Q851
225,uri,http://www.wikidata.org/entity/Q112624196,en,literal,Saudi Publishing & Distributing House,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
226,uri,http://www.wikidata.org/entity/Q12218609,en,literal,Middle East Specialized Cables Co.,ar,literal,شركة الشرق الأوسط للكابلات المتخصصة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-11-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,674273000,http://www.w3.org/2001/XMLSchema#decimal,literal,359541000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
227,uri,http://www.wikidata.org/entity/Q12218558,en,literal,Gulf Union Cooperative Insurance Co.,ar,literal,شركة إتحاد الخليج للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-08-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,640611000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
228,uri,http://www.wikidata.org/entity/Q12218631,en,literal,The Mediterranean and Gulf Insurance and Reinsurance Co.,ar,literal,شركة المتوسط والخليج للتأمين وإعادة التأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-05-06T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3500887000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
229,uri,http://www.wikidata.org/entity/Q20403531,en,literal,Takween Advanced Industries Co.,ar,literal,شركة تكوين المتطورة للصناعات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-10-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2105682000,http://www.w3.org/2001/XMLSchema#decimal,literal,936801000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
230,uri,http://www.wikidata.org/entity/Q6423290,en,literal,"Knowledge Economic City, Medina",ar,literal,مدينة المعرفة الإقتصادية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-08-04T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3351622000,http://www.w3.org/2001/XMLSchema#decimal,literal,3140060000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
231,uri,http://www.wikidata.org/entity/Q1518238,en,literal,The Saudi National Bank,ar,literal,البنك الأهلي السعودي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,507263802000,http://www.w3.org/2001/XMLSchema#decimal,literal,68888025000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
232,uri,http://www.wikidata.org/entity/Q20401353,en,literal,Saudi Steel Pipe Co.,ar,literal,الشركة السعودية لأنابيب الصلب,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-06-10T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1118894000,http://www.w3.org/2001/XMLSchema#decimal,literal,528058000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
233,uri,http://www.wikidata.org/entity/Q6160243,en,literal,Jarir Bookstore,ar,literal,شركة جرير للتسويق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4001527000,http://www.w3.org/2001/XMLSchema#decimal,literal,1529533000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
234,uri,http://www.wikidata.org/entity/Q20403513,en,literal,Bawan Co.,ar,literal,شركة بوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-08-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2252904000,http://www.w3.org/2001/XMLSchema#decimal,literal,626174000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
235,uri,http://www.wikidata.org/entity/Q12184641,en,literal,Saudi Investment Bank,ar,literal,البنك السعودي للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-06-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,100814596000,http://www.w3.org/2001/XMLSchema#decimal,literal,14007007000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
236,uri,http://www.wikidata.org/entity/Q4166519,en,literal,Saudi British Bank,ar,literal,البنك السعودي البريطاني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,265472444000,http://www.w3.org/2001/XMLSchema#decimal,literal,56069719000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
237,uri,http://www.wikidata.org/entity/Q12218657,en,literal,Jazan Energy and Development Co.,ar,literal,شركة جازان للطاقة والتنمية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-08-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,601283000,http://www.w3.org/2001/XMLSchema#decimal,literal,539471000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
238,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,ar,literal,بنك البلاد,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,7832949000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
239,uri,http://www.wikidata.org/entity/Q17005768,en,literal,Bupa Arabia,ar,literal,شركة بوبا العربية للتأمين التعاوني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10181096000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q334911,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
240,uri,http://www.wikidata.org/entity/Q6887331,en,literal,Mobily,ar,literal,شركة إتحاد إتصالات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,39262461000,http://www.w3.org/2001/XMLSchema#decimal,literal,14253837000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,,,,,,,,,,wd:Q851
241,uri,http://www.wikidata.org/entity/Q12218646,en,literal,Saudi Arabian Amiantit Co.,ar,literal,شركة أميانتيت العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-06-13T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2418276000,http://www.w3.org/2001/XMLSchema#decimal,literal,998030000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
242,uri,http://www.wikidata.org/entity/Q12188895,en,literal,Saudi Industrial Development Co.,ar,literal,الشركة السعودية للتنمية الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-12-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,399088000,http://www.w3.org/2001/XMLSchema#decimal,literal,322615000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
243,uri,http://www.wikidata.org/entity/Q6302334,en,literal,Juddmonte Farms,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187916,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1382713, http://www.wikidata.org/entity/Q49241",literal,,,,,,,,,,,wd:Q851
244,uri,http://www.wikidata.org/entity/Q2374321,en,literal,SAPTCO,ar,literal,خدمة اونلاين,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-07-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4095810000,http://www.w3.org/2001/XMLSchema#decimal,literal,1633507000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
245,uri,http://www.wikidata.org/entity/Q42341471,en,literal,Alkathiri Holding,ar,literal,شركة الكثيري القابضة,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-31T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,110283000,http://www.w3.org/2001/XMLSchema#decimal,literal,71197000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
246,uri,http://www.wikidata.org/entity/Q12218561,en,literal,Eastern Province Cement Co.,ar,literal,شركة أسمنت المنطقة الشرقية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2764934000,http://www.w3.org/2001/XMLSchema#decimal,literal,2213628000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q811891,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
247,uri,http://www.wikidata.org/entity/Q12188896,en,literal,Saudi Industrial Services Co.,ar,literal,الشركة السعودية للخدمات الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-11-19T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2906102000,http://www.w3.org/2001/XMLSchema#decimal,literal,1088234000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
248,uri,http://www.wikidata.org/entity/Q4119335,en,literal,Okaz,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
249,uri,http://www.wikidata.org/entity/Q12218620,en,literal,Al Abdullatif Industrial Investment Co.,ar,literal,شركة العبداللطيف للإستثمار الصناعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-05-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1384107000,http://www.w3.org/2001/XMLSchema#decimal,literal,1224640000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
250,uri,http://www.wikidata.org/entity/Q4783214,en,literal,Arab National Bank,ar,literal,البنك العربي الوطني,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,183442477000,http://www.w3.org/2001/XMLSchema#decimal,literal,26455933000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
251,uri,http://www.wikidata.org/entity/Q12218594,en,literal,Al-Jouf Agricultural Development Co.,ar,literal,شركة الجوف الزراعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-12-03T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,774107000,http://www.w3.org/2001/XMLSchema#decimal,literal,626244000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
252,uri,http://www.wikidata.org/entity/Q16124094,en,literal,Saudi Ground Services Co.,ar,literal,الشركة السعودية للخدمات الأرضية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-07-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4323052000,http://www.w3.org/2001/XMLSchema#decimal,literal,2876373000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
253,uri,http://www.wikidata.org/entity/Q16960538,en,literal,Ajlan & Brothers,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
254,uri,http://www.wikidata.org/entity/Q3817700,en,literal,Saudi International Petrochemical Company,ar,literal,شركة الصحراء العالمية للبتروكيماويات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-12-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,23991272000,http://www.w3.org/2001/XMLSchema#decimal,literal,5702707000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
255,uri,http://www.wikidata.org/entity/Q20401373,en,literal,Saudi Marketing Co.,ar,literal,الشركة السعودية للتسويق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-12-02T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2262675000,http://www.w3.org/2001/XMLSchema#decimal,literal,568509000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
256,uri,http://www.wikidata.org/entity/Q20403406,en,literal,Electrical Industries Co.,ar,literal,شركة الصناعات الكهربائية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-08-07T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1016584410,http://www.w3.org/2001/XMLSchema#decimal,literal,653947990,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
257,uri,http://www.wikidata.org/entity/Q28715280,en,literal,Lazurde Company for Jewelry,ar,literal,شركة لازوردي للمجوهرات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2015035000,http://www.w3.org/2001/XMLSchema#decimal,literal,406459000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q57262277,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
258,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,55750918000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6000,,,,,,,wd:Q851
259,uri,http://www.wikidata.org/entity/Q6887331,en,literal,Mobily,ar,literal,شركة إتحاد إتصالات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-12-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,39262461000,http://www.w3.org/2001/XMLSchema#decimal,literal,15357786000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q851,literal,,,,,,,,,,,wd:Q851
260,uri,http://www.wikidata.org/entity/Q12188937,en,literal,Nadec,ar,literal,الشركة الوطنية للتنمية الزراعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-08-18T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3943957000,http://www.w3.org/2001/XMLSchema#decimal,literal,1425317000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
261,uri,http://www.wikidata.org/entity/Q12188902,en,literal,Dur Hospitality,ar,literal,شركة دور للضيافة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-12-27T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3527827000,http://www.w3.org/2001/XMLSchema#decimal,literal,1774665000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
262,uri,http://www.wikidata.org/entity/Q20401373,en,literal,Saudi Marketing Co.,ar,literal,الشركة السعودية للتسويق,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-12-02T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2262675000,http://www.w3.org/2001/XMLSchema#decimal,literal,648619000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
263,uri,http://www.wikidata.org/entity/Q6721006,en,literal,Maaden,ar,literal,شركة التعدين العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-03-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,97657597000,http://www.w3.org/2001/XMLSchema#decimal,literal,27699047000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6149,,,,,,,wd:Q851
264,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,ar,literal,شركة الزامل للاستثمار الصناعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1415946000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,,,,,,,,,,wd:Q851
265,uri,http://www.wikidata.org/entity/Q12218620,en,literal,Al Abdullatif Industrial Investment Co.,ar,literal,شركة العبداللطيف للإستثمار الصناعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-05-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1384107000,http://www.w3.org/2001/XMLSchema#decimal,literal,1148826000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
266,uri,http://www.wikidata.org/entity/Q12218620,en,literal,Al Abdullatif Industrial Investment Co.,ar,literal,شركة العبداللطيف للإستثمار الصناعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-05-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1384107000,http://www.w3.org/2001/XMLSchema#decimal,literal,1213605000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
267,uri,http://www.wikidata.org/entity/Q20403651,en,literal,Al Sorayai Trading and Industrial Group,ar,literal,مجموعة السريع التجارية الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-02-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,519348000,http://www.w3.org/2001/XMLSchema#decimal,literal,33095000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
268,uri,http://www.wikidata.org/entity/Q107525591,en,literal,Thmanyah,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,http://www.wikidata.org/entity/Q65924661,literal,,literal,"http://www.wikidata.org/entity/Q1249255, http://www.wikidata.org/entity/Q3692, http://www.wikidata.org/entity/Q851",literal,,,,,,,,,,,wd:Q851
269,uri,http://www.wikidata.org/entity/Q42341471,en,literal,Alkathiri Holding,ar,literal,شركة الكثيري القابضة,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-08-31T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,110283000,http://www.w3.org/2001/XMLSchema#decimal,literal,55181000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
270,uri,http://www.wikidata.org/entity/Q20401488,en,literal,National Medical Care Co.,ar,literal,الشركة الوطنية للرعاية الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-10-27T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1356245000,http://www.w3.org/2001/XMLSchema#decimal,literal,911206000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
271,uri,http://www.wikidata.org/entity/Q12218595,en,literal,National Gypsum Co.,ar,literal,شركة الجبس الأهلية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-04-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,464266000,http://www.w3.org/2001/XMLSchema#decimal,literal,468240000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
272,uri,http://www.wikidata.org/entity/Q20401447,en,literal,United Electronics Company,ar,literal,الشركة المتحدة للإلكترونيات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2635002000,http://www.w3.org/2001/XMLSchema#decimal,literal,532243000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
273,uri,http://www.wikidata.org/entity/Q12218646,en,literal,Saudi Arabian Amiantit Co.,ar,literal,شركة أميانتيت العربية السعودية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-06-13T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2418276000,http://www.w3.org/2001/XMLSchema#decimal,literal,348132000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
274,uri,http://www.wikidata.org/entity/Q12239109,en,literal,Astra Industrial Group,ar,literal,مجموعة أسترا الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-08-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2820642000,http://www.w3.org/2001/XMLSchema#decimal,literal,1096292000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
275,uri,http://www.wikidata.org/entity/Q12218574,en,literal,AYYAN Investment Co.,ar,literal,شركة الأحساء للتنمية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-11-14T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,673834000,http://www.w3.org/2001/XMLSchema#decimal,literal,525607000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
