,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,country
8180,uri,http://www.wikidata.org/entity/Q117765419,en,literal,Community Theatre of Howell,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,wd:Q30
8181,uri,http://www.wikidata.org/entity/Q80635,en,literal,Airgas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,,,,wd:Q30
8182,uri,http://www.wikidata.org/entity/Q18589978,en,literal,Acorn Media Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,en,literal,"Acorn Media Group, Inc.",wd:Q30
8183,uri,http://www.wikidata.org/entity/Q18589978,en,literal,Acorn Media Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,en,literal,"Acorn Media Publishing, Inc.",wd:Q30
8184,uri,http://www.wikidata.org/entity/Q632240,en,literal,Eli Lilly and Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1876-01-01T00:00:00Z,,,,wd:Q30
8185,uri,http://www.wikidata.org/entity/Q122074225,en,literal,All My Sons Moving & Storage,,,,,,,wd:Q30
8186,uri,http://www.wikidata.org/entity/Q5032277,en,literal,Canesta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
8187,uri,http://www.wikidata.org/entity/Q105821444,en,literal,Honorable Order of Kentucky Colonels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-09-25T00:00:00Z,en,literal,"The Honorable Order of Kentucky Colonels, Inc.",wd:Q30
8188,uri,http://www.wikidata.org/entity/Q17092987,en,literal,ServiceMax,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
8189,uri,http://www.wikidata.org/entity/Q3444675,en,literal,Christopher Newport University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,wd:Q30
8190,uri,http://www.wikidata.org/entity/Q2283,en,literal,Microsoft,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-04-04T00:00:00Z,en,literal,Microsoft Corporation,wd:Q30
8191,uri,http://www.wikidata.org/entity/Q4874113,en,literal,Bay State College,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,wd:Q30
8192,uri,http://www.wikidata.org/entity/Q69130848,en,literal,Steelpan,,,,,,,wd:Q30
8193,uri,http://www.wikidata.org/entity/Q14710728,en,literal,KPRC (AM),http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,,,,wd:Q30
8194,uri,http://www.wikidata.org/entity/Q7987429,en,literal,Western & Southern Financial Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,,,,wd:Q30
8195,uri,http://www.wikidata.org/entity/Q5122169,en,literal,Cisco Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
8196,uri,http://www.wikidata.org/entity/Q63980436,en,literal,Brecon Estate,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
8197,uri,http://www.wikidata.org/entity/Q1519267,en,literal,Omnicom Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,wd:Q30
8198,uri,http://www.wikidata.org/entity/Q122148611,en,literal,LuRu Beauty,,,,,,,wd:Q30
8199,uri,http://www.wikidata.org/entity/Q23023560,en,literal,Sun Basket,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-04-01T00:00:00Z,,,,wd:Q30
8200,uri,http://www.wikidata.org/entity/Q111963850,en,literal,City of the Fallen,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
8201,uri,http://www.wikidata.org/entity/Q122168819,en,literal,Service Genius Air Conditioning and Heating,,,,,,,wd:Q30
8202,uri,http://www.wikidata.org/entity/Q122168991,en,literal,Rainmaker Reputation,,,,,,,wd:Q30
8203,uri,http://www.wikidata.org/entity/Q122169082,en,literal,Local Business Watch Site,,,,,,,wd:Q30
8204,uri,http://www.wikidata.org/entity/Q122169142,en,literal,X1Plumbing.us,,,,,,,wd:Q30
8205,uri,http://www.wikidata.org/entity/Q6329087,en,literal,KPAY-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8206,uri,http://www.wikidata.org/entity/Q5583845,en,literal,Jigsaw,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,wd:Q30
8207,uri,http://www.wikidata.org/entity/Q3278402,en,literal,NY1,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,wd:Q30
8208,uri,http://www.wikidata.org/entity/Q63441462,en,literal,Quansight,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,wd:Q30
8209,uri,http://www.wikidata.org/entity/Q10853245,en,literal,WHPC,,,,,,,wd:Q30
8210,uri,http://www.wikidata.org/entity/Q98522531,en,literal,Strayhorn Grill,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,wd:Q30
8211,uri,http://www.wikidata.org/entity/Q5281735,en,literal,Discount Tire,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,,,,wd:Q30
8212,uri,http://www.wikidata.org/entity/Q2476036,en,literal,Compass Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
8213,uri,http://www.wikidata.org/entity/Q6331276,en,literal,KIZN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8214,uri,http://www.wikidata.org/entity/Q16927746,en,literal,NowThis News,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-09-01T00:00:00Z,,,,wd:Q30
8215,uri,http://www.wikidata.org/entity/Q6364652,en,literal,Kansas City Area Transportation Authority,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,wd:Q30
8216,uri,http://www.wikidata.org/entity/Q7947859,en,literal,WCKT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,wd:Q30
8217,uri,http://www.wikidata.org/entity/Q16998683,en,literal,Kramer Levin Naftalis & Frankel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8218,uri,http://www.wikidata.org/entity/Q7953672,en,literal,WSKL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
8219,uri,http://www.wikidata.org/entity/Q6333053,en,literal,KLTA-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8220,uri,http://www.wikidata.org/entity/Q7949474,en,literal,WFRD,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,wd:Q30
8221,uri,http://www.wikidata.org/entity/Q56585268,en,literal,10X Genomics,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,wd:Q30
8222,uri,http://www.wikidata.org/entity/Q122209022,en,literal,Pagliai's,,,,,,,wd:Q30
8223,uri,http://www.wikidata.org/entity/Q122209204,en,literal,Kermit's,,,,,,,wd:Q30
8224,uri,http://www.wikidata.org/entity/Q122209433,en,literal,The Stones Throw,,,,,,,wd:Q30
8225,uri,http://www.wikidata.org/entity/Q122209496,en,literal,Matto Espresso,,,,,,,wd:Q30
8226,uri,http://www.wikidata.org/entity/Q6334026,en,literal,KMXI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,wd:Q30
8227,uri,http://www.wikidata.org/entity/Q7950135,en,literal,WHEB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8228,uri,http://www.wikidata.org/entity/Q107659705,en,literal,Altamont Capital Partners,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,en,literal,Altamont Capital Partners,wd:Q30
8229,uri,http://www.wikidata.org/entity/Q7671813,en,literal,TSheets,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
8230,uri,http://www.wikidata.org/entity/Q2922164,en,literal,Bounce TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
8231,uri,http://www.wikidata.org/entity/Q5513845,en,literal,GM Defense,http://www.w3.org/2001/XMLSchema#dateTime,literal,1914-01-01T00:00:00Z,,,,wd:Q30
8232,uri,http://www.wikidata.org/entity/Q17005671,en,literal,Big Switch Networks,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,,,,wd:Q30
8233,uri,http://www.wikidata.org/entity/Q7950956,en,literal,WITF-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8234,uri,http://www.wikidata.org/entity/Q23589,en,literal,Showtime,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-05-09T00:00:00Z,,,,wd:Q30
8235,uri,http://www.wikidata.org/entity/Q17152420,en,literal,Navizon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
8236,uri,http://www.wikidata.org/entity/Q17152531,en,literal,Spark Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
8237,uri,http://www.wikidata.org/entity/Q7951778,en,literal,WKMI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8238,uri,http://www.wikidata.org/entity/Q14682734,en,literal,KSTS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
8239,uri,http://www.wikidata.org/entity/Q6698032,en,literal,Lucky Stores,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,,,,wd:Q30
8240,uri,http://www.wikidata.org/entity/Q6336425,en,literal,KQWB-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8241,uri,http://www.wikidata.org/entity/Q4778364,en,literal,Anytime Fitness,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,wd:Q30
8242,uri,http://www.wikidata.org/entity/Q470196,en,literal,Mary Kay,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
8243,uri,http://www.wikidata.org/entity/Q5430155,en,literal,Fairfax Connector,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-09-01T00:00:00Z,,,,wd:Q30
8244,uri,http://www.wikidata.org/entity/Q6337669,en,literal,KSFC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8245,uri,http://www.wikidata.org/entity/Q7953589,en,literal,WNSP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8246,uri,http://www.wikidata.org/entity/Q7951810,en,literal,WKNR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,,,,wd:Q30
8247,uri,http://www.wikidata.org/entity/Q64358371,en,literal,Ninety Nine Restaurant & Pub,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,wd:Q30
8248,uri,http://www.wikidata.org/entity/Q52609280,en,literal,University of Arizona Libraries,,,,,,,wd:Q30
8249,uri,http://www.wikidata.org/entity/Q6339966,en,literal,KVDU,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,wd:Q30
8250,uri,http://www.wikidata.org/entity/Q5013858,en,literal,CREDO Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,,,,wd:Q30
8251,uri,http://www.wikidata.org/entity/Q334204,en,literal,Morgan Stanley,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,en,literal,Morgan Stanley,wd:Q30
8252,uri,http://www.wikidata.org/entity/Q15913374,en,literal,Vyond,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-11-01T00:00:00Z,,,,wd:Q30
8253,uri,http://www.wikidata.org/entity/Q22673,en,literal,Project Gutenberg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-07-04T00:00:00Z,,,,wd:Q30
8254,uri,http://www.wikidata.org/entity/Q111145969,en,literal,CountryMax,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,wd:Q30
8255,uri,http://www.wikidata.org/entity/Q60231334,en,literal,Elevator Bath,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
8256,uri,http://www.wikidata.org/entity/Q288129,en,literal,ACCO Brands,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,,,,wd:Q30
8257,uri,http://www.wikidata.org/entity/Q7946581,en,literal,WAMJ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
8258,uri,http://www.wikidata.org/entity/Q117794470,en,literal,Chippewa Valley Theatre Guild,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
8259,uri,http://www.wikidata.org/entity/Q122329263,en,literal,Sweethoney Dessert,,,,,,,wd:Q30
8260,uri,http://www.wikidata.org/entity/Q28130621,en,literal,Wondery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,wd:Q30
8261,uri,http://www.wikidata.org/entity/Q1621107,en,literal,History,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,wd:Q30
8262,uri,http://www.wikidata.org/entity/Q23679974,en,literal,Avalanche Biotechnologies,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
8263,uri,http://www.wikidata.org/entity/Q25344753,en,literal,PodcastOne,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
8264,uri,http://www.wikidata.org/entity/Q122343216,en,literal,Antwerpen Hyundai of Clarksville,,,,,,,wd:Q30
8265,uri,http://www.wikidata.org/entity/Q9089355,en,literal,TracFone WirelessICR,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,wd:Q30
8266,uri,http://www.wikidata.org/entity/Q121336519,en,literal,The Cellular Connection,,,,,,,wd:Q30
8267,uri,http://www.wikidata.org/entity/Q251266,en,literal,SAGE Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,wd:Q30
8268,uri,http://www.wikidata.org/entity/Q5197697,en,literal,CyberSource Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,,,,wd:Q30
8269,uri,http://www.wikidata.org/entity/Q28222828,en,literal,Beautycounter,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
8270,uri,http://www.wikidata.org/entity/Q3564603,en,literal,WAMU,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,,,,wd:Q30
8271,uri,http://www.wikidata.org/entity/Q7949870,en,literal,WGN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,,,,wd:Q30
8272,uri,http://www.wikidata.org/entity/Q28222801,en,literal,Survios,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,wd:Q30
8273,uri,http://www.wikidata.org/entity/Q1619384,en,literal,Hines Interests Limited Partnership,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,,,,wd:Q30
8274,uri,http://www.wikidata.org/entity/Q7006839,en,literal,New Deal Cafe,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-11-05T00:00:00Z,,,,wd:Q30
8275,uri,http://www.wikidata.org/entity/Q7954669,en,literal,WQIK-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8276,uri,http://www.wikidata.org/entity/Q7801271,en,literal,Tiffen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,,,,wd:Q30
8277,uri,http://www.wikidata.org/entity/Q14710555,en,literal,KBME,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-01-01T00:00:00Z,,,,wd:Q30
8278,uri,http://www.wikidata.org/entity/Q104844059,en,literal,Merle Norman Cosmetics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,,,,wd:Q30
8279,uri,http://www.wikidata.org/entity/Q70435384,en,literal,Sportle,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,,,,wd:Q30
8280,uri,http://www.wikidata.org/entity/Q14689172,en,literal,KOEL-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,wd:Q30
8281,uri,http://www.wikidata.org/entity/Q122383462,en,literal,Suntup Editions,,,,,,,wd:Q30
8282,uri,http://www.wikidata.org/entity/Q7952675,en,literal,WMBX,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
8283,uri,http://www.wikidata.org/entity/Q117876,en,literal,Pepperdine University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,,,,wd:Q30
8284,uri,http://www.wikidata.org/entity/Q7957096,en,literal,WWAY,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8285,uri,http://www.wikidata.org/entity/Q117187857,en,literal,Southern Labware,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-05T00:00:00Z,,,,wd:Q30
8286,uri,http://www.wikidata.org/entity/Q7948577,en,literal,WDSE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,,,,wd:Q30
8287,uri,http://www.wikidata.org/entity/Q99294785,en,literal,Sleeper,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,wd:Q30
8288,uri,http://www.wikidata.org/entity/Q5431748,en,literal,Falcon International Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,,,,wd:Q30
8289,uri,http://www.wikidata.org/entity/Q139901,en,literal,Northern Arizona University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-01T00:00:00Z,,,,wd:Q30
8290,uri,http://www.wikidata.org/entity/Q122414178,en,literal,Fellow Towing,,,,,,,wd:Q30
8291,uri,http://www.wikidata.org/entity/Q910368,en,literal,Clorox,http://www.w3.org/2001/XMLSchema#dateTime,literal,1913-01-01T00:00:00Z,,,,wd:Q30
8292,uri,http://www.wikidata.org/entity/Q63677112,en,literal,Cinnamon Bay Resort & Campground,,,,,,,wd:Q30
8293,uri,http://www.wikidata.org/entity/Q4897987,en,literal,Bethesda Magazine,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-06-01T00:00:00Z,,,,wd:Q30
8294,uri,http://www.wikidata.org/entity/Q122441844,en,literal,OrionGames,,,,,,,wd:Q30
8295,uri,http://www.wikidata.org/entity/Q114630446,en,literal,Vision Film Company LLC,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-17T00:00:00Z,en,literal,Vision Film Company LLC,wd:Q30
8296,uri,http://www.wikidata.org/entity/Q7899199,en,literal,Upright Citizens Brigade,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
8297,uri,http://www.wikidata.org/entity/Q17069540,en,literal,MobileDay,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
8298,uri,http://www.wikidata.org/entity/Q7957452,en,literal,WWRS-TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
8299,uri,http://www.wikidata.org/entity/Q16987022,en,literal,Chicago Review Press,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,wd:Q30
8300,uri,http://www.wikidata.org/entity/Q122453754,en,literal,Cryptobase,,,,,,,wd:Q30
8301,uri,http://www.wikidata.org/entity/Q6331269,en,literal,KIYS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
8302,uri,http://www.wikidata.org/entity/Q1735712,en,literal,Kate Sharpley Library,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,wd:Q30
8303,uri,http://www.wikidata.org/entity/Q5227131,en,literal,DataStax,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-04-01T00:00:00Z,,,,wd:Q30
8304,uri,http://www.wikidata.org/entity/Q122485558,en,literal,SecureSpace Self Storage,,,,,,,wd:Q30
8305,uri,http://www.wikidata.org/entity/Q6334301,en,literal,KYLX-LD,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
8306,uri,http://www.wikidata.org/entity/Q109832656,en,literal,Independent Electric,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,wd:Q30
8307,uri,http://www.wikidata.org/entity/Q5350016,en,literal,Eiteljorg Museum of American Indians and Western Art,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,,,,wd:Q30
8308,uri,http://www.wikidata.org/entity/Q6325690,en,literal,KBCS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,wd:Q30
8309,uri,http://www.wikidata.org/entity/Q6327164,en,literal,KCNV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,wd:Q30
8310,uri,http://www.wikidata.org/entity/Q16998069,en,literal,Kalamazoo Civic Theatre,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,,,,wd:Q30
8311,uri,http://www.wikidata.org/entity/Q7314415,en,literal,Republic Services,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,wd:Q30
8312,uri,http://www.wikidata.org/entity/Q122583483,en,literal,Jeremiah's Italian Ice,,,,,,,wd:Q30
8313,uri,http://www.wikidata.org/entity/Q6716548,en,literal,MLB Network Radio,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
8314,uri,http://www.wikidata.org/entity/Q15231907,en,literal,KZMK,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,wd:Q30
8315,uri,http://www.wikidata.org/entity/Q3317589,en,literal,Travel Channel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,wd:Q30
8316,uri,http://www.wikidata.org/entity/Q7946751,en,literal,WASK,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,,,,wd:Q30
8317,uri,http://www.wikidata.org/entity/Q1539185,en,literal,The Timberland Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,wd:Q30
8318,uri,http://www.wikidata.org/entity/Q3338942,en,literal,New England Sports Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,wd:Q30
8319,uri,http://www.wikidata.org/entity/Q1152226,en,literal,Wood Brothers Racing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-01-01T00:00:00Z,,,,wd:Q30
8320,uri,http://www.wikidata.org/entity/Q1615671,en,literal,KZIA,,,,,,,wd:Q30
8321,uri,http://www.wikidata.org/entity/Q17082014,en,literal,iPawn,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,wd:Q30
8322,uri,http://www.wikidata.org/entity/Q6929917,en,literal,Mrs. Winner's Chicken & Biscuits,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,,,,wd:Q30
8323,uri,http://www.wikidata.org/entity/Q7703217,en,literal,Terrafugia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,wd:Q30
8324,uri,http://www.wikidata.org/entity/Q2843073,en,literal,American Century,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,,,,wd:Q30
8325,uri,http://www.wikidata.org/entity/Q7952784,en,literal,WMFQ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,,,,wd:Q30
8326,uri,http://www.wikidata.org/entity/Q4811533,en,literal,Astrobotic Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-11-01T00:00:00Z,,,,wd:Q30
8327,uri,http://www.wikidata.org/entity/Q121307958,en,literal,Binswanger Glass,http://www.w3.org/2001/XMLSchema#dateTime,literal,1872-01-01T00:00:00Z,,,,wd:Q30
8328,uri,http://www.wikidata.org/entity/Q122705957,en,literal,Outdoor Cover Warehouse,,,,,,,wd:Q30
8329,uri,http://www.wikidata.org/entity/Q117805802,en,literal,Pinckney Players,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,wd:Q30
8330,uri,http://www.wikidata.org/entity/Q7118445,en,literal,World Channel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,,,,wd:Q30
8331,uri,http://www.wikidata.org/entity/Q122710406,en,literal,Iocaine Studios,,,,,,,wd:Q30
8332,uri,http://www.wikidata.org/entity/Q124339481,en,literal,SalonCentric,,,,,,,wd:Q30
8333,uri,http://www.wikidata.org/entity/Q122719497,en,literal,Missouri Farm Bureau Insurance,,,,,,,wd:Q30
8334,uri,http://www.wikidata.org/entity/Q122721127,en,literal,Pardon my Cheesesteak,,,,,,,wd:Q30
8335,uri,http://www.wikidata.org/entity/Q6339635,en,literal,KUNC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,,,,wd:Q30
8336,uri,http://www.wikidata.org/entity/Q122750181,en,literal,Comet Cleaners And Laundry,,,,,,,wd:Q30
8337,uri,http://www.wikidata.org/entity/Q122751549,en,literal,Storm Reply,,,,,,,wd:Q30
8338,uri,http://www.wikidata.org/entity/Q6340768,en,literal,KKSE-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,,,,wd:Q30
8339,uri,http://www.wikidata.org/entity/Q3356778,en,literal,J.Lindeberg,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,wd:Q30
8340,uri,http://www.wikidata.org/entity/Q122762765,en,literal,It's Fashion,,,,,,,wd:Q30
8341,uri,http://www.wikidata.org/entity/Q91911320,en,literal,Clinical Pathology Laboratories,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,wd:Q30
8342,uri,http://www.wikidata.org/entity/Q6335940,en,literal,KPTS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,wd:Q30
8343,uri,http://www.wikidata.org/entity/Q17144511,en,literal,Globoforce,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,wd:Q30
8344,uri,http://www.wikidata.org/entity/Q68812968,en,literal,Gibson Girl Ice Cream Parlor,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-04-12T00:00:00Z,,,,wd:Q30
