,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,country
5323,en,literal,KCAR-FM,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5324,en,literal,BBN Holding,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q56611700, http://www.wikidata.org/entity/Q880371, http://www.wikidata.org/entity/Q11661, http://www.wikidata.org/entity/Q75",literal,"http://www.wikidata.org/entity/Q108862000, http://www.wikidata.org/entity/Q78210278, http://www.wikidata.org/entity/Q78210297",literal,,literal,http://www.wikidata.org/entity/Q213205,literal,,wd:Q30
5325,en,literal,KXSN,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5326,en,literal,KABC,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5327,en,literal,"Bombfell, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5328,en,literal,Zynga,uri,http://www.wikidata.org/entity/Q30,literal,,literal,http://www.wikidata.org/entity/Q729842,literal,,literal,http://www.wikidata.org/entity/Q62,literal,,wd:Q30
5329,en,literal,KUOM,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5330,en,literal,Medly Pharmacy,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,wd:Q30
5331,en,literal,XFL,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5332,en,literal,KTMM,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5333,en,literal,Storm Reply,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q1149029, http://www.wikidata.org/entity/Q11661",literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,wd:Q30
5334,en,literal,Code42,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q36091,literal,,wd:Q30
5335,en,literal,Foot Locker,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5336,en,literal,SureFire,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q838769,literal,,wd:Q30
5337,en,literal,VENN,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3177723,literal,,wd:Q30
5338,en,literal,WGDR,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5339,en,literal,KNBC,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,wd:Q30
5340,en,literal,National Grid (United States),uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5341,en,literal,WROO,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5342,en,literal,Canadian National Railway,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q2234623,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2944779, http://www.wikidata.org/entity/Q340",literal,,wd:Q30
5343,en,literal,Godiva Chocolatier,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q219244, http://www.wikidata.org/entity/Q60",literal,,wd:Q30
5344,en,literal,Thync,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q747509,literal,,wd:Q30
5345,en,literal,Skechers,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q568610,literal,,wd:Q30
5346,en,literal,JPay,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q745168,literal,,wd:Q30
5347,en,literal,Allen Edmonds Shoe Corporation,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5348,en,literal,HYPR Corp,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q189900,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5349,en,literal,Tri-State Transportation Campaign,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1384,literal,,wd:Q30
5350,en,literal,White Giant RPG Studios,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,wd:Q30
5351,en,literal,Holland Community Theatre,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1001742,literal,,wd:Q30
5352,en,literal,Duarte's Tavern,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5353,en,literal,Legion Wargames,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5354,en,literal,North Carolina State Ports Authority,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5355,en,literal,The Barbers,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5356,en,literal,WMMQ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5357,en,literal,KFXJ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5358,en,literal,YouTube,uri,http://www.wikidata.org/entity/Q30,literal,,literal,"http://www.wikidata.org/entity/Q55183, http://www.wikidata.org/entity/Q116795802",literal,,literal,http://www.wikidata.org/entity/Q667738,literal,,wd:Q30
5359,en,literal,EWTN,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79454,literal,,wd:Q30
5360,en,literal,KFBT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5361,en,literal,OrangeHRM,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1013249,literal,,wd:Q30
5362,en,literal,SAS Institute,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q880371, http://www.wikidata.org/entity/Q485396",literal,http://www.wikidata.org/entity/Q92733,literal,,literal,http://www.wikidata.org/entity/Q852665,literal,,wd:Q30
5363,en,literal,YETI,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16559,literal,,wd:Q30
5364,en,literal,Barnes & Noble,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q998426,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5365,en,literal,Tapioca Express,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,http://www.wikidata.org/entity/Q983845,literal,,wd:Q30
5366,en,literal,PGA Tour Champions,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5367,en,literal,AlMaghrib Institute,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16555,literal,,wd:Q30
5368,en,literal,Shake Shack,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5369,en,literal,Slapfish,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q5917,literal,,wd:Q30
5370,en,literal,Irish VooDoo Records,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q746359",literal,,literal,,literal,,literal,,wd:Q30
5371,en,literal,Organovo,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q7108,literal,,literal,,literal,http://www.wikidata.org/entity/Q16552,literal,,wd:Q30
5372,en,literal,KWXY,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5373,en,literal,Merriam-Webster,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q49158, http://www.wikidata.org/entity/Q771",literal,,wd:Q30
5374,en,literal,"Able Creative House, LLC",uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16557,literal,,wd:Q30
5375,en,literal,Pepperdine University,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,http://www.wikidata.org/entity/Q61729443,literal,http://www.wikidata.org/entity/Q387047,literal,,wd:Q30
5376,en,literal,Azavea,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1345,literal,,wd:Q30
5377,en,literal,Parker Hannifin,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q37320,literal,http://www.wikidata.org/entity/Q242345,wd:Q30
5378,en,literal,Plugless Power,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43421,literal,,wd:Q30
5379,en,literal,WTMD,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5380,en,literal,Buggies Unlimited,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q16568,literal,,wd:Q30
5381,en,literal,Patriot Memory,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q193395,literal,,literal,,literal,http://www.wikidata.org/entity/Q49220,literal,,wd:Q30
5382,en,literal,WRTP,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5383,en,literal,Barrett-Jackson,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q177923,literal,,literal,,literal,http://www.wikidata.org/entity/Q49221,literal,,wd:Q30
5384,en,literal,Lendio,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q52467,literal,,wd:Q30
5385,en,literal,Alaskan Brewing Company,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q29445,literal,,wd:Q30
5386,en,literal,Digital Ocean,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5387,en,literal,Redwood Steakhouse,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5388,en,literal,WSTW,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5389,en,literal,Bolerium Books,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q62,literal,,wd:Q30
5390,en,literal,Intrepid Pictures,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,"http://www.wikidata.org/entity/Q47164, http://www.wikidata.org/entity/Q65",literal,,wd:Q30
5391,en,literal,GroundUPmusic,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5392,en,literal,KETK-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5393,en,literal,"Oakley, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3241032,literal,,wd:Q30
5394,en,literal,Heat And Control,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q491114,literal,,wd:Q30
5395,en,literal,WSOC-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16565,literal,,wd:Q30
5396,en,literal,Exagen Inc.,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q123132350, http://www.wikidata.org/entity/Q864928",literal,,literal,,literal,http://www.wikidata.org/entity/Q924241,literal,http://www.wikidata.org/entity/Q82059,wd:Q30
5397,en,literal,ON24,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q62,literal,,wd:Q30
5398,en,literal,WEAX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5399,en,literal,National Sculpture Society,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5400,en,literal,Blue Sky Studios,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1415395, http://www.wikidata.org/entity/Q1401416",literal,,literal,,literal,http://www.wikidata.org/entity/Q49202,literal,,wd:Q30
5401,en,literal,WBAB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5402,en,literal,iFLY,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16559,literal,,wd:Q30
5403,en,literal,KTIC,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5404,en,literal,KMCI-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5405,en,literal,Gogo Inflight Internet,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q936518,literal,,literal,,literal,http://www.wikidata.org/entity/Q2671295,literal,,wd:Q30
5406,en,literal,ArchAngel,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q4373046,literal,,literal,,literal,,literal,,wd:Q30
5407,en,literal,Electrochemical Society,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1083335,literal,,wd:Q30
5408,en,literal,Health Mart,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,wd:Q30
5409,en,literal,Izod,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,wd:Q30
5410,en,literal,WWRS-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5411,en,literal,"Mycroft AI, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41819,literal,,wd:Q30
5412,en,literal,WFIE,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5413,en,literal,KYMA-DT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q79820,literal,,wd:Q30
5414,en,literal,Powerhouse Animation Studios,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11425,literal,,literal,,literal,http://www.wikidata.org/entity/Q16559,literal,,wd:Q30
5415,en,literal,Compaq,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1067601,literal,,literal,,literal,http://www.wikidata.org/entity/Q16555,literal,,wd:Q30
5416,en,literal,KOXR,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5417,en,literal,WGEX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5418,en,literal,San Diego Repertory Theatre,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16552,literal,,wd:Q30
5419,en,literal,TPG Angelo Gordon,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q14864997,literal,,literal,,literal,http://www.wikidata.org/entity/Q2289692,literal,,wd:Q30
5420,en,literal,WUFO,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5421,en,literal,8x8,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q988721,literal,http://www.wikidata.org/entity/Q7386995,wd:Q30
5422,en,literal,Cornell University Press,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217346,literal,,wd:Q30
5423,en,literal,Foodista.com,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5083,literal,,wd:Q30
5424,en,literal,WSPK,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5425,en,literal,WHYY-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1345,literal,,wd:Q30
5426,en,literal,WWSI,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5427,en,literal,SVB Private,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q14947471, http://www.wikidata.org/entity/Q941185",literal,,literal,,literal,,literal,,wd:Q30
5428,en,literal,WBQB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5429,en,literal,The Chili Parlor,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5430,en,literal,KAJX,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5431,en,literal,Chegg,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1068473,literal,,literal,,literal,http://www.wikidata.org/entity/Q159260,literal,,wd:Q30
5432,en,literal,Formidable Labs,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,,literal,,wd:Q30
5433,en,literal,Center for Autism and Related Disorders,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q846406,literal,,wd:Q30
5434,en,literal,Club Q,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5435,en,literal,Club Space,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5436,en,literal,KMXJ-FM,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5437,en,literal,Girlsway,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q837322,literal,,literal,,literal,,literal,,wd:Q30
5438,en,literal,Media Take Out,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5439,en,literal,WLCD-LP,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5440,en,literal,Pollo Tropical,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,http://www.wikidata.org/entity/Q8652,literal,,wd:Q30
5441,en,literal,Grindhouse Releasing,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q65,literal,,wd:Q30
5442,en,literal,KHOW,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5443,en,literal,Unleashed by Petco,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5444,en,literal,La Senza,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,wd:Q30
5445,en,literal,RedRoc Interactive,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q11410, http://www.wikidata.org/entity/Q7889",literal,,literal,,literal,http://www.wikidata.org/entity/Q49272,literal,,wd:Q30
5446,en,literal,Analogue Inc.,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,wd:Q30
5447,en,literal,Ted's Montana Grill,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q23556,literal,,wd:Q30
5448,en,literal,Myriad Genetics,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,http://www.wikidata.org/entity/Q23337,literal,,wd:Q30
5449,en,literal,Remark Media,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23768,literal,,wd:Q30
5450,en,literal,WMGB,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5451,en,literal,KSL-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23337,literal,,wd:Q30
5452,en,literal,Perspecta Inc.,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3510521,literal,,literal,,literal,,literal,,wd:Q30
5453,en,literal,Market of Choice,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q1295201,literal,,literal,,literal,http://www.wikidata.org/entity/Q171224,literal,,wd:Q30
5454,en,literal,WWKA,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5455,en,literal,McDonald’s,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q100252087, http://www.wikidata.org/entity/Q1442415, http://www.wikidata.org/entity/Q41958, http://www.wikidata.org/entity/Q107601756",literal,"http://www.wikidata.org/entity/Q73426541, http://www.wikidata.org/entity/Q18921689, http://www.wikidata.org/entity/Q16105931, http://www.wikidata.org/entity/Q2791020, http://www.wikidata.org/entity/Q321864, http://www.wikidata.org/entity/Q1239543, http://www.wikidata.org/entity/Q319648, http://www.wikidata.org/entity/Q323485, http://www.wikidata.org/entity/Q1355678, http://www.wikidata.org/entity/Q6833720",literal,,literal,http://www.wikidata.org/entity/Q1297,literal,"http://www.wikidata.org/entity/Q180816, http://www.wikidata.org/entity/Q242345, http://www.wikidata.org/entity/Q1546793",wd:Q30
5456,en,literal,Xfund,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5457,en,literal,Serenity Forge,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q192517,literal,,wd:Q30
5458,en,literal,JAST USA,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16552,literal,,wd:Q30
5459,en,literal,Raven Software,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,"http://www.wikidata.org/entity/Q43788, http://www.wikidata.org/entity/Q1570640",literal,,wd:Q30
5460,en,literal,Western Society of Criminology,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5461,en,literal,AT&T,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q107605278, http://www.wikidata.org/entity/Q25245117, http://www.wikidata.org/entity/Q11033, http://www.wikidata.org/entity/Q418",literal,http://www.wikidata.org/entity/Q61985799,literal,,literal,http://www.wikidata.org/entity/Q16557,literal,http://www.wikidata.org/entity/Q242345,wd:Q30
5462,en,literal,WXOK,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5463,en,literal,Hachette Book Group,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,http://www.wikidata.org/entity/Q113499192,wd:Q30
5464,en,literal,BET,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q61,literal,,wd:Q30
5465,en,literal,Speed Queen,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5466,en,literal,"Rally Health, Inc.",uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q15067276,literal,,literal,,literal,http://www.wikidata.org/entity/Q62,literal,,wd:Q30
5467,en,literal,KREF,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5468,en,literal,WTAQ,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5469,en,literal,KMVT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q548384,literal,,wd:Q30
5470,en,literal,Sun Mountain Sports,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5471,en,literal,LAZ Parking,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5472,en,literal,Disney Television Animation,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q1407228, http://www.wikidata.org/entity/Q11425",literal,,literal,,literal,http://www.wikidata.org/entity/Q485716,literal,,wd:Q30
5473,en,literal,WCZT,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5474,en,literal,KEYE-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16559,literal,,wd:Q30
5475,en,literal,Primary Wave,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5476,en,literal,WATE-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q185582,literal,,wd:Q30
5477,en,literal,BigDash Ice Cream,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5478,en,literal,WTAE-TV,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1342,literal,,wd:Q30
5479,en,literal,University Libraries at the University of North Carolina at  Chapel Hill,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5480,en,literal,WOAI,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5481,en,literal,Stumptown Coffee Roasters,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q8486,literal,,literal,,literal,http://www.wikidata.org/entity/Q6106,literal,,wd:Q30
5482,en,literal,Jess & Jim's Steakhouse,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
5483,en,literal,Solar-Ray,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q49233,literal,,wd:Q30
5484,en,literal,Reynolds American,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q907703,literal,,literal,,literal,http://www.wikidata.org/entity/Q49227,literal,,wd:Q30
5485,en,literal,KZFR,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,,literal,,wd:Q30
