SDC Deal No,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(USD, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisors Name
('|')","Acquiror Financial Advisors Name
('|')",Deal Status,Form of the Deal,Acquiror Number of Employees,Target Number of Employees,Acquiror PermID,Target PermID,Target Founded Date,Target Primary Ticker Symbol,Acquiror Founded Date,"Acquiror Current Assets Last 12 Months
(USD, Millions)","Current Assets Last 12 Months 
(USD, Millions)","Acquiror Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Target Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Region of Headquarters
('|')","Acquiror CashFLow LTM
(USD, Millions)","EBITDA Last 12 Months
(USD, Millions)"
3899664020,04/07/2022,04/07/2022,"8,262.12",CDK Global Inc,High Technology,IT Consulting & Services,United States,Central Parent LLC,Financials,Other Financials,United States,Morgan Stanley,Deutsche Bank Securities Corp|Wells Fargo & Co|TD Securities Inc|Barclays PLC|RBC Capital Markets|BMO Capital Markets|Credit Suisse|BofA Securities Inc|Goldman Sachs & Co,Completed,Merger,,,5082507076,5042967809,14/09/2014,CDK,,,507.50,,"5,551.41",Americas,"4,707.00",564.30
4040758040,02/15/2023,02/15/2023,0.00,Schemaquarantadue SpA,Financials,Other Financials,Italy,Atlantia SpA,Industrials,Transportation & Infrastructure,Italy,,,Pending,Merger,,,4295875318,5083351787,,,01/01/1950,"17,711.73",,,,Europe,"4,620.24",
4040763040,02/15/2023,02/15/2023,0.00,Schema Alfa SpA,Financials,Other Financials,Italy,Atlantia SpA,Industrials,Transportation & Infrastructure,Italy,,,Pending,Merger,,,4295875318,5082497825,06/04/2022,,01/01/1950,"17,711.73",,,,Europe,"4,620.24",
4027634020,01/17/2023,01/17/2023,"7,321.97",National Instruments Corp,Industrials,Other Industrials,United States,Emerson Electric Co,Industrials,Other Industrials,United States,,Centerview Partners LLC|Goldman Sachs & Co,Pending,Merger,"129,000.00","3,100.00",4295903920,4295907263,01/01/1976,NATI,,"9,000.00","1,088.92","56,206.66","4,812.76",Americas,"4,493.00",290.84
3958914020,09/05/2022,09/05/2022,"7,617.78",Signify Health Inc,Healthcare,Healthcare Providers & Services (HMOs),United States,CVS Health Corp,Healthcare,Healthcare Providers & Services (HMOs),United States,Deutsche Bank|Goldman Sachs & Co,BofA Securities Inc,Completed,Merger,"202,000.00",,4295903627,5079693333,,SGFY,01/01/1914,"62,142.00",,,"2,796.11",Americas,"4,479.00",
4008242040,11/07/2022,11/07/2022,0.00,Audio-Video G+M SA,Consumer Products and Services,Professional Services,Switzerland,Swisscom AG,Telecommunications,Telecommunications Services,Switzerland,,,Completed,Merger,"20,108.00",,4295890615,5083665562,01/01/1989,,,"3,853.87",,,,Europe,"4,400.08",
4012741040,12/08/2022,12/08/2022,63.34,HUECK System GmbH & Co KG,Materials,Metals & Mining,Germany,Norsk Hydro ASA,Materials,Metals & Mining,Norway,,,Completed,Merger,"13,000.00",,4295885456,5057767099,,,02/12/1905,"8,554.05",,,,Europe,"4,353.94",
4051661040,01/18/2023,01/18/2023,0.00,Kanaseki Union Co Ltd,Energy and Power,Oil & Gas,Japan,Idemitsu Kosan Co Ltd,Energy and Power,Petrochemicals,Japan,,Maxus Corporate Advisory Inc,Completed,Merger,,62.00,4295880409,5037341529,22/11/1949,,20/06/1911,"22,728.17",,,,Japan,"4,341.78",
4024408020,02/08/2023,02/08/2023,"10,677.08",Oak Street Health Inc,Healthcare,Healthcare Providers & Services (HMOs),United States,CVS Health Corp,Healthcare,Healthcare Providers & Services (HMOs),United States,Centerview Partners LLC,Lazard|Credit Suisse Securities (USA),Pending,Merger,"202,000.00",,4295903627,5039676406,01/01/2012,OSH,01/01/1914,"65,682.00","1,416.10","115,249.02",,Americas,"4,247.00",
3961195040,08/11/2022,08/11/2022,0.00,Industrial Analytics IA GmbH,High Technology,Computers & Peripherals,Germany,Infineon Technologies AG,High Technology,Semiconductors,Germany,,,Completed,Merger,"25,978.00",,4295870063,5069459290,,,01/04/1999,"9,423.28",,,,Europe,"4,202.22",
4015474020,12/19/2022,12/19/2022,0.00,AcadiaSoft Inc,Consumer Products and Services,Professional Services,United States,London Stock Exchange Group PLC,Financials,Brokerage,United Kingdom,Broadhaven Capital Partners,Barclays,Pending,Merger,,,4298007752,4297717664,01/01/2009,,18/02/2005,"1,034,440.44",,,,Americas,"4,166.26",
4048023040,03/03/2023,03/03/2023,0.00,Meiji Sangyo Co LTD,Consumer Staples,Food and Beverage,Japan,Marubeni Corp,Consumer Staples,Food and Beverage,Japan,Mizuho Securities Co Ltd,,Pending,Merger,,,4295880543,4296405756,01/09/1945,,,"30,225.78",,,,Japan,"4,131.20",
3915365040,04/29/2022,04/29/2022,0.00,Tatintek OOO,Consumer Products and Services,Professional Services,Russia,TATNEFT named after V D Shashin PJSC,Energy and Power,Oil & Gas,Russia,,,Completed,Merger,,,4295887079,5034822011,22/07/2009,,01/01/1994,"5,528.94",,,,Europe,"4,084.26",
3958247040,07/13/2022,07/13/2022,110.40,Base Life Science As,High Technology,IT Consulting & Services,Denmark,Infosys Ltd,High Technology,IT Consulting & Services,India,,PricewaterhouseCoopers,Completed,Merger,"72,000.00",,4295872682,5080036382,01/01/2007,,01/01/1981,"8,684.48",,,,Europe,"4,064.98",
3916496040,05/18/2022,05/18/2022,0.00,Rossiiskii Natsionalnyi Kommercheskii Bank PAO,Financials,Banks,Russia,Bank VTB PAO,Financials,Banks,Russia,,,Completed,Merger,"6,101.00",,4295887248,5000687775,27/12/1990,,12/10/1990,0.00,,,,Europe,"4,026.25",
3898940020,04/05/2022,04/05/2022,0.00,Global Data Consortium Inc,High Technology,Software,United States,London Stock Exchange Group PLC,Financials,Brokerage,United Kingdom,,,Pending,Merger,,,4298007752,5060652052,01/01/2012,,18/02/2005,0.00,,,,Americas,"3,942.37",
4051264020,03/13/2023,03/13/2023,"2,382.33",Provention Bio Inc,Healthcare,Biotechnology,United States,Sanofi SA,Healthcare,Pharmaceuticals,France,Centerview Partners LLC|BofA Securities Inc,PJT Partners LP,Pending,Merger,"111,974.00",,4295868215,5056411135,14/10/2016,PRVB,01/01/1994,"36,414.81",190.43,"117,699.35",902.81,Americas,"3,937.29",-113.29
3915015040,04/28/2022,04/28/2022,232.21,Duplomatic MS SpA,Industrials,Machinery,Italy,Daikin Industries Ltd,Industrials,Machinery,Japan,DC Advisory,Metzler Corporation|KPMG FAS Co Ltd,Completed,Merger,,,4295880344,5035437865,01/01/1952,,25/10/1924,"17,800.62",77.68,,,Europe,"3,817.29",17.55
3960031040,08/05/2022,08/05/2022,16.99,Time Wise Investment Co Ltd,Financials,Asset Management,South Korea,CJ Corp,Consumer Staples,Food and Beverage,South Korea,,PricewaterhouseCoopers,Completed,Merger,"3,680.00",,4295880926,5000003798,18/02/2000,,01/08/1953,"10,750.80",6.22,,,Asia Pacific Excluding Central Asia,"3,758.68",
3333064040,09/26/2022,09/26/2022,250.00,Blue Express Intl SA,Consumer Products and Services,Professional Services,Chile,Empresas Copec SA,Energy and Power,Oil & Gas,Chile,Credit Suisse Group,,Completed,Merger,"8,644.00",,4295863332,5001440146,01/01/2001,,01/01/1934,"8,331.35",,"11,406.22",,Americas,"3,653.37",
3919819020,05/16/2022,05/16/2022,"4,188.36",ManTech International Corp,High Technology,IT Consulting & Services,United States,Moose Bidco Inc,Financials,Other Financials,United States,Stout|Goldman Sachs & Co,Robert W Baird & Co Inc,Completed,Merger,,"10,000.00",5082536617,4295902031,01/01/1968,MANT,,,593.82,,"3,412.96",Americas,"3,637.90",268.11
3975753040,07/27/2022,07/27/2022,149.88,Rising Star Resources Ltd,Energy and Power,Oil & Gas,Canada,Tourmaline Oil Corp,Energy and Power,Oil & Gas,Canada,National Bank Financial Inc,,Completed,Merger,35.00,,5081473824,5051398822,01/01/2016,,21/07/2008,677.14,,"17,875.41",,Americas,"3,602.54",
3902102020,04/13/2022,04/13/2022,"1,995.53",Sierra Oncology Inc,Healthcare,Biotechnology,United States,GlaxoSmithKline PLC,Healthcare,Pharmaceuticals,United Kingdom,Lazard,PJT Partners Inc,Completed,Merger,"99,488.00",,4295895781,4297171707,08/05/2003,SRRA,31/12/2000,"38,069.97",85.00,"105,709.50",826.94,Americas,"3,572.18",-74.62
3927028020,05/31/2022,05/31/2022,"3,300.00",Affinivax Inc,Healthcare,Biotechnology,United States,GSK PLC,Healthcare,Pharmaceuticals,United Kingdom,Centerview Partners LLC|JP Morgan,,Completed,Merger,,,4295895781,5044031152,01/01/2014,,31/12/2000,"38,069.97",,"114,038.63",,Americas,"3,572.18",
3929012040,03/31/2022,03/31/2022,27.20,Konica Minolta Business Solutions De Mexico SA de CV,High Technology,IT Consulting & Services,Mexico,Marubeni Corp,Consumer Staples,Food and Beverage,Japan,,,Completed,Merger,"4,289.00",,4295880543,5036429357,,,,"36,416.92",,,,Americas,"3,514.13",
3937043020,06/17/2022,06/17/2022,0.00,Seagen Inc,Healthcare,Biotechnology,United States,Merck & Co Inc,Healthcare,Pharmaceuticals,United States,,,Dismissed Rumor,Merger,"32,600.00",,4295904886,4295901424,15/07/1997,SGEN,,"31,184.00","2,771.26","236,569.71","25,704.32",Americas,"3,404.00",-624.93
4023823020,01/09/2023,01/09/2023,"1,629.82",CinCor Pharma Inc,Healthcare,Biotechnology,United States,AstraZeneca Finance & Holdings Inc,Healthcare,Pharmaceuticals,United States,Centerview Partners LLC,,Completed,Merger,,,5080165615,5069404435,01/01/2018,CINC,,,,,537.91,Americas,"3,372.76",
4037666020,02/08/2023,02/08/2023,729.57,Cardiovascular Systems Inc,Healthcare,Healthcare Equipment & Supplies,United States,Abbott Laboratories,Healthcare,Pharmaceuticals,United States,JP Morgan,,Pending,Merger,"68,000.00",161.00,4295903265,4295899205,01/01/1989,CSII,,"24,845.00",221.96,"197,285.37",587.43,Americas,"3,343.00",-33.59
3987388040,12/02/2022,12/02/2022,0.00,Industria Chimica Adriatica SpA,Materials,Chemicals,Italy,Sherwin-Williams Co,Materials,Chemicals,United States,,,Completed,Merger,"32,988.00",,4295904914,4298234563,01/01/1971,,,"6,117.20",102.34,,,Europe,"3,332.40",20.56
4008821040,12/01/2022,12/01/2022,0.00,Backes Transportbandservice,Industrials,Machinery,Sweden,Continental AG,Industrials,Automobiles & Components,Germany,,,Completed,Merger,"177,762.00",,4295869236,5083666430,,,,"19,936.99",,,,Europe,"3,311.54",
3985289040,10/03/2022,10/03/2022,22.16,Vita It Comercio E Servicos De Solucoes Em Ti Ltda,High Technology,IT Consulting & Services,Brazil,Telefonica Brasil SA,Telecommunications,Telecommunications Services,Brazil,,,Completed,Merger,"20,000.00",,4295859975,5081362626,,,22/05/1998,"3,895.25",,,,Americas,"3,309.19",
4035757040,02/03/2023,02/03/2023,0.00,SER Solutions Deutschland GmbH (SER Systems AG),High Technology,Software,Germany,HeidelbergCement AG,Materials,Construction Materials,Germany,,,Pending,Merger,"54,362.00",,4295868961,,,,,"8,315.23",,,,Europe,"3,305.07",
4006468020,11/29/2022,11/29/2022,403.18,Apollo Endosurgery Inc,Healthcare,Healthcare Equipment & Supplies,United States,Boston Scientific Corp,Healthcare,Healthcare Equipment & Supplies,United States,Piper Sandler & Co,,Pending,Merger,"24,000.00",,4295903586,5052141918,,APEN,29/06/1979,"5,144.00",98.77,"61,245.63",275.36,Americas,"3,271.00",-22.82
4022576040,01/03/2023,01/03/2023,7.63,Meditrade doo,Healthcare,Hospitals,Slovenia,SALUS Ljubljana dd,Consumer Products and Services,Other Consumer Products,Slovenia,,,Pending,Merger,,,4295888313,5001340024,,,31/07/1974,"22,426.42",,,,Europe,"3,266.66",
4023350040,01/05/2023,01/05/2023,8.97,Farmadent doo,Healthcare,Pharmaceuticals,Slovenia,SALUS Ljubljana dd,Consumer Products and Services,Other Consumer Products,Slovenia,,,Pending,Merger,,,4295888313,5034815043,,,31/07/1974,"22,426.42",,,,Europe,"3,266.66",
3934129020,06/09/2022,06/09/2022,0.00,National Vacuum Equipment Inc,Industrials,Machinery,United States,Atlas Copco AB,Industrials,Machinery,Sweden,,,Completed,Merger,"40,369.00",,4295890013,5008626458,,,,"8,272.48",,,,Americas,"3,235.69",
4027622040,01/13/2023,01/13/2023,0.00,Hybrid Energy As,Industrials,Machinery,Norway,Johnson Controls International plc,High Technology,Electronics,Ireland,,,Completed,Merger,,,5043315501,4297121627,01/06/2004,,,"11,837.06",,,,Europe,"3,205.02",
3954866040,07/27/2022,07/27/2022,"1,763.01",Gondi SA de CV,Materials,Paper & Forest Products,Mexico,WestRock Co,Materials,Containers & Packaging,United States,Credit Suisse Group,Lazard,Completed,Merger,,,5063196140,4297580275,01/01/1954,,25/01/2018,"6,004.70",,"10,247.60",,Americas,"3,184.20",
3756756040,11/02/2022,11/02/2022,0.00,DZ-4 GmbH,Energy and Power,Power,Germany,EnBW Energie Baden-Wuerttemberg AG,Energy and Power,Power,Germany,,,Completed,Merger,"19,857.00",,4295869310,5046710219,01/01/2011,,01/01/1997,"45,215.63",,,,Europe,"3,081.79",
3920092040,05/16/2022,05/16/2022,0.00,Chappuis Halder & Cie SA,Consumer Products and Services,Professional Services,Luxembourg,Capgemini SE,High Technology,IT Consulting & Services,France,,,Pending,Merger,"115,000.00",,4298431423,5057943629,,,01/10/1967,"10,230.09",,,,Europe,"3,064.82",
3957040040,07/29/2022,07/29/2022,27.02,Hanwha Techwin (Shanghai) Co Ltd,Industrials,Building/Construction & Engineering,China (Mainland),Hanwha Corp,Financials,Insurance,South Korea,,,Pending,Merger,"3,564.00",,4295881078,5036222676,,,28/10/1952,"16,648.14",,,,Asia Pacific Excluding Central Asia,"3,020.45",
3992461020,12/18/2022,12/18/2022,"4,675.89",Aerojet Rocketdyne Holdings Inc,Industrials,Aerospace & Defense,United States,L3Harris Technologies Inc,Industrials,Aerospace & Defense,United States,Evercore Partners|Citi,Barclays Capital Inc|Goldman Sachs & Co,Pending,Merger,,,5000100407,5034510392,01/01/1915,AJRD,01/01/1926,"6,431.00","1,001.70",,"3,211.64",Americas,"3,010.00",293.30
3954849040,07/26/2022,07/26/2022,0.00,Walco Foods Unlimited Co,Consumer Staples,Food and Beverage,Ireland,Neste Oyj,Energy and Power,Oil & Gas,Finland,,,Pending,Merger,"5,170.00",,4295866391,5061175941,01/01/1996,,01/01/1948,"9,576.32",,,,Europe,"2,965.35",
3915722040,04/19/2022,04/19/2022,0.00,Class & Asociados Sa Clasificadora De Riesgo,Consumer Products and Services,Professional Services,Peru,Moody's Corp,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,"4,300.00",,8589934244,5082517288,01/01/1994,,01/07/1914,"4,062.00",,,,Americas,"2,921.00",
3997663020,11/07/2022,11/07/2022,372.43,Oyster Point Pharma Inc,Healthcare,Pharmaceuticals,United States,Viatris Inc,Healthcare,Pharmaceuticals,United States,Centerview Partners LLC,Citi,Completed,Merger,,,5035523437,5050914678,30/06/2015,OYST,,"10,487.80",97.71,"10,610.08",186.03,Americas,"2,907.60",-158.14
3955213020,07/28/2022,07/28/2022,"1,101.48",PBF Logistics LP,Energy and Power,Oil & Gas,United States,PBF Energy Inc,Energy and Power,Petrochemicals,United States,Intrepid Partners LLC,Barclays,Completed,Merger,,,5036398194,5039079335,,PBFX,07/11/2011,"7,332.30",85.41,"3,538.25",968.58,Americas,"2,817.60",230.39
4029364040,01/17/2023,01/17/2023,0.00,GLONASS AO,Telecommunications,Wireless,Russia,Rostelekom PAO,High Technology,Software,Russia,,,Pending,Merger,,,4295887076,5051396791,19/06/2015,,23/11/1993,"2,251.55",,,,Europe,"2,785.29",
4021941040,12/10/2022,12/10/2022,0.00,Polski Gaz Towarzystwo Ubezpieczen Wzajemnych,Financials,Insurance,Poland,Powszechny Zaklad Ubezpieczen SA,Financials,Insurance,Poland,,,Pending,Merger,,,4296331194,5057837109,22/10/2016,,,,,,,Europe,"2,688.97",
4014258040,12/08/2022,12/08/2022,0.00,Bizon,Media and Entertainment,Advertising & Marketing,France,Publicis Groupe SA,Media and Entertainment,Advertising & Marketing,France,,,Completed,Merger,"59,985.00",,4295866610,,01/04/2017,,01/01/1926,"17,764.83",,,,Europe,"2,685.48",
3960906040,08/11/2022,08/11/2022,"2,042.09",Dubai Creek Harbour,Real Estate,Other Real Estate,United Arab Emirates,Emaar Properties PJSC,Real Estate,Other Real Estate,United Arab Emirates,Rothschild Inc.,,Pending,Merger,,,4295893479,5077904725,,,01/01/1997,"12,010.39",,"11,517.07",,"Africa, Middle East, or Central Asia","2,670.12",
3918719020,05/11/2022,05/11/2022,0.00,Peterson Tool Co Inc,Industrials,Machinery,United States,Sandvik AB,Industrials,Machinery,Sweden,,,Completed,Merger,"50,000.00",,4295890065,5001359288,,,,"7,165.63",,,,Americas,"2,661.56",
3934811040,06/16/2022,06/16/2022,"2,228.06",LifeWorks Inc,High Technology,IT Consulting & Services,Canada,Telus Corp,Telecommunications,Wireless,Canada,BMO Capital Markets|Goldman Sachs Canada,CIBC World Markets Inc,Completed,Merger,"42,300.00",,4295861769,4295860530,01/01/1966,LWRK,04/10/1990,"4,057.12",239.42,"32,989.96",907.25,Americas,"2,615.41",138.55
3938530040,06/01/2022,06/01/2022,350.00,Golar LNG NB13 Corp,Industrials,Transportation & Infrastructure,Marshall Islands,Snam SpA,Energy and Power,Oil & Gas,Italy,,Mediobanca,Pending,Merger,,,4295875615,5037475233,,,30/10/1941,"5,773.82",,,,Asia Pacific Excluding Central Asia,"2,588.50",
4034367040,02/01/2023,02/01/2023,0.00,Teract SA,Consumer Staples,Food and Beverage,France,Casino Guichard-Perrachon SA,Retail,Discount and Department Store Retailing,France,,,Pending,Merger,"230,000.00",,4295866771,5079220255,,TRACT,,"10,596.21",335.72,"1,220.45",474.52,Europe,"2,577.51",
3986933040,09/29/2022,09/29/2022,0.00,Control Card Srl,Industrials,Transportation & Infrastructure,Italy,Autostrade Per l'Italia SpA,Industrials,Transportation & Infrastructure,Italy,,,Completed,Merger,,,5000025561,5044765506,01/01/1981,,01/01/1956,"3,237.76",8.74,,,Europe,"2,550.69",4.13
4044759020,02/24/2023,02/24/2023,0.00,Range Resources Corp,Energy and Power,Oil & Gas,United States,Pioneer Natural Resources Co,Energy and Power,Oil & Gas,United States,,,Dismissed Rumor,Merger,"3,667.00",756.00,5000007778,4295904803,01/01/1976,RRC,02/04/1997,"3,726.00",539.59,,"6,110.95",Americas,"2,530.00","3,295.50"
4023756040,12/28/2022,12/28/2022,0.00,Adubos Vera Cruz Ltda,Materials,Chemicals,Brazil,Uralkalii PAO,Materials,Metals & Mining,Russia,,,Pending,Merger,,,4295887273,5044518202,,,01/01/1930,"1,719.65",,,,Americas,"2,522.68",
3953738040,06/16/2022,06/16/2022,0.00,OSTWIND Erneuerbare Energien GmbH,Energy and Power,Power,Germany,Orsted A/S,Energy and Power,Oil & Gas,Denmark,,,Completed,Merger,"6,000.00",,4296730041,5058273264,01/01/2017,,18/05/2006,"14,162.65",,,,Europe,"2,522.17",
3953767040,06/16/2022,06/16/2022,0.00,Ostwind International SAS,Energy and Power,Power,France,Orsted A/S,Energy and Power,Oil & Gas,Denmark,,,Completed,Merger,"6,000.00",,4296730041,5001355052,01/01/1999,,18/05/2006,"14,162.65",67.49,,,Europe,"2,522.17",7.57
3953773040,06/16/2022,06/16/2022,0.00,Ostwind Engineering SAS,Industrials,Building/Construction & Engineering,France,Orsted A/S,Energy and Power,Oil & Gas,Denmark,,,Completed,Merger,"6,000.00",,4296730041,5083384655,,,18/05/2006,"14,162.65",,,,Europe,"2,522.17",
3960341040,08/08/2022,08/08/2022,0.00,Sphinx Werkzeuge AG,Consumer Products and Services,Other Consumer Products,Switzerland,Sandvik AB,Industrials,Machinery,Sweden,,Handelsbanken Capital Markets,Completed,Merger,"50,000.00",,4295890065,4297513505,31/12/1976,,,"6,753.66",,,,Europe,"2,507.12",
3953617040,07/19/2022,07/19/2022,0.00,Gianni Ferrari Srl,Industrials,Machinery,Italy,KUBOTA Corp,Industrials,Machinery,Japan,,Houlihan Lokey,Completed,Merger,"31,432.00",,4295877395,5044780391,01/01/1989,,,"17,414.10",15.21,,,Europe,"2,446.11",0.76
3969086040,07/06/2022,07/06/2022,400.00,FSRU I Ltd,Industrials,Transportation & Infrastructure,Singapore,Snam SpA,Energy and Power,Oil & Gas,Italy,,Mediobanca,Pending,Merger,,,4295875615,5083354997,,,30/10/1941,"6,943.25",,"19,306.06",,Asia Pacific Excluding Central Asia,"2,347.96",
3965344020,08/22/2022,08/22/2022,880.50,Aerie Pharmaceuticals Inc,Healthcare,Biotechnology,United States,Alcon AG,Healthcare,Healthcare Equipment & Supplies,Switzerland,Lazard|Goldman Sachs & Co,JP Morgan,Completed,Merger,,,5068075938,4297213141,01/06/2005,AERI,01/01/1945,"5,017.00",311.41,"36,446.73",384.51,Americas,"2,336.00",-26.02
4048155040,03/03/2023,03/03/2023,0.00,Eco-Adapt Sas,High Technology,Electronics,France,Schaeffler AG,Industrials,Other Industrials,Germany,,,Pending,Merger,,,5045949737,5083863645,26/12/2011,,01/01/1946,"7,602.74",,,,Europe,"2,319.14",
3983700040,08/17/2022,08/17/2022,0.00,Carlsberg India Pvt Ltd,Consumer Staples,Food and Beverage,India,Carlsberg A/S,Consumer Staples,Food and Beverage,Denmark,,,Pending,Merger,"45,505.00",,4295866057,4297661186,01/05/2006,N/A,,"6,554.30",,,,Asia Pacific Excluding Central Asia,"2,262.12",
4013646040,12/14/2022,12/14/2022,106.28,Waterloo Brewing Ltd,Consumer Staples,Food and Beverage,Canada,Carlsberg A/S,Consumer Staples,Food and Beverage,Denmark,Paradigm Capital Inc|Canaccord Genuity Corp,Cormark Securities Inc,Pending,Merger,"45,505.00",,4295866057,4295861210,02/01/1984,WBR,,"6,554.30",27.28,"13,523.86",88.94,Americas,"2,262.12",11.92
4056653040,03/22/2023,03/22/2023,0.00,Nixka SAS,Materials,Chemicals,France,KYOCERA Corp,High Technology,Semiconductors,Japan,,,Pending,Merger,,,4295876913,5084190816,01/01/2020,,01/04/1959,"10,262.38",,,,Europe,"2,227.66",
3931705020,06/09/2022,06/09/2022,514.00,Chesmar Homes LLC,Industrials,Building/Construction & Engineering,United States,Sekisui House Ltd,Industrials,Building/Construction & Engineering,Japan,,Citigroup Global Markets Japan,Pending,Merger,,,4295879828,5004420637,,,01/08/1960,"15,416.08",,"11,402.36",,Americas,"2,199.02",
3989439040,10/17/2022,10/17/2022,14.65,"Payly Holding Ltda,Payly Instituicao de Pagamento SA",Financials,Other Financials,Brazil,Raizen SA,Energy and Power,Oil & Gas,Brazil,,,Pending,Merger,,,5000030442,,,,01/01/2010,"9,575.13",,,,Americas,"2,185.58",
4035462040,02/06/2023,02/06/2023,"18,503.59",Newcrest Mining Ltd,Materials,Metals & Mining,Australia,Newmont Corp,Materials,Metals & Mining,United States,Gresham Partners|JP Morgan,Lazard|Centerview Partners LLC|BofA Securities Inc,Intended,Merger,,"1,328.00",4295904618,4295857460,01/01/1966,NCM,01/01/1916,"6,515.00","1,773.00","41,449.04","14,082.23",Asia Pacific Excluding Central Asia,"2,185.00","2,116.48"
3834523040,07/15/2022,07/15/2022,0.00,Telkom SA SOC Ltd,Telecommunications,Telecommunications Services,South Africa,MTN Group Ltd,Telecommunications,Wireless,South Africa,,,Withdrawn,Merger,,"1,992.00",4295888681,4295889200,01/01/1991,TKG,23/11/1994,"7,866.38","1,104.10","15,810.62","1,409.53","Africa, Middle East, or Central Asia","2,166.07",785.34
