,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,markcap.datatype,markcap.type,markcap.value,country
1158,uri,http://www.wikidata.org/entity/Q104777307,,literal,Q104777307,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1159,uri,http://www.wikidata.org/entity/Q1419532,en,literal,First Quantum Minerals,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q44497,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1160,uri,http://www.wikidata.org/entity/Q7181615,en,literal,Phidal Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q139088,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1161,uri,http://www.wikidata.org/entity/Q73906974,en,literal,PakFactory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q220695, http://www.wikidata.org/entity/Q193424",literal,,literal,,literal,http://www.wikidata.org/entity/Q44016,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,,,,,,,,,,,,,,,,wd:Q16
1162,uri,http://www.wikidata.org/entity/Q2378651,en,literal,Bouton d'or Acadie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q457334,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1163,uri,http://www.wikidata.org/entity/Q5010709,en,literal,CFML-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1164,uri,http://www.wikidata.org/entity/Q3139611,en,literal,Home Hardware,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3495261,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1165,uri,http://www.wikidata.org/entity/Q1023794,en,literal,CKBW-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1166,uri,http://www.wikidata.org/entity/Q7094923,en,literal,Ontario Telemedicine Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1167,uri,http://www.wikidata.org/entity/Q392189,en,literal,University of Montreal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,4900,,,,,,,,,,,,,,,,wd:Q16
1168,uri,http://www.wikidata.org/entity/Q5011129,en,literal,CHFX-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1169,uri,http://www.wikidata.org/entity/Q702049,en,literal,Husky Energy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,,,,en,literal,Husky Energy Inc.,,,,,,,,,,,,,wd:Q16
1170,uri,http://www.wikidata.org/entity/Q5140932,en,literal,Coffee Time,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1171,uri,http://www.wikidata.org/entity/Q105944538,en,literal,Groundwood Books,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1172,uri,http://www.wikidata.org/entity/Q5570486,en,literal,Global Mechanic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1173,uri,http://www.wikidata.org/entity/Q108492836,en,literal,Inhabit Education Books,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q2030,literal,,,,,en,literal,Inhabit Education Books,,,,,,,,,,,,,wd:Q16
1174,uri,http://www.wikidata.org/entity/Q6843392,en,literal,Midcontinent Independent System Operator,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q7309246,literal,,literal,,literal,http://www.wikidata.org/entity/Q537853,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1175,uri,http://www.wikidata.org/entity/Q5012326,en,literal,CKCU-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1176,uri,http://www.wikidata.org/entity/Q5012121,en,literal,CJMJ-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1177,uri,http://www.wikidata.org/entity/Q5011682,en,literal,CIGM-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1178,uri,http://www.wikidata.org/entity/Q6997922,en,literal,Nestlé Toll House Café,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1179,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q11828862, http://www.wikidata.org/entity/Q97616144",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,en,literal,COS,,,,,,,,,,,,,wd:Q16
1180,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,en,literal,COS,,,,,,,,,,,,,wd:Q16
1181,uri,http://www.wikidata.org/entity/Q1034651,en,literal,Capital Power Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q383973,literal,,literal,,literal,http://www.wikidata.org/entity/Q2096,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1182,uri,http://www.wikidata.org/entity/Q1215892,en,literal,National Hockey League,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-11-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1183,uri,http://www.wikidata.org/entity/Q13940,en,literal,CBC Radio,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q461761,,,,,,,,,,,,,,,,,,,wd:Q16
1184,uri,http://www.wikidata.org/entity/Q5012085,en,literal,CJIQ-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1185,uri,http://www.wikidata.org/entity/Q40650,en,literal,Imperial Oil,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,"http://www.wikidata.org/entity/Q36312, http://www.wikidata.org/entity/Q34106, http://www.wikidata.org/entity/Q172",literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1186,uri,http://www.wikidata.org/entity/Q26254120,,literal,Q26254120,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1187,uri,http://www.wikidata.org/entity/Q4860293,en,literal,Bare Oaks Family Naturist Park,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-12-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q483424,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1188,uri,http://www.wikidata.org/entity/Q3546722,en,literal,Salt + Light Television,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1189,uri,http://www.wikidata.org/entity/Q2827246,en,literal,Agropur,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-08-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q13554450,literal,,literal,,literal,http://www.wikidata.org/entity/Q3462426,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1190,uri,http://www.wikidata.org/entity/Q2235294,en,literal,Musée d'art contemporain de Montréal,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1191,uri,http://www.wikidata.org/entity/Q5010473,en,literal,CFCA-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1192,uri,http://www.wikidata.org/entity/Q1422061,en,literal,Labatt Brewing Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1847-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q4899370,literal,,literal,,literal,"http://www.wikidata.org/entity/Q92561, http://www.wikidata.org/entity/Q172",literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1193,uri,http://www.wikidata.org/entity/Q108100012,en,literal,Sartigan Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q3553918,literal,,,,,fr,literal,Trains touristiques de Chaudière-Appalaches inc.,,,,,,,,,,,,,wd:Q16
1194,uri,http://www.wikidata.org/entity/Q5012619,en,literal,CKXD-FM,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1195,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,en,literal,COS,,,,,,,,,,,,,wd:Q16
1196,uri,http://www.wikidata.org/entity/Q7197726,en,literal,Piranha Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1197,uri,http://www.wikidata.org/entity/Q5011065,en,literal,CHCD-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1198,uri,http://www.wikidata.org/entity/Q3547650,en,literal,Ubisoft Quebec,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q2145,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1199,uri,http://www.wikidata.org/entity/Q16954085,en,literal,Bron Studios,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1973,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1200,uri,http://www.wikidata.org/entity/Q113497509,en,literal,Chantier Naval Forillon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q474200,literal,,literal,,literal,http://www.wikidata.org/entity/Q141903,literal,,,,,mul,literal,Chantier Naval Forillon,,,,,,,,,,,,,wd:Q16
1201,uri,http://www.wikidata.org/entity/Q4943796,en,literal,Booster Juice,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q2096,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1202,uri,http://www.wikidata.org/entity/Q114399388,en,literal,Basecamp Resorts,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-06-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q1495452,literal,http://www.wikidata.org/entity/Q114413737,literal,,literal,http://www.wikidata.org/entity/Q991515,literal,,,,,en,literal,Basecamp Resorts Ltd.,,,,,,,,,,,,,wd:Q16
1203,uri,http://www.wikidata.org/entity/Q115357133,,literal,Q115357133,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q139473,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1204,uri,http://www.wikidata.org/entity/Q17988974,en,literal,98.3 FM Vancouver,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1205,uri,http://www.wikidata.org/entity/Q1339966,en,literal,Enbridge,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q862571,literal,http://www.wikidata.org/entity/Q107084783,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1206,uri,http://www.wikidata.org/entity/Q2819006,en,literal,ABC Spark,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-03-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1207,uri,http://www.wikidata.org/entity/Q5012222,en,literal,CJTR-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1208,uri,http://www.wikidata.org/entity/Q5012215,en,literal,CJSU-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1209,uri,http://www.wikidata.org/entity/Q123466336,en,literal,Pro Hockey Life,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1210,uri,http://www.wikidata.org/entity/Q117746608,en,literal,Wishing Stones Studio & Gallery,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1211,uri,http://www.wikidata.org/entity/Q109499024,,literal,Q109499024,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q141804,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1212,uri,http://www.wikidata.org/entity/Q23927060,en,literal,SafetySync,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q56611700,literal,,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,20,,,,,,,,,,,,,,,,wd:Q16
1213,uri,http://www.wikidata.org/entity/Q5011176,en,literal,CHJX-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1214,uri,http://www.wikidata.org/entity/Q1250111,en,literal,Aylo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q4373046,literal,http://www.wikidata.org/entity/Q55081364,literal,,literal,http://www.wikidata.org/entity/Q1842,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1215,uri,http://www.wikidata.org/entity/Q61743451,en,literal,Crevier Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1216,uri,http://www.wikidata.org/entity/Q5012376,en,literal,CKGL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1217,uri,http://www.wikidata.org/entity/Q116901082,en,literal,Brass Token,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1218,uri,http://www.wikidata.org/entity/Q115161499,en,literal,Theatre Baddeck,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1219,uri,http://www.wikidata.org/entity/Q7374385,en,literal,Royal LePage,http://www.w3.org/2001/XMLSchema#dateTime,literal,1913-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q1660132,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1220,uri,http://www.wikidata.org/entity/Q6906244,en,literal,"Montreal, arts interculturels",http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1221,uri,http://www.wikidata.org/entity/Q59818425,en,literal,Codename Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1222,uri,http://www.wikidata.org/entity/Q5012195,en,literal,CJRX-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1223,uri,http://www.wikidata.org/entity/Q111532478,en,literal,Eirene Labs Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-03-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,en,literal,Eirene Labs Inc.,,,,,,,,,,,,,wd:Q16
1224,uri,http://www.wikidata.org/entity/Q5011407,en,literal,CHVN-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1225,uri,http://www.wikidata.org/entity/Q3639697,en,literal,Bibliothèque québécoise,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1226,uri,http://www.wikidata.org/entity/Q68462430,en,literal,Dalhousie Art Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q579321,,,,,,,,,,,,,,,,,,,wd:Q16
1227,uri,http://www.wikidata.org/entity/Q109942582,en,literal,Grave Danger Games,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1228,uri,http://www.wikidata.org/entity/Q612938,en,literal,Harlequin Enterprises,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q172,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1229,uri,http://www.wikidata.org/entity/Q17111901,en,literal,Safeway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q36312,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1230,uri,http://www.wikidata.org/entity/Q1067935,en,literal,Laval University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1852-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2145,literal,,,,,fr,literal,Université Laval,,,,,,,,,,,,,wd:Q16
1231,uri,http://www.wikidata.org/entity/Q30748589,en,literal,Galerie de l’UQAM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1634522,,,,,,,,,,,,,,,,,,,wd:Q16
1232,uri,http://www.wikidata.org/entity/Q7075523,en,literal,Obsidian Theatre,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1233,uri,http://www.wikidata.org/entity/Q65063267,en,literal,Game+,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1234,uri,http://www.wikidata.org/entity/Q105987843,en,literal,Haven Studios,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,http://www.wikidata.org/entity/Q235734,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1235,uri,http://www.wikidata.org/entity/Q115048716,en,literal,Osmow's Shawarma,,,,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q50816,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1236,uri,http://www.wikidata.org/entity/Q116912581,en,literal,Rewind Games,,,,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q24639,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1237,uri,http://www.wikidata.org/entity/Q246572,en,literal,Kruger Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q340,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1238,uri,http://www.wikidata.org/entity/Q5012051,en,literal,CJED-FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1239,uri,http://www.wikidata.org/entity/Q95690585,,literal,Q95690585,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q11398090,literal,,literal,,literal,http://www.wikidata.org/entity/Q2145,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
1240,uri,http://www.wikidata.org/entity/Q39052288,en,literal,Greystone Books,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q16
