,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
1288,uri,http://www.wikidata.org/entity/Q3527885,literal,National Theatre of Nice,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1289,uri,http://www.wikidata.org/entity/Q1454296,literal,Glénat Éditions,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q172455, http://www.wikidata.org/entity/Q1289",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1290,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q647, http://www.wikidata.org/entity/Q18102",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,105200000,http://www.w3.org/2001/XMLSchema#decimal,literal,1665000000,http://www.w3.org/2001/XMLSchema#decimal,literal,4884800000,http://www.w3.org/2001/XMLSchema#decimal,literal,8124634859,wd:Q142
1291,uri,http://www.wikidata.org/entity/Q96707027,literal,Megarama,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1292,uri,http://www.wikidata.org/entity/Q1345059,literal,Rémy Cointreau,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166112, http://www.wikidata.org/entity/Q56883008",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1293,uri,http://www.wikidata.org/entity/Q872222,literal,Opéra-Comique,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166169,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1715-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1294,uri,http://www.wikidata.org/entity/Q118398977,literal,Théâtre de la Porte Saint-Martin,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1295,uri,http://www.wikidata.org/entity/Q1071456,literal,Bouillon Chartier Grands Boulevards,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q113549370,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1296,uri,http://www.wikidata.org/entity/Q118436188,literal,Théâtre de la Cité internationale,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1936-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1297,uri,http://www.wikidata.org/entity/Q188273,literal,Ubisoft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,http://www.wikidata.org/entity/Q3573697,literal,,literal,"http://www.wikidata.org/entity/Q647, http://www.wikidata.org/entity/Q18102",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-03-28T00:00:00Z,en,literal,Ubisoft Entertainment SA,http://www.w3.org/2001/XMLSchema#decimal,literal,20324,http://www.w3.org/2001/XMLSchema#decimal,literal,105200000,http://www.w3.org/2001/XMLSchema#decimal,literal,920018000,http://www.w3.org/2001/XMLSchema#decimal,literal,4884800000,http://www.w3.org/2001/XMLSchema#decimal,literal,8124634859,wd:Q142
1298,uri,http://www.wikidata.org/entity/Q676585,literal,Fnac,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165832,literal,,literal,,literal,http://www.wikidata.org/entity/Q193877,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,fr,literal,Fédération nationale d'achats des cadres,http://www.w3.org/2001/XMLSchema#decimal,literal,26018,,,,,,,,,,,,,wd:Q142
1299,uri,http://www.wikidata.org/entity/Q689093,literal,Gameloft,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165928,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6200,,,,,,,,,,,,,wd:Q142
1300,uri,http://www.wikidata.org/entity/Q3354574,literal,Opéra national de Bordeaux,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166169,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1301,uri,http://www.wikidata.org/entity/Q8073,literal,ARTE,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6602,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1302,uri,http://www.wikidata.org/entity/Q109380918,literal,Champagne Forget-Brimont,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165185,literal,,literal,,literal,http://www.wikidata.org/entity/Q615159,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-07-01T00:00:00Z,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,87400,http://www.w3.org/2001/XMLSchema#decimal,literal,742400,,,,,,,wd:Q142
1303,uri,http://www.wikidata.org/entity/Q62082410,literal,Marie Blachère,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q474021,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-09-09T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1304,uri,http://www.wikidata.org/entity/Q60772401,literal,COS,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,en,literal,COS,,,,,,,,,,,,,,,,wd:Q142
1305,uri,http://www.wikidata.org/entity/Q60772401,literal,COS,uri,http://www.wikidata.org/entity/Q29,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,en,literal,COS,,,,,,,,,,,,,,,,wd:Q142
1306,uri,http://www.wikidata.org/entity/Q109769595,literal,Stop Pizza,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1307,uri,http://www.wikidata.org/entity/Q108913701,literal,58 Tour Eiffel,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1308,uri,http://www.wikidata.org/entity/Q404391,literal,Aigle,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165695,literal,,literal,,literal,http://www.wikidata.org/entity/Q172455,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1853-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1309,uri,http://www.wikidata.org/entity/Q96035893,literal,West Web Valley,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166041,literal,,literal,,literal,http://www.wikidata.org/entity/Q12193,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1310,uri,http://www.wikidata.org/entity/Q3569499,literal,Withings,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165390, http://www.wikidata.org/entity/Q1519843, http://www.wikidata.org/entity/Q581105",literal,,literal,,literal,http://www.wikidata.org/entity/Q135265,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1311,uri,http://www.wikidata.org/entity/Q1143155,literal,Groupe Limagrain,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112164772, http://www.wikidata.org/entity/Q16038918, http://www.wikidata.org/entity/Q1762933, http://www.wikidata.org/entity/Q11451",literal,,literal,,literal,http://www.wikidata.org/entity/Q1098521,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,9000,,,,,,,,,,,,,wd:Q142
1312,uri,http://www.wikidata.org/entity/Q827097,literal,Berria,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1598976,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-06-21T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1313,uri,http://www.wikidata.org/entity/Q60772401,literal,COS,uri,http://www.wikidata.org/entity/Q34,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,en,literal,COS,,,,,,,,,,,,,,,,wd:Q142
1314,uri,http://www.wikidata.org/entity/Q3040048,literal,Drouot,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166041,literal,,literal,,literal,http://www.wikidata.org/entity/Q3145483,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1315,uri,http://www.wikidata.org/entity/Q3198944,literal,Korian,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q112166041, http://www.wikidata.org/entity/Q30114662",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1316,uri,http://www.wikidata.org/entity/Q118206707,literal,Briscadieu Bordeaux,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1479,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1317,uri,http://www.wikidata.org/entity/Q28861916,literal,Diaphana Distribution,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165943,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1318,uri,http://www.wikidata.org/entity/Q2967313,literal,Chronopost,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165895,literal,,literal,,literal,http://www.wikidata.org/entity/Q135265,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1319,uri,http://www.wikidata.org/entity/Q105724848,literal,Q105724848,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165919,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-07-08T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1320,uri,http://www.wikidata.org/entity/Q16675876,literal,Scriptarium,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166193,literal,,literal,,literal,http://www.wikidata.org/entity/Q42168,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-06-26T00:00:00Z,fr,literal,Scriptarium,,,,,,,,,,,,,,,,wd:Q142
1321,uri,http://www.wikidata.org/entity/Q110904797,literal,The Pixel Hunt,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165968,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-24T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1322,uri,http://www.wikidata.org/entity/Q3232641,literal,Les Films Pelléas,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1323,uri,http://www.wikidata.org/entity/Q3012482,literal,Dalloz,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1845-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1324,uri,http://www.wikidata.org/entity/Q115376642,literal,Q115376642,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1325,uri,http://www.wikidata.org/entity/Q283339,literal,Paris Opera,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166169,literal,,literal,,literal,"http://www.wikidata.org/entity/Q638423, http://www.wikidata.org/entity/Q187840",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1669-06-28T00:00:00Z,fr,literal,Opéra-Théâtre de la Nation,http://www.w3.org/2001/XMLSchema#decimal,literal,1712,,,,,,,,,,,,,wd:Q142
1326,uri,http://www.wikidata.org/entity/Q797750,literal,Babolat,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165707, http://www.wikidata.org/entity/Q768186",literal,,literal,,literal,http://www.wikidata.org/entity/Q456,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1327,uri,http://www.wikidata.org/entity/Q17176122,literal,Q17176122,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1328,uri,http://www.wikidata.org/entity/Q61942221,literal,Messob,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1329,uri,http://www.wikidata.org/entity/Q3128481,literal,Haut et Court,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1330,uri,http://www.wikidata.org/entity/Q57313774,literal,ADA,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166075,literal,http://www.wikidata.org/entity/Q3340758,literal,http://www.wikidata.org/entity/Q3340758,literal,http://www.wikidata.org/entity/Q201982,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,52,,,,,,,,,,,,,wd:Q142
1331,uri,http://www.wikidata.org/entity/Q113628676,literal,Parallel Studio,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165968, http://www.wikidata.org/entity/Q941594",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-10-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1332,uri,http://www.wikidata.org/entity/Q3220206,literal,Le Baiser Salé,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1333,uri,http://www.wikidata.org/entity/Q90900655,literal,PASQAL,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q274249, http://www.wikidata.org/entity/Q205580",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,50,,,,,,,,,,,,,wd:Q142
1334,uri,http://www.wikidata.org/entity/Q3026023,literal,Q3026023,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q12193,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1335,uri,http://www.wikidata.org/entity/Q123865540,literal,Audion,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q33212151, http://www.wikidata.org/entity/Q1323528",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,fr,literal,Audion,,,,,,,,,,,,,,,,wd:Q142
1336,uri,http://www.wikidata.org/entity/Q109135768,literal,Elizabeth Czerczuk Theater,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166169,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1337,uri,http://www.wikidata.org/entity/Q104185516,literal,Transdev Group,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165880,literal,,literal,,literal,http://www.wikidata.org/entity/Q135265,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,73590,http://www.w3.org/2001/XMLSchema#decimal,literal,22200000,http://www.w3.org/2001/XMLSchema#decimal,literal,1020100000,http://www.w3.org/2001/XMLSchema#decimal,literal,5939000000,,,,wd:Q142
1338,uri,http://www.wikidata.org/entity/Q104744254,literal,Avril,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1339,uri,http://www.wikidata.org/entity/Q3563428,literal,Q3563428,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166094,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-04-11T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1340,uri,http://www.wikidata.org/entity/Q56071724,literal,Montsoreau Flea Market,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1341,uri,http://www.wikidata.org/entity/Q123005643,literal,LAGRANGE VACANCES,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1342,uri,http://www.wikidata.org/entity/Q259283,literal,Megève,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3592742,en,,,,fr,literal,Megève,,,,,,,,,,,,,,,,wd:Q142
1343,uri,http://www.wikidata.org/entity/Q903805,literal,HEMA,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2066, http://www.wikidata.org/entity/Q727",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-11-04T00:00:00Z,nl,literal,Hollandse Eenheidsprijzen Maatschappij Amsterdam,,,,,,,,,,,,,,,,wd:Q142
1344,uri,http://www.wikidata.org/entity/Q65948790,literal,Au Cadet de Gascogne,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1345,uri,http://www.wikidata.org/entity/Q110983522,literal,Passés composés,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-03-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1346,uri,http://www.wikidata.org/entity/Q93956972,literal,Radio d'ici,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165952,literal,,literal,,literal,http://www.wikidata.org/entity/Q117319209,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1347,uri,http://www.wikidata.org/entity/Q3320547,literal,Mondial Relay,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165889,literal,,literal,,literal,http://www.wikidata.org/entity/Q43295,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-04-28T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1057,http://www.w3.org/2001/XMLSchema#decimal,literal,40958000,,,,,,,,,,wd:Q142
1348,uri,http://www.wikidata.org/entity/Q212599,literal,Accor,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166038, http://www.wikidata.org/entity/Q1495452",literal,http://www.wikidata.org/entity/Q33173304,literal,http://www.wikidata.org/entity/Q3509946,literal,http://www.wikidata.org/entity/Q135265,literal,http://www.wikidata.org/entity/Q648828,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,fr,literal,Accor SA,http://www.w3.org/2001/XMLSchema#decimal,literal,14466,http://www.w3.org/2001/XMLSchema#decimal,literal,402000000,http://www.w3.org/2001/XMLSchema#decimal,literal,4549000000,http://www.w3.org/2001/XMLSchema#decimal,literal,10669000000,,,,wd:Q142
1349,uri,http://www.wikidata.org/entity/Q1499936,literal,Gemalto,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165382,literal,,literal,,literal,http://www.wikidata.org/entity/Q727,literal,"http://www.wikidata.org/entity/Q291539, http://www.wikidata.org/entity/Q648828",en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-06-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1350,uri,http://www.wikidata.org/entity/Q60772401,literal,COS,uri,http://www.wikidata.org/entity/Q32,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,en,literal,COS,,,,,,,,,,,,,,,,wd:Q142
1351,uri,http://www.wikidata.org/entity/Q108888335,literal,Théâtre Nanterre-Amandiers,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1352,uri,http://www.wikidata.org/entity/Q48703067,literal,Alma Editeur,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1353,uri,http://www.wikidata.org/entity/Q123570415,literal,Gestion sociale,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,,,,,,,wd:Q142
1354,uri,http://www.wikidata.org/entity/Q3471558,literal,San Marina,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165803,literal,,literal,,literal,http://www.wikidata.org/entity/Q142,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1355,uri,http://www.wikidata.org/entity/Q60846477,literal,La Felicità,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1356,uri,http://www.wikidata.org/entity/Q621534,literal,Éditions Grasset,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1907-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1357,uri,http://www.wikidata.org/entity/Q12268488,literal,Udako Euskal Unibertsitatea,uri,http://www.wikidata.org/entity/Q29,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1358,uri,http://www.wikidata.org/entity/Q3368440,literal,Pastagames,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112165968, http://www.wikidata.org/entity/Q941594",literal,,literal,,literal,"http://www.wikidata.org/entity/Q3448868, http://www.wikidata.org/entity/Q90",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1359,uri,http://www.wikidata.org/entity/Q53343983,literal,ENI editions,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166137,literal,,literal,,literal,http://www.wikidata.org/entity/Q273922,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
1360,uri,http://www.wikidata.org/entity/Q3197950,literal,Klépierre,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166038, http://www.wikidata.org/entity/Q1660132",literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1350,,,,,,,,,,,,,wd:Q142
1361,uri,http://www.wikidata.org/entity/Q1974503,literal,Bureau Veritas,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166038,literal,,literal,,literal,"http://www.wikidata.org/entity/Q48958, http://www.wikidata.org/entity/Q90",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1828-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,66000,,,,,,,,,,,,,wd:Q142
1362,uri,http://www.wikidata.org/entity/Q319915,literal,Tarkett,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112165291,literal,,literal,,literal,"http://www.wikidata.org/entity/Q3090101, http://www.wikidata.org/entity/Q987729",literal,http://www.wikidata.org/entity/Q595622,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-10-03T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q142
