,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
164,uri,http://www.wikidata.org/entity/Q6930531,en,literal,The Israeli Center for Cult Victims,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2668297,,,,,,,,,,,,,wd:Q801
165,uri,http://www.wikidata.org/entity/Q2901365,en,literal,Mobileye,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-11-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3200,http://www.w3.org/2001/XMLSchema#decimal,literal,108370000,wd:Q801
166,uri,http://www.wikidata.org/entity/Q2748387,en,literal,Galgalatz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
167,uri,http://www.wikidata.org/entity/Q101951320,,literal,Q101951320,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
168,uri,http://www.wikidata.org/entity/Q2909872,en,literal,Aroma Espresso Bar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q862725,literal,,,,,,,,,,,,,,wd:Q801
169,uri,http://www.wikidata.org/entity/Q187212,en,literal,SolarEdge,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q192127,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,wd:Q801
170,uri,http://www.wikidata.org/entity/Q35438,en,literal,The Jerusalem Post,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
171,uri,http://www.wikidata.org/entity/Q176587,en,literal,Check Point,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q870898,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,http://www.wikidata.org/entity/Q507306,en,literal,Check Point Software Technologies Ltd.,,,,,,,,,,wd:Q801
172,uri,http://www.wikidata.org/entity/Q113214370,,literal,Q113214370,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q105944541,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
173,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,wd:Q801
174,uri,http://www.wikidata.org/entity/Q898750,en,literal,Teva- Pharmaceutical Industries Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1901-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q507443,literal,http://www.wikidata.org/entity/Q115947198,literal,,literal,http://www.wikidata.org/entity/Q2776362,literal,,he,literal,"טבע תעשיות פרמצבטיות בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,34782501000,http://www.w3.org/2001/XMLSchema#decimal,literal,42535,,,,wd:Q801
175,uri,http://www.wikidata.org/entity/Q68814416,en,literal,Carasso Motors Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,he,literal,קרסו מוטורס בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,2262272000,,,,,,,wd:Q801
176,uri,http://www.wikidata.org/entity/Q28404455,en,literal,ThetaRay,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q97466080,literal,,literal,,literal,http://www.wikidata.org/entity/Q152379,literal,,,,,,,,,,,,,,wd:Q801
177,uri,http://www.wikidata.org/entity/Q7189677,en,literal,Physicians for Human Rights-Israel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q180294,literal,,,,,,,,,,,,,,wd:Q801
178,uri,http://www.wikidata.org/entity/Q124124130,en,literal,Arzi youth theater,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
179,uri,http://www.wikidata.org/entity/Q113214371,,literal,Q113214371,,,,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q105944541,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
180,uri,http://www.wikidata.org/entity/Q60433787,en,literal,6 Pack Beer,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
181,uri,http://www.wikidata.org/entity/Q22022271,en,literal,Cross River Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q16319025, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1408,literal,,,,,,,,,,,,,,wd:Q801
182,uri,http://www.wikidata.org/entity/Q110460012,en,literal,Delta Israel Brands Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q28823,literal,,literal,,literal,http://www.wikidata.org/entity/Q319242,literal,,he,literal,דלתא ישראל מותגים בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,1534250000,,,,,,,wd:Q801
183,uri,http://www.wikidata.org/entity/Q30066373,en,literal,Makan 33,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,ar,literal,مكان 33,,,,,,,,,,wd:Q801
184,uri,http://www.wikidata.org/entity/Q12410451,en,literal,Arutz Meir Kids channel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
185,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q232,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,wd:Q801
186,uri,http://www.wikidata.org/entity/Q84765510,en,literal,MoviePlus,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
187,uri,http://www.wikidata.org/entity/Q4523181,en,literal,Shufersal Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q201051,literal,,he,literal,"שופרסל בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,6041065000,,,,,,,wd:Q801
188,uri,http://www.wikidata.org/entity/Q7024318,,literal,Q7024318,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
189,uri,http://www.wikidata.org/entity/Q55705977,en,literal,United King Films,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q932586,literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,,,,,,,,,,,,,wd:Q801
190,uri,http://www.wikidata.org/entity/Q6957261,en,literal,Schalgi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
191,uri,http://www.wikidata.org/entity/Q3701622,en,literal,Sonol,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q192225,literal,,,,,,,,,,,,,,wd:Q801
192,uri,http://www.wikidata.org/entity/Q86001741,,literal,Q86001741,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1218,literal,,,,,,,,,,,,,,wd:Q801
193,uri,http://www.wikidata.org/entity/Q124415522,en,literal,Placer Labs Inc,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
194,uri,http://www.wikidata.org/entity/Q109289353,en,literal,Augury Systems,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,,,,,,,,,,,,,wd:Q801
195,uri,http://www.wikidata.org/entity/Q116419377,,literal,Q116419377,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
196,uri,http://www.wikidata.org/entity/Q111033086,en,literal,Fortissimo Capital,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
197,uri,http://www.wikidata.org/entity/Q30561822,en,literal,Sella Meir Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q152413, http://www.wikidata.org/entity/Q1218",literal,,,,,,,,,,,,,,wd:Q801
198,uri,http://www.wikidata.org/entity/Q43295387,,literal,Q43295387,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
199,uri,http://www.wikidata.org/entity/Q2077979,en,literal,Ministry of Communications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
200,uri,http://www.wikidata.org/entity/Q124635965,en,literal,Qedma Quantum Computing,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
201,uri,http://www.wikidata.org/entity/Q17089575,en,literal,Webydo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
202,uri,http://www.wikidata.org/entity/Q30282200,en,literal,Myers-JDC-Brookdale Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
203,uri,http://www.wikidata.org/entity/Q98608948,en,literal,JFrog Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3025536,literal,,literal,,literal,http://www.wikidata.org/entity/Q208459,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1300,,,,wd:Q801
204,uri,http://www.wikidata.org/entity/Q145848,en,literal,Egged,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q1740966,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
205,uri,http://www.wikidata.org/entity/Q6654568,en,literal,Liveperson Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,he,literal,"לייבפרסון, אינק.",http://www.w3.org/2001/XMLSchema#decimal,literal,2764432000,http://www.w3.org/2001/XMLSchema#decimal,literal,1231,,,,wd:Q801
206,uri,http://www.wikidata.org/entity/Q13612085,en,literal,i24NEWS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-07-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q11030,literal,http://www.wikidata.org/entity/Q3082719,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
207,uri,http://www.wikidata.org/entity/Q6969886,en,literal,yes Docu,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
208,uri,http://www.wikidata.org/entity/Q910304,en,literal,Israel Radio International,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
209,uri,http://www.wikidata.org/entity/Q6872860,en,literal,Radio Darom,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
210,uri,http://www.wikidata.org/entity/Q1124657,en,literal,Bar-Ilan University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,http://www.wikidata.org/entity/Q29960301,literal,http://www.wikidata.org/entity/Q192807,literal,,,,,,,,,,,,,,wd:Q801
211,uri,http://www.wikidata.org/entity/Q28887850,en,literal,Tedy Productions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
212,uri,http://www.wikidata.org/entity/Q53762345,,literal,Q53762345,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
213,uri,http://www.wikidata.org/entity/Q104888165,,literal,Q104888165,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
214,uri,http://www.wikidata.org/entity/Q55649682,en,literal,Kley Zemer,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,,,,,,,wd:Q801
215,uri,http://www.wikidata.org/entity/Q100292119,,literal,Q100292119,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
216,uri,http://www.wikidata.org/entity/Q17050559,en,literal,IronSource,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
217,uri,http://www.wikidata.org/entity/Q716861,en,literal,Arutz Sheva,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q56611639,literal,,literal,,literal,http://www.wikidata.org/entity/Q430939,literal,http://www.wikidata.org/entity/Q4568494,,,,,,,,,,,,,wd:Q801
218,uri,http://www.wikidata.org/entity/Q64606192,en,literal,Cafe Nimrod,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q801,literal,,,,,,,,,,,,,,wd:Q801
219,uri,http://www.wikidata.org/entity/Q2777129,en,literal,Mizrahi Tefahot Bank Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q192807,literal,,he,literal,בנק מזרחי טפחות בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,34226142000,,,,,,,wd:Q801
220,uri,http://www.wikidata.org/entity/Q123485861,en,literal,Shablul Publishing,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q152379,literal,,,,,,,,,,,,,,wd:Q801
221,uri,http://www.wikidata.org/entity/Q6378989,en,literal,Kav LaOved,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
222,uri,http://www.wikidata.org/entity/Q18015232,en,literal,TLV1,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q20899,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
223,uri,http://www.wikidata.org/entity/Q683006,en,literal,SodaStream,http://www.w3.org/2001/XMLSchema#dateTime,literal,1903-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q4899370,literal,,literal,,literal,http://www.wikidata.org/entity/Q152436,literal,,,,,,,,,,,,,,wd:Q801
224,uri,http://www.wikidata.org/entity/Q2120867,en,literal,Rambam Health Care Campus,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
225,uri,http://www.wikidata.org/entity/Q97974477,,literal,Q97974477,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
226,uri,http://www.wikidata.org/entity/Q12061542,en,literal,McDonald's Israel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-10-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q81799,literal,,literal,,literal,http://www.wikidata.org/entity/Q2889806,literal,,,,,,,,,,,,,,wd:Q801
227,uri,http://www.wikidata.org/entity/Q13220217,en,literal,Super-Pharm,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,wd:Q801
228,uri,http://www.wikidata.org/entity/Q64810412,en,literal,Hakursa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q152413,literal,,he,literal,הכורסא,,,,,,,,,,wd:Q801
229,uri,http://www.wikidata.org/entity/Q7253897,en,literal,Psagot Investment House,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
230,uri,http://www.wikidata.org/entity/Q73409061,en,literal,Chaos Minds,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,,,,,,,,,,,,,wd:Q801
231,uri,http://www.wikidata.org/entity/Q20050673,en,literal,AppsFlyer,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,wd:Q801
232,uri,http://www.wikidata.org/entity/Q59229674,en,literal,Suncrash,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
233,uri,http://www.wikidata.org/entity/Q903943,en,literal,Adama Agricultural Solutions Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q207652,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,fr,literal,Adama Agricultural Solutions,,,,,,,,,,wd:Q801
234,uri,http://www.wikidata.org/entity/Q778367,en,literal,Arutz HaYeladim,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
235,uri,http://www.wikidata.org/entity/Q30526598,en,literal,AlefAlefAlef,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
236,uri,http://www.wikidata.org/entity/Q12406495,en,literal,Hotsaʼat sefarim ʻa. sh. Y.L. Magnes,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
237,uri,http://www.wikidata.org/entity/Q119137604,en,literal,Jerusalem Khan Theatre,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
238,uri,http://www.wikidata.org/entity/Q98608948,en,literal,JFrog Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-04-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q3025536,literal,,literal,,literal,http://www.wikidata.org/entity/Q208459,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1300,,,,wd:Q801
239,uri,http://www.wikidata.org/entity/Q114836180,en,literal,Argaman Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
240,uri,http://www.wikidata.org/entity/Q6426924,en,literal,Kol BaRama,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
241,uri,http://www.wikidata.org/entity/Q16132717,en,literal,Cofix Group Ltd,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q30022,literal,,literal,,literal,http://www.wikidata.org/entity/Q152436,literal,,he,literal,קופיקס גרופ בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,178893000,,,,,,,wd:Q801
242,uri,http://www.wikidata.org/entity/Q6654568,en,literal,Liveperson Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,he,literal,"לייבפרסון, אינק.",http://www.w3.org/2001/XMLSchema#decimal,literal,2764432000,http://www.w3.org/2001/XMLSchema#decimal,literal,1231,,,,wd:Q801
243,uri,http://www.wikidata.org/entity/Q7857371,en,literal,Tvinci,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
244,uri,http://www.wikidata.org/entity/Q7913486,en,literal,Van Leer Jerusalem Institute,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
245,uri,http://www.wikidata.org/entity/Q61125746,en,literal,NEXT TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
246,uri,http://www.wikidata.org/entity/Q1423960,en,literal,Open University of Israel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
