,business.type,business.value,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,businessLabel.xml:lang,origindate.datatype,origindate.type,origindate.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,country
763,uri,http://www.wikidata.org/entity/Q105352121,literal,Mother Gaia,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q241645,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
764,uri,http://www.wikidata.org/entity/Q10365950,literal,Q10365950,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
765,uri,http://www.wikidata.org/entity/Q85875944,literal,Nerdstore,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,pt,literal,Megaboga Editora Ltda ME,,,,,,,,,,wd:Q155
766,uri,http://www.wikidata.org/entity/Q10286579,literal,FURB TV,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q155557,literal,,en,,,,,,,,,,,,,,,,wd:Q155
767,uri,http://www.wikidata.org/entity/Q30929641,literal,Q30929641,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q178993,literal,,,,,,,,,,,,,,,,,,wd:Q155
768,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
769,uri,http://www.wikidata.org/entity/Q10377145,literal,TV Kairós,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q509818,literal,,en,,,,,,,,,,,,,,,,wd:Q155
770,uri,http://www.wikidata.org/entity/Q10376854,literal,TV Alterosa Zona da Mata,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q193019,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-02-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
771,uri,http://www.wikidata.org/entity/Q10376674,literal,TV Brasil Central,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q83189,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-05-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
772,uri,http://www.wikidata.org/entity/Q690789,literal,LATAM Brasil,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
773,uri,http://www.wikidata.org/entity/Q10274510,literal,Escola Superior de Teologia,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
774,uri,http://www.wikidata.org/entity/Q10377029,literal,TV Cidade (Boa Vista),uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q181056,literal,,en,,,,,,,,,,,,,,,,wd:Q155
775,uri,http://www.wikidata.org/entity/Q111280257,literal,Q111280257,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171612,literal,,,,,,,,,,,,,,,,,,wd:Q155
776,uri,http://www.wikidata.org/entity/Q110712359,literal,40 Giants Entertainment,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
777,uri,http://www.wikidata.org/entity/Q114670699,literal,Laser Eletro,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48344,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,pt-br,literal,Master Eletrônica de Brinquedos Ltda.,,,,,,,,,,wd:Q155
778,uri,http://www.wikidata.org/entity/Q7894359,literal,Universidade Católica de Brasília,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-03-12T00:00:00Z,,,,,,,,,,,,,wd:Q155
779,uri,http://www.wikidata.org/entity/Q25449312,literal,Q25449312,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q194328,literal,,,,,,,,,,,,,,,,,,wd:Q155
780,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q804,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q155
781,uri,http://www.wikidata.org/entity/Q10271729,literal,Q10271729,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
782,uri,http://www.wikidata.org/entity/Q10340414,literal,Q10340414,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,,,,,,,,,,,,,,,,,wd:Q155
783,uri,http://www.wikidata.org/entity/Q10376923,literal,TV Baiana,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36947,literal,,en,,,,,,,,,,,,,,,,wd:Q155
784,uri,http://www.wikidata.org/entity/Q4854204,literal,BandSports,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
785,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
786,uri,http://www.wikidata.org/entity/Q10366376,literal,SBT Rio,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-05-14T00:00:00Z,,,,,,,,,,,,,wd:Q155
787,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,pt,literal,"Organização de Estados Ibero-Americanos para a Educação, a Ciência e a Cultura",,,,,,,,,,wd:Q155
788,uri,http://www.wikidata.org/entity/Q10365801,literal,Fanática FM,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,,,,,,,,,,,,,,,,wd:Q155
789,uri,http://www.wikidata.org/entity/Q746413,literal,Elsevier BV,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,wd:Q155
790,uri,http://www.wikidata.org/entity/Q5374439,literal,Empresa Metropolitana de Transportes Urbanos de São Paulo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q175,literal,http://www.wikidata.org/entity/Q9067334,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-12-13T00:00:00Z,,,,,,,,,,,,,wd:Q155
791,uri,http://www.wikidata.org/entity/Q119252512,literal,Grão Espresso,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
792,uri,http://www.wikidata.org/entity/Q56350620,literal,Q56350620,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
793,uri,http://www.wikidata.org/entity/Q37805742,literal,Alê Oliveira,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
794,uri,http://www.wikidata.org/entity/Q30103497,literal,Alpha FM Rio,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8678,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-06-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
795,uri,http://www.wikidata.org/entity/Q10377457,literal,TV Universo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q83114,literal,,en,,,,,,,,,,,,,,,,wd:Q155
796,uri,http://www.wikidata.org/entity/Q61000206,literal,Marca de Fantasia,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q38088,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
797,uri,http://www.wikidata.org/entity/Q2749168,literal,Penalty,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
798,uri,http://www.wikidata.org/entity/Q10270827,literal,Q10270827,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q171617,literal,,,,,,,,,,,,,,,,,,wd:Q155
799,uri,http://www.wikidata.org/entity/Q28679202,literal,Q28679202,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36947,literal,,,,,,,,,,,,,,,,,,wd:Q155
800,uri,http://www.wikidata.org/entity/Q10377328,literal,RecordTV Litoral e Vale,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q191642, http://www.wikidata.org/entity/Q81882",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-02-20T00:00:00Z,,,,,,,,,,,,,wd:Q155
801,uri,http://www.wikidata.org/entity/Q10272527,literal,Cinesercla,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
802,uri,http://www.wikidata.org/entity/Q10366020,literal,Q10366020,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,,,,,wd:Q155
803,uri,http://www.wikidata.org/entity/Q18477759,literal,Enel Ceará,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
804,uri,http://www.wikidata.org/entity/Q10376929,literal,Q10376929,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-02-09T00:00:00Z,,,,,,,,,,,,,wd:Q155
805,uri,http://www.wikidata.org/entity/Q421023,literal,Organization of Ibero-American States,uri,http://www.wikidata.org/entity/Q811,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5740815,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,es,literal,"Organización de Estados Iberoamericanos para la Educación, la Ciencia y la Cultura",,,,,,,,,,wd:Q155
806,uri,http://www.wikidata.org/entity/Q10377265,literal,TV Jovem,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q178993,literal,,en,,,,,,,,,,,,,,,,wd:Q155
807,uri,http://www.wikidata.org/entity/Q10358064,literal,Record News Santa Catarina,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q132997,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
808,uri,http://www.wikidata.org/entity/Q586904,literal,Federal University of Rio de Janeiro,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1920-09-07T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,9376,,,,,,,wd:Q155
809,uri,http://www.wikidata.org/entity/Q10387880,literal,Universidade Vale do Rio Verde,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-11-11T00:00:00Z,,,,,,,,,,,,,wd:Q155
810,uri,http://www.wikidata.org/entity/Q10279535,literal,Faculdade de Medicina de Botucatu (Unesp),uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-07-22T00:00:00Z,,,,,,,,,,,,,wd:Q155
811,uri,http://www.wikidata.org/entity/Q10310935,literal,Q10310935,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,,,,,wd:Q155
812,uri,http://www.wikidata.org/entity/Q10262464,literal,Curta!,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
813,uri,http://www.wikidata.org/entity/Q10323900,literal,Manual do Mundo,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
814,uri,http://www.wikidata.org/entity/Q10308405,literal,Q10308405,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
815,uri,http://www.wikidata.org/entity/Q10377206,literal,TV Guarapari,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q267439,literal,,en,,,,,,,,,,,,,,,,wd:Q155
816,uri,http://www.wikidata.org/entity/Q115965812,literal,DPaschoal,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
817,uri,http://www.wikidata.org/entity/Q21756894,literal,Multicine Cinemas,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
818,uri,http://www.wikidata.org/entity/Q10358192,literal,Rede Comper,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q180846,literal,,literal,,literal,http://www.wikidata.org/entity/Q842713,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,pt-br,literal,Comper,,,,,,,,,,wd:Q155
819,uri,http://www.wikidata.org/entity/Q10377636,literal,TV UFPB,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q167436,literal,http://www.wikidata.org/entity/Q5440479,en,,,,,,,,,,,,,,,,wd:Q155
820,uri,http://www.wikidata.org/entity/Q36879490,literal,Rappi,uri,http://www.wikidata.org/entity/Q298,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2841,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,8000,,,,,,,wd:Q155
821,uri,http://www.wikidata.org/entity/Q7894360,literal,Universidade Católica de Petrópolis,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
822,uri,http://www.wikidata.org/entity/Q51882324,literal,Agibank,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40269,literal,,en,,,,,,,,,,,,,,,,wd:Q155
823,uri,http://www.wikidata.org/entity/Q10272499,literal,Empresa Brasil de Comunicação,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-10-25T00:00:00Z,,,,,,,,,,,,,wd:Q155
824,uri,http://www.wikidata.org/entity/Q7894373,literal,Federal University of Juiz de Fora,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,pt,literal,Universidade Federal de Juiz de Fora,,,,,,,,,,wd:Q155
825,uri,http://www.wikidata.org/entity/Q10387909,literal,Universidade do Contestado,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-10-21T00:00:00Z,,,,,,,,,,,,,wd:Q155
826,uri,http://www.wikidata.org/entity/Q10366130,literal,Q10366130,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
827,uri,http://www.wikidata.org/entity/Q10337820,literal,Q10337820,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q626175,literal,,,,,,,,,,,,,,,,,,wd:Q155
828,uri,http://www.wikidata.org/entity/Q10377684,literal,Q10377684,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q468563,literal,,,,,,,,,,,,,,,,,,wd:Q155
829,uri,http://www.wikidata.org/entity/Q10302482,literal,Federal Institute of Brasília,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
830,uri,http://www.wikidata.org/entity/Q10384071,literal,Tramontina,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q56573735,literal,,literal,,literal,http://www.wikidata.org/entity/Q1757704,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
831,uri,http://www.wikidata.org/entity/Q1851075,literal,Universidade Federal de Santa Catarina,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-12-18T00:00:00Z,,,,,,,,,,,,,wd:Q155
832,uri,http://www.wikidata.org/entity/Q10351530,literal,Pontofrio,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q967648,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
833,uri,http://www.wikidata.org/entity/Q10376933,literal,TV Bandeirantes Rio Grande do Norte,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131620,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-09-07T00:00:00Z,,,,,,,,,,,,,wd:Q155
834,uri,http://www.wikidata.org/entity/Q4854137,literal,Bank of the Northeast,uri,http://www.wikidata.org/entity/Q155,literal,"http://www.wikidata.org/entity/Q29584334, http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1952-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
835,uri,http://www.wikidata.org/entity/Q5476802,literal,Star Channel,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1533,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-02-22T00:00:00Z,,,,,,,,,,,,,wd:Q155
836,uri,http://www.wikidata.org/entity/Q10356627,literal,Q10356627,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1776774, http://www.wikidata.org/entity/Q205681",literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-09-15T00:00:00Z,,,,,,,,,,,,,wd:Q155
837,uri,http://www.wikidata.org/entity/Q10280577,literal,Federação Espírita Brasileira,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2844,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1884-01-02T00:00:00Z,,,,,,,,,,,,,wd:Q155
838,uri,http://www.wikidata.org/entity/Q98915060,literal,escavador,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
839,uri,http://www.wikidata.org/entity/Q10377507,literal,RecordTV Paulista,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q241645,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-08-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
840,uri,http://www.wikidata.org/entity/Q156406,literal,State University of Feira de Santana,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q194343,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,pt,literal,Universidade Estadual de Feira de Santana,,,,,,,,,,wd:Q155
841,uri,http://www.wikidata.org/entity/Q28680279,literal,Q28680279,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43463,literal,,,,,,,,,,,,,,,,,,wd:Q155
842,uri,http://www.wikidata.org/entity/Q3257188,literal,Livraria Cultura,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
843,uri,http://www.wikidata.org/entity/Q3906210,literal,Q3906210,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q279,literal,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
844,uri,http://www.wikidata.org/entity/Q600634,literal,Pontifícia Universidade Católica do Rio Grande do Sul,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
845,uri,http://www.wikidata.org/entity/Q10358216,literal,Rede Gênesis,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,,,,,,,,,,,,,,,,wd:Q155
846,uri,http://www.wikidata.org/entity/Q7225902,literal,Rede Telecine,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
847,uri,http://www.wikidata.org/entity/Q10357101,literal,RaiaDrogasil,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q13107184,literal,,literal,,literal,http://www.wikidata.org/entity/Q174,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
848,uri,http://www.wikidata.org/entity/Q10377263,literal,TV Jornal,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48344,literal,,en,,,,,,,,,,,,,,,,wd:Q155
849,uri,http://www.wikidata.org/entity/Q10366025,literal,Q10366025,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q178993,literal,,,,,,,,,,,,,,,,,,wd:Q155
850,uri,http://www.wikidata.org/entity/Q116046493,literal,Constance (shoes brand),uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q927537,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
851,uri,http://www.wikidata.org/entity/Q1808939,literal,JBS USA,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q16643467,literal,,literal,,literal,"http://www.wikidata.org/entity/Q94274, http://www.wikidata.org/entity/Q1297",literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1885-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
852,uri,http://www.wikidata.org/entity/Q2495752,literal,Universidade do Extremo Sul Catarinense,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
853,uri,http://www.wikidata.org/entity/Q61000077,literal,Q61000077,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,wd:Q155
854,uri,http://www.wikidata.org/entity/Q10310936,literal,Q10310936,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131620,literal,,,,,,,,,,,,,,,,,,wd:Q155
855,uri,http://www.wikidata.org/entity/Q18463999,literal,China in Box,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q57497035,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
856,uri,http://www.wikidata.org/entity/Q10387637,literal,Centro Universitário de Brasília,uri,http://www.wikidata.org/entity/Q155,literal,,literal,,literal,,literal,,literal,,en,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,,,,,,,,,,,,,wd:Q155
