,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,country
1727,uri,http://www.wikidata.org/entity/Q11312595,en,literal,Yeti,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1728,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
1729,uri,http://www.wikidata.org/entity/Q7399082,en,literal,Sagawa Express,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-11-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34600,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1730,uri,http://www.wikidata.org/entity/Q11280272,en,literal,Yagenbori,http://www.w3.org/2001/XMLSchema#dateTime,literal,1625-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11528768,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1731,uri,http://www.wikidata.org/entity/Q5957070,en,literal,Hyogo FM Broadcasting,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q120402898,literal,http://www.wikidata.org/entity/Q130290,literal,,ja,literal,兵庫エフエム放送株式会社,,,,,,,,,,,,,,,,wd:Q17
1732,uri,http://www.wikidata.org/entity/Q3761761,en,literal,Syn Sophia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1733,uri,http://www.wikidata.org/entity/Q107556666,en,literal,SEP,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q13489497,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1734,uri,http://www.wikidata.org/entity/Q11321438,en,literal,Tommy's Artist Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1735,uri,http://www.wikidata.org/entity/Q22019484,en,literal,Botan,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3270456,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1736,uri,http://www.wikidata.org/entity/Q17238705,en,literal,Playism,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1737,uri,http://www.wikidata.org/entity/Q53268,en,literal,Toyota,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-08-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q190117,literal,"http://www.wikidata.org/entity/Q418622, http://www.wikidata.org/entity/Q736336",literal,http://www.wikidata.org/entity/Q418622,literal,http://www.wikidata.org/entity/Q201117,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,359542,http://www.w3.org/2001/XMLSchema#decimal,literal,2312694000000,http://www.w3.org/2001/XMLSchema#decimal,literal,172899000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,47427597000000,wd:Q17
1738,uri,http://www.wikidata.org/entity/Q11370699,en,literal,Kamenoi Bessō,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q11367124,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1739,uri,http://www.wikidata.org/entity/Q11332332,,literal,Q11332332,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1740,uri,http://www.wikidata.org/entity/Q105036839,en,literal,Infinity Vector,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-11-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q638608",literal,,literal,,literal,http://www.wikidata.org/entity/Q102220888,literal,,en,literal,Infinity Vector Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,6,,,,,,,,,,,,,wd:Q17
1741,uri,http://www.wikidata.org/entity/Q11411571,,literal,Q11411571,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1742,uri,http://www.wikidata.org/entity/Q11292240,en,literal,Office Crescendo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-06-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1743,uri,http://www.wikidata.org/entity/Q108390523,en,literal,Globis,,,,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q23700345, http://www.wikidata.org/entity/Q1068473",literal,http://www.wikidata.org/entity/Q8056305,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,ja,literal,株式会社グロービス,http://www.w3.org/2001/XMLSchema#decimal,literal,691,,,,,,,,,,,,,wd:Q17
1744,uri,http://www.wikidata.org/entity/Q219203,en,literal,NEC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-07-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q11661, http://www.wikidata.org/entity/Q11650",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,31727000000,wd:Q17
1745,uri,http://www.wikidata.org/entity/Q11323428,en,literal,Donq,http://www.w3.org/2001/XMLSchema#dateTime,literal,1905-08-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48320,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1746,uri,http://www.wikidata.org/entity/Q11527757,en,literal,Tokai Kiosk,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-06-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1747,uri,http://www.wikidata.org/entity/Q56700756,en,literal,Noboribetsu Grand Hotel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1937-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1748,uri,http://www.wikidata.org/entity/Q11315909,en,literal,Taka-Q,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1749,uri,http://www.wikidata.org/entity/Q11630878,en,literal,Kadochō,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11563674,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1750,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1751,uri,http://www.wikidata.org/entity/Q11318895,en,literal,Theatre Academy,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-11-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1752,uri,http://www.wikidata.org/entity/Q28682411,en,literal,SMASH,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1753,uri,http://www.wikidata.org/entity/Q11368359,,literal,Q11368359,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1754,uri,http://www.wikidata.org/entity/Q28684748,,literal,Q28684748,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1755,uri,http://www.wikidata.org/entity/Q11280607,en,literal,Yawaraka Spirits,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1756,uri,http://www.wikidata.org/entity/Q108814658,en,literal,Kamakura Pasta,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q855478,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1757,uri,http://www.wikidata.org/entity/Q11311687,en,literal,Suzukiya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1758,uri,http://www.wikidata.org/entity/Q11298604,en,literal,Koozyt,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-07-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1759,uri,http://www.wikidata.org/entity/Q11447398,en,literal,HimeyaSoft,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-10-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q127513,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1760,uri,http://www.wikidata.org/entity/Q15149613,en,literal,Vanilla Air,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q765633,literal,,literal,,literal,http://www.wikidata.org/entity/Q273798,literal,,ja,literal,バニラ・エア株式会社,,,,,,,,,,,,,,,,wd:Q17
1761,uri,http://www.wikidata.org/entity/Q3196520,en,literal,Kijima Kōgen Park,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1762,uri,http://www.wikidata.org/entity/Q11223969,en,literal,IHI Aerospace,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q16955053, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q1875606",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1000,,,,,,,,,,,,,wd:Q17
1763,uri,http://www.wikidata.org/entity/Q23680142,en,literal,Coincheck,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q100269062,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1764,uri,http://www.wikidata.org/entity/Q307291,en,literal,Feel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-12-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q242874,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1765,uri,http://www.wikidata.org/entity/Q1640290,en,literal,ENEOS,http://www.w3.org/2001/XMLSchema#dateTime,literal,1888-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q18337002,literal,,ja,literal,ENEOSホールディングス株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,13290,,,,,,,,,,,,,wd:Q17
1766,uri,http://www.wikidata.org/entity/Q1923795,en,literal,Yuke's,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1767,uri,http://www.wikidata.org/entity/Q20042673,en,literal,CBC Radio,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11751,literal,,ja,literal,株式会社テクノビジョン,,,,,,,,,,,,,,,,wd:Q17
1768,uri,http://www.wikidata.org/entity/Q11312063,en,literal,ZOZO,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-05-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q170616,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1769,uri,http://www.wikidata.org/entity/Q83584,en,literal,Odakyu Electric Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,http://www.wikidata.org/entity/Q46575574,literal,,literal,"http://www.wikidata.org/entity/Q1190291, http://www.wikidata.org/entity/Q430349",literal,,ja,literal,小田急電鉄株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,3760,http://www.w3.org/2001/XMLSchema#decimal,literal,-19702000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,314816000000,http://www.w3.org/2001/XMLSchema#decimal,literal,1149616000000,wd:Q17
1770,uri,http://www.wikidata.org/entity/Q2587322,en,literal,Adventure World,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1771,uri,http://www.wikidata.org/entity/Q11289824,en,literal,EXCELLING Inc.,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1772,uri,http://www.wikidata.org/entity/Q708789,en,literal,Ryohin Keikaku,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-05-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q236680,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1773,uri,http://www.wikidata.org/entity/Q18455884,en,literal,Wakasaimo Honpo,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35581,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1774,uri,http://www.wikidata.org/entity/Q5370905,en,literal,Kobe City Transportation Bureau,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q22667,literal,,literal,,literal,http://www.wikidata.org/entity/Q1078790,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1775,uri,http://www.wikidata.org/entity/Q11392472,en,literal,Mt. Rokko Cable Car & Tourism Company,http://www.w3.org/2001/XMLSchema#dateTime,literal,1923-10-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11392462,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1776,uri,http://www.wikidata.org/entity/Q11431793,en,literal,Daiichi Shokai,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-03-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1777,uri,http://www.wikidata.org/entity/Q11228006,,literal,Q11228006,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1778,uri,http://www.wikidata.org/entity/Q3552065,en,literal,Up-Front Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1779,uri,http://www.wikidata.org/entity/Q11312602,en,literal,Snow Par Ogna Hotaka,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1780,uri,http://www.wikidata.org/entity/Q10854513,en,literal,FM Nagasaki,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-04-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q169376,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1781,uri,http://www.wikidata.org/entity/Q11509406,en,literal,Japan Association of Music Enterprises,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q263347,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1782,uri,http://www.wikidata.org/entity/Q28686285,,literal,Q28686285,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1783,uri,http://www.wikidata.org/entity/Q11306036,en,literal,Sunrise Publication,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11235728,literal,,literal,,literal,http://www.wikidata.org/entity/Q122723,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1784,uri,http://www.wikidata.org/entity/Q11404500,en,literal,Hokuyu Lucky,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-04-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37951,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1785,uri,http://www.wikidata.org/entity/Q17192908,en,literal,Izawa Office,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1786,uri,http://www.wikidata.org/entity/Q112659651,en,literal,Cafe gallery Kinone,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1787,uri,http://www.wikidata.org/entity/Q83543,en,literal,Seibu Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1912-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,"http://www.wikidata.org/entity/Q11265370, http://www.wikidata.org/entity/Q542366",literal,,en,literal,"SEIBU RAILWAY Co.,Ltd.",,,,,,,,,,,,,,,,wd:Q17
1788,uri,http://www.wikidata.org/entity/Q909044,en,literal,Nagoya Broadcasting Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-09-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11751,literal,,ja,literal,名古屋放送株式会社,,,,,,,,,,,,,,,,wd:Q17
1789,uri,http://www.wikidata.org/entity/Q11300325,en,literal,Grand Seiko,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q26965868, http://www.wikidata.org/entity/Q41767",literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1790,uri,http://www.wikidata.org/entity/Q11234763,en,literal,NewDays,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1791,uri,http://www.wikidata.org/entity/Q8068943,en,literal,Zen-On Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q16023726,literal,,literal,,literal,http://www.wikidata.org/entity/Q11360084,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1792,uri,http://www.wikidata.org/entity/Q11349387,en,literal,Gyu-Kaku,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-06-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,http://www.wikidata.org/entity/Q127513,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1793,uri,http://www.wikidata.org/entity/Q1150494,en,literal,New Japan Pro-Wrestling,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-13T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q131359,literal,,literal,,literal,http://www.wikidata.org/entity/Q234087,literal,,ja,literal,新日本プロレスリング株式会社,http://www.w3.org/2001/XMLSchema#decimal,literal,78,,,,,,,,,,,,,wd:Q17
1794,uri,http://www.wikidata.org/entity/Q11614659,en,literal,Shibamasa World,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1795,uri,http://www.wikidata.org/entity/Q1325164,en,literal,Television Saitama,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128186,literal,,ja,literal,株式会社テレビ埼玉,,,,,,,,,,,,,,,,wd:Q17
1796,uri,http://www.wikidata.org/entity/Q1188786,en,literal,Kyushu University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1911-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q28069116,literal,http://www.wikidata.org/entity/Q26600,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,4049,,,,,,,,,,,,,wd:Q17
1797,uri,http://www.wikidata.org/entity/Q11282550,en,literal,ICC Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-10-04T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80434,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1798,uri,http://www.wikidata.org/entity/Q11317048,en,literal,DIRECT PUBLISHING,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1799,uri,http://www.wikidata.org/entity/Q2882136,en,literal,Bandai Channel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1800,uri,http://www.wikidata.org/entity/Q11526963,en,literal,Tokyu Store,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-10-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11359962,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1801,uri,http://www.wikidata.org/entity/Q11604928,en,literal,Kinokuniya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1802,uri,http://www.wikidata.org/entity/Q90043156,en,literal,Accea,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1803,uri,http://www.wikidata.org/entity/Q11276694,en,literal,Hiruzen Bear Valley Ski Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1804,uri,http://www.wikidata.org/entity/Q22125870,en,literal,Marvelous That's Women Pro Wrestling,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-09-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
1805,uri,http://www.wikidata.org/entity/Q60996529,en,literal,Kamogawa Onsenkyō,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
