,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,officialname.xml:lang,officialname.type,officialname.value,country
158,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,,,,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q865
159,uri,http://www.wikidata.org/entity/Q28056940,en,literal,Starlux Airlines,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-05-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q718384, http://www.wikidata.org/entity/Q271094",literal,,,,,,,,,,,,,,,,,wd:Q865
160,uri,http://www.wikidata.org/entity/Q5581670,en,literal,Gong Cha,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
161,uri,http://www.wikidata.org/entity/Q11175221,,literal,Q11175221,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
162,uri,http://www.wikidata.org/entity/Q7495988,en,literal,Shiatzy Chen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
163,uri,http://www.wikidata.org/entity/Q113449766,en,literal,Shing Dong Bus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2022-06-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q713381,literal,,,,,,,,,,,,,,,,,wd:Q865
164,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
165,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
166,uri,http://www.wikidata.org/entity/Q67934746,en,literal,LINE Bank Taiwan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
167,uri,http://www.wikidata.org/entity/Q4053329,en,literal,XPEC Entertainment,http://www.w3.org/2001/XMLSchema#decimal,literal,437,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
168,uri,http://www.wikidata.org/entity/Q114200359,,literal,Q114200359,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q570238,literal,,,,,,,,,,,,,,,,,wd:Q865
169,uri,http://www.wikidata.org/entity/Q28416350,en,literal,21Plus,http://www.w3.org/2001/XMLSchema#decimal,literal,500,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q271124,literal,,,,,,,,,,,,,,,,,wd:Q865
170,uri,http://www.wikidata.org/entity/Q697153,en,literal,United Daily News,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-09-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q244898,literal,,,,,,,,,,,,,,,,,wd:Q865
171,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
172,uri,http://www.wikidata.org/entity/Q716149,en,literal,"Tyan Business Unit, MiTAC Computing Technology",,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q68,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
173,uri,http://www.wikidata.org/entity/Q712849,en,literal,National Chengchi University,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
174,uri,http://www.wikidata.org/entity/Q10874424,en,literal,Taiwan Life,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1947-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q626608,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
175,uri,http://www.wikidata.org/entity/Q5101053,en,literal,Chingwin Publishing Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
176,uri,http://www.wikidata.org/entity/Q186012,en,literal,HTC Corporation,http://www.w3.org/2001/XMLSchema#decimal,literal,17280,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-05-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q5358497,literal,,literal,,literal,http://www.wikidata.org/entity/Q244898,literal,,,,,,,,,,,,,,,,,wd:Q865
177,uri,http://www.wikidata.org/entity/Q76099070,en,literal,Tiger Sugar,,,,,,,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q4899370, http://www.wikidata.org/entity/Q540912",literal,,literal,,literal,http://www.wikidata.org/entity/Q569548,literal,,,,,,,,,,,,,,,,,wd:Q865
178,uri,http://www.wikidata.org/entity/Q619231,en,literal,Lian Li Industrial,http://www.w3.org/2001/XMLSchema#decimal,literal,153,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q1067601,literal,,literal,,literal,http://www.wikidata.org/entity/Q249996,literal,,,,,,,,,,,,,,,,,wd:Q865
179,uri,http://www.wikidata.org/entity/Q198642,en,literal,Central Bank of the Republic of China,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q8686, http://www.wikidata.org/entity/Q1867",literal,,,,,,,,,,,,,,zh-tw,literal,中華民國中央銀行,wd:Q865
180,uri,http://www.wikidata.org/entity/Q22773594,en,literal,"Watchout, Co.",,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
181,uri,http://www.wikidata.org/entity/Q5964699,en,literal,TECO Electric and Machinery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q271073,literal,,,,,,,,,,,,,,,,,wd:Q865
182,uri,http://www.wikidata.org/entity/Q10914091,en,literal,W Taipei,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
183,uri,http://www.wikidata.org/entity/Q30230092,en,literal,OBike,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-04-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
184,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
185,uri,http://www.wikidata.org/entity/Q108199211,en,literal,Fish 180,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
186,uri,http://www.wikidata.org/entity/Q19880591,en,literal,Gogoro,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q115256,literal,,,,,,,,,,,,,,,,,wd:Q865
187,uri,http://www.wikidata.org/entity/Q112123475,en,literal,Ding Tea,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
188,uri,http://www.wikidata.org/entity/Q717976,en,literal,Chinese Professional Baseball League,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
189,uri,http://www.wikidata.org/entity/Q10287018,en,literal,Kang Hsuan Educational Publishing Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q244898,literal,,,,,,,,,,,,,,,,,wd:Q865
190,uri,http://www.wikidata.org/entity/Q10915384,,literal,Q10915384,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
191,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q869,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
192,uri,http://www.wikidata.org/entity/Q10921581,en,literal,Ho-Hsin Bus,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-12-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q140631,literal,,,,,,,,,,,,,,,,,wd:Q865
193,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
194,uri,http://www.wikidata.org/entity/Q62391741,en,literal,Eye Smart,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
195,uri,http://www.wikidata.org/entity/Q17012917,en,literal,Joint Publishing (Hong Kong),,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-10-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q1054923,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,,,,,,,wd:Q865
196,uri,http://www.wikidata.org/entity/Q55834677,en,literal,Cobinhood,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
197,uri,http://www.wikidata.org/entity/Q1437742,en,literal,Formosa Petrochemical,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,http://www.wikidata.org/entity/Q97023996,literal,,,,,,,,,,,,,,,,,wd:Q865
198,uri,http://www.wikidata.org/entity/Q108167311,en,literal,Fitness Factory,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
199,uri,http://www.wikidata.org/entity/Q10889602,en,literal,Yuanta Commercial Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
200,uri,http://www.wikidata.org/entity/Q43401,en,literal,National Chiao Tung University,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
201,uri,http://www.wikidata.org/entity/Q75706035,en,literal,Zhiyin Bookstore,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
202,uri,http://www.wikidata.org/entity/Q108366505,en,literal,GAKUDEN,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
203,uri,http://www.wikidata.org/entity/Q108167793,en,literal,Yes Chain Pharmacy,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-10-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
204,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
205,uri,http://www.wikidata.org/entity/Q711545,en,literal,Luxgen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q713806,literal,,,,,,,,,,,,,,,,,wd:Q865
206,uri,http://www.wikidata.org/entity/Q108166651,en,literal,Nap Tea,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19078940,,,,wd:Q865
207,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q878,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
208,uri,http://www.wikidata.org/entity/Q16926339,en,literal,Infortrend,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q66221,literal,,literal,,literal,http://www.wikidata.org/entity/Q244898,literal,,,,,,,,,,,,,,,,,wd:Q865
209,uri,http://www.wikidata.org/entity/Q17012917,en,literal,Joint Publishing (Hong Kong),,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-10-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q956,literal,,,,,,,,,,,,,,,,,wd:Q865
210,uri,http://www.wikidata.org/entity/Q16241848,en,literal,Jianshanpi Jiangnan Resort,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,zh-tw,literal,尖山埤江南渡假村,wd:Q865
211,uri,http://www.wikidata.org/entity/Q17374602,en,literal,Regent Taipei,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
212,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
213,uri,http://www.wikidata.org/entity/Q11122974,en,literal,Kolin,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-08-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
214,uri,http://www.wikidata.org/entity/Q709757,en,literal,Mega International Commercial Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-08-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
215,uri,http://www.wikidata.org/entity/Q15907697,en,literal,"Citibank Taiwan, Ltd.",,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-09-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
216,uri,http://www.wikidata.org/entity/Q15905144,en,literal,Wowprime Group,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-12-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q41958,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
217,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#decimal,literal,351,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,http://www.wikidata.org/entity/Q12147,literal,,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,,,,,,,,,,,,,en,literal,Hello Health Group Pte. Ltd,wd:Q865
218,uri,http://www.wikidata.org/entity/Q15927195,en,literal,Union Bank of Taiwan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-12-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q806718,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
219,uri,http://www.wikidata.org/entity/Q80214453,en,literal,Grand Mayfull Hotel Taipei,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
220,uri,http://www.wikidata.org/entity/Q7884615,en,literal,Uni-President Enterprises Corporation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q706511,literal,,,,,,,,,,,,,,,,,wd:Q865
221,uri,http://www.wikidata.org/entity/Q72714526,en,literal,Central Bookstore,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
222,uri,http://www.wikidata.org/entity/Q15900651,en,literal,B'in Music,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
223,uri,http://www.wikidata.org/entity/Q17375269,en,literal,Club Myst,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
224,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,,,,wd:Q865
225,uri,http://www.wikidata.org/entity/Q15209640,en,literal,Chienshan Power Plant,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-11-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
226,uri,http://www.wikidata.org/entity/Q10926761,en,literal,Kuo-Kuang Motor Transportation,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-06-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
227,uri,http://www.wikidata.org/entity/Q108166023,en,literal,TP Tea,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q245023,literal,,,,,,,,,,,,,,,,,wd:Q865
228,uri,http://www.wikidata.org/entity/Q105722191,,literal,Q105722191,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
229,uri,http://www.wikidata.org/entity/Q833709,en,literal,DrayTek,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q418,literal,,literal,,literal,http://www.wikidata.org/entity/Q249994,literal,,,,,,,,,,,,,,,,,wd:Q865
230,uri,http://www.wikidata.org/entity/Q15924077,en,literal,Nice Plaza,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
231,uri,http://www.wikidata.org/entity/Q534944,en,literal,SYM Motors,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q249994, http://www.wikidata.org/entity/Q1867",literal,,,,,,,,,,,,,,,,,wd:Q865
232,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
233,uri,http://www.wikidata.org/entity/Q11620043,en,literal,Hua Nan Bank,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q24836806,literal,,,,,,,,,,,,,,,,,wd:Q865
234,uri,http://www.wikidata.org/entity/Q30948885,en,literal,Economic Democracy Union,,,,,,,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
235,uri,http://www.wikidata.org/entity/Q697466,en,literal,Rock Records,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
236,uri,http://www.wikidata.org/entity/Q15905452,en,literal,The Commercial Press Taiwan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1950-10-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q865
237,uri,http://www.wikidata.org/entity/Q10566880,en,literal,Kaohsiung Airport Catering Services,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,http://www.wikidata.org/entity/Q18235436,literal,,literal,,literal,http://www.wikidata.org/entity/Q181557,literal,,,,,,,,,,,,,,,,,wd:Q865
238,uri,http://www.wikidata.org/entity/Q4006966,en,literal,Taiwan Star Telecom,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q865,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,wd:Q865
