,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,country
181,uri,http://www.wikidata.org/entity/Q5376931,en,literal,More FM Taranaki,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
182,uri,http://www.wikidata.org/entity/Q18472511,en,literal,ZooMoo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-05-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
183,uri,http://www.wikidata.org/entity/Q59222830,en,literal,Meltdown Interactive Media,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
184,uri,http://www.wikidata.org/entity/Q79302853,en,literal,Mokena Restaurant,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
185,uri,http://www.wikidata.org/entity/Q7102789,en,literal,Orion New Zealand Limited,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q844861,literal,,literal,,literal,http://www.wikidata.org/entity/Q79990,literal,,,,,,,,wd:Q664
186,uri,http://www.wikidata.org/entity/Q1236009,en,literal,Wētā Workshop,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
187,uri,http://www.wikidata.org/entity/Q7236675,en,literal,Powerco,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q844861,literal,,literal,,literal,http://www.wikidata.org/entity/Q212984,literal,,,,,,,,wd:Q664
188,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q26,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
189,uri,http://www.wikidata.org/entity/Q114353097,en,literal,Storage King,,,,,,,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
190,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,wd:Q664
191,uri,http://www.wikidata.org/entity/Q204296,en,literal,Air New Zealand,en,literal,AIR NEW ZEALAND LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1940-04-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q74370310,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,1790936544,,,,wd:Q664
192,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
193,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
194,uri,http://www.wikidata.org/entity/Q7071686,en,literal,O'Briens Cafe,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1761,literal,,,,,,,,wd:Q664
195,uri,http://www.wikidata.org/entity/Q117792257,en,literal,New Zealand Institute of Landscape Architects,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
196,uri,http://www.wikidata.org/entity/Q106574477,en,literal,Australian and New Zealand Association for Medieval and Early Modern Studies,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
197,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
198,uri,http://www.wikidata.org/entity/Q4943790,en,literal,Boost Mobile,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,"http://www.wikidata.org/entity/Q49219, http://www.wikidata.org/entity/Q3130",literal,,,,,,,,wd:Q664
199,uri,http://www.wikidata.org/entity/Q95923071,en,literal,Toyworld,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
200,uri,http://www.wikidata.org/entity/Q117236856,en,literal,VAPO,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
201,uri,http://www.wikidata.org/entity/Q106574477,en,literal,Australian and New Zealand Association for Medieval and Early Modern Studies,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
202,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
203,uri,http://www.wikidata.org/entity/Q4943790,en,literal,Boost Mobile,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,"http://www.wikidata.org/entity/Q49219, http://www.wikidata.org/entity/Q3130",literal,,,,,,,,wd:Q664
204,uri,http://www.wikidata.org/entity/Q107297544,en,literal,Coupland's Bakeries,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5904115,literal,,,,,,,,wd:Q664
205,uri,http://www.wikidata.org/entity/Q95923071,en,literal,Toyworld,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
206,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
207,uri,http://www.wikidata.org/entity/Q7752980,en,literal,New Zealand Opera,en,literal,New Zealand Opera,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3365637,literal,,,,,,,,wd:Q664
208,uri,http://www.wikidata.org/entity/Q99443943,en,literal,EPIC Westport,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
209,uri,http://www.wikidata.org/entity/Q111838215,en,literal,The Brown Pub,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
210,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,22,wd:Q664
211,uri,http://www.wikidata.org/entity/Q124327984,en,literal,Fix & Fogg,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
212,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
213,uri,http://www.wikidata.org/entity/Q4943790,en,literal,Boost Mobile,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,"http://www.wikidata.org/entity/Q49219, http://www.wikidata.org/entity/Q3130",literal,,,,,,,,wd:Q664
214,uri,http://www.wikidata.org/entity/Q65118874,en,literal,Cobb & Co.,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
215,uri,http://www.wikidata.org/entity/Q5508437,en,literal,Fulton Hogan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
216,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,wd:Q664
217,uri,http://www.wikidata.org/entity/Q122420123,en,literal,Bridgestone Select Tyre & Auto,en,literal,Bridgestone Australia Ltd.,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
218,uri,http://www.wikidata.org/entity/Q1494550,en,literal,Reserve Bank of New Zealand,mi,literal,Te Pūtea Matua,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,"http://www.wikidata.org/entity/Q16151548, http://www.wikidata.org/entity/Q109550782",literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
219,uri,http://www.wikidata.org/entity/Q24190006,en,literal,Unison Networks,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q844861,literal,,literal,,literal,http://www.wikidata.org/entity/Q1015690,literal,,,,,,,,wd:Q664
220,uri,http://www.wikidata.org/entity/Q113289213,en,literal,OpenLoop,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
221,uri,http://www.wikidata.org/entity/Q109783503,en,literal,JOLT,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
222,uri,http://www.wikidata.org/entity/Q7939291,en,literal,One NZ,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3000,wd:Q664
223,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,27,wd:Q664
224,uri,http://www.wikidata.org/entity/Q121642943,en,literal,MetroMart,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
225,uri,http://www.wikidata.org/entity/Q110190372,en,literal,Rebel Sport,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6912960,literal,,,,,,,,wd:Q664
226,uri,http://www.wikidata.org/entity/Q65068829,en,literal,Alpine Energy,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1016574,literal,,,,,,,,wd:Q664
227,uri,http://www.wikidata.org/entity/Q116824919,en,literal,Lollipops Educare,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
228,uri,http://www.wikidata.org/entity/Q109626935,en,literal,Baby Bunting,en,literal,Baby Bunting Group Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,768059931,,,,wd:Q664
229,uri,http://www.wikidata.org/entity/Q123600421,en,literal,PB Technologies,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6753139,literal,,,,,,,,wd:Q664
230,uri,http://www.wikidata.org/entity/Q7919575,en,literal,Vend,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
231,uri,http://www.wikidata.org/entity/Q110205329,en,literal,Noel Leeming,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
232,uri,http://www.wikidata.org/entity/Q117091049,en,literal,Church Road Winery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-11-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
233,uri,http://www.wikidata.org/entity/Q108450092,en,literal,Counties Energy,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q844861,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
234,uri,http://www.wikidata.org/entity/Q110295342,en,literal,Liquorland,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
235,uri,http://www.wikidata.org/entity/Q29561659,en,literal,Radio One,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
236,uri,http://www.wikidata.org/entity/Q1048626,en,literal,Lincoln University,mi,literal,Te Whare Wānaka o Aotearoa,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
237,uri,http://www.wikidata.org/entity/Q94999831,en,literal,GoSkills,en,literal,GoSkills Limited,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,"http://www.wikidata.org/entity/Q1068473, http://www.wikidata.org/entity/Q880371, http://www.wikidata.org/entity/Q694007, http://www.wikidata.org/entity/Q182250, http://www.wikidata.org/entity/Q11661",literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
238,uri,http://www.wikidata.org/entity/Q18167231,en,literal,Invivo Wines,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q213376,literal,,literal,,literal,http://www.wikidata.org/entity/Q1526617,literal,,,,,,,,wd:Q664
239,uri,http://www.wikidata.org/entity/Q111017798,en,literal,Henry's,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
240,uri,http://www.wikidata.org/entity/Q4636435,en,literal,3ZE,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
241,uri,http://www.wikidata.org/entity/Q113313384,en,literal,Corys Electrical,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
242,uri,http://www.wikidata.org/entity/Q124077184,en,literal,West Coast Gallery,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
243,uri,http://www.wikidata.org/entity/Q116825899,en,literal,Burnsco,en,literal,Hauraki Marine Limited,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
244,uri,http://www.wikidata.org/entity/Q1048626,en,literal,Lincoln University,en,literal,Lincoln College,http://www.w3.org/2001/XMLSchema#dateTime,literal,1878-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
245,uri,http://www.wikidata.org/entity/Q115566078,en,literal,Sal's Pizza,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q11707,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
246,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q189,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18,wd:Q664
247,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q229,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
248,uri,http://www.wikidata.org/entity/Q116824744,en,literal,Auckland Kindergarten Association,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
249,uri,http://www.wikidata.org/entity/Q110288070,en,literal,TAB,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
250,uri,http://www.wikidata.org/entity/Q5454297,en,literal,Firth Concrete,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
251,uri,http://www.wikidata.org/entity/Q21178908,en,literal,National Storage,en,literal,NATIONAL STORAGE REIT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q401404,literal,,literal,,literal,http://www.wikidata.org/entity/Q34932,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2840016597,,,,wd:Q664
252,uri,http://www.wikidata.org/entity/Q73784427,en,literal,Auckland University of Technology Library,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q758659,,,,,,,wd:Q664
253,uri,http://www.wikidata.org/entity/Q19875817,en,literal,Magic,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-04-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
254,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
255,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
256,uri,http://www.wikidata.org/entity/Q3310113,en,literal,JB Hi-Fi,en,literal,JB HI-FI LIMITED,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3141,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5771740609,,,,wd:Q664
257,uri,http://www.wikidata.org/entity/Q57663125,en,literal,Cryptopia,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
258,uri,http://www.wikidata.org/entity/Q432475,en,literal,University of Canterbury,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1873-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
259,uri,http://www.wikidata.org/entity/Q124155125,en,literal,Wildboy Studios,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q23661,literal,,,,,,,,wd:Q664
260,uri,http://www.wikidata.org/entity/Q107294730,en,literal,Masterworks Gallery,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
261,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,23,wd:Q664
262,uri,http://www.wikidata.org/entity/Q5508437,en,literal,Fulton Hogan,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1933-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
263,uri,http://www.wikidata.org/entity/Q17103499,en,literal,MedicAlert,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q870895,literal,,literal,,literal,http://www.wikidata.org/entity/Q1011205,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,21,wd:Q664
264,uri,http://www.wikidata.org/entity/Q5435806,en,literal,Farmers Trading Company,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
265,uri,http://www.wikidata.org/entity/Q106610545,en,literal,Flightless,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q833634,literal,,,,,,,,wd:Q664
266,uri,http://www.wikidata.org/entity/Q5604585,en,literal,Greenstone TV,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q37100,literal,,,,,,,,wd:Q664
267,uri,http://www.wikidata.org/entity/Q96414325,en,literal,Watercare Services,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7312235,literal,,,,,,,,wd:Q664
268,uri,http://www.wikidata.org/entity/Q115215489,en,literal,Pak'nSave Fuel,,,,,,,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
269,uri,http://www.wikidata.org/entity/Q5308945,en,literal,drugs.com,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,http://www.wikidata.org/entity/Q31207,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
270,uri,http://www.wikidata.org/entity/Q123906733,en,literal,Northart,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q664,literal,,literal,,literal,,literal,,literal,,,,,,,,wd:Q664
