,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
135,uri,http://www.wikidata.org/entity/Q16465976,en,literal,NH Media,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
136,uri,http://www.wikidata.org/entity/Q123281883,en,literal,Rootless Studio,,,,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
137,uri,http://www.wikidata.org/entity/Q162345,en,literal,LG Electronics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q212920,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,90578,,,,,,,,,,,,,wd:Q884
138,uri,http://www.wikidata.org/entity/Q5208189,en,literal,TBC,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-10-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q16181789,literal,,ko,literal,주식회사 티비씨,,,,,,,,,,,,,,,,wd:Q884
139,uri,http://www.wikidata.org/entity/Q16261797,en,literal,Star J Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
140,uri,http://www.wikidata.org/entity/Q16180845,en,literal,Jellyfish Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,en,literal,"JELLYFISH ENTERTAINMENT CO., LTD.",,,,,,,,,,,,,,,,wd:Q884
141,uri,http://www.wikidata.org/entity/Q28699048,en,literal,Seoul Metro,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-05-31T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q5503,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,ko,literal,서울교통공사,,,,,,,,,,,,,,,,wd:Q884
142,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
143,uri,http://www.wikidata.org/entity/Q105956291,en,literal,Belift Lab,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
144,uri,http://www.wikidata.org/entity/Q625975,en,literal,Kakao M,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647661,literal,,ko,literal,주식회사 카카오M,,,,,,,,,,,,,,,,wd:Q884
145,uri,http://www.wikidata.org/entity/Q94649502,en,literal,ProjectMoon,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-11-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,7,,,,,,,,,,,,,wd:Q884
146,uri,http://www.wikidata.org/entity/Q483971,en,literal,Stone Music Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,http://www.wikidata.org/entity/Q56063989,ko,literal,주식회사 스톤뮤직엔터테인먼트,,,,,,,,,,,,,,,,wd:Q884
147,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
148,uri,http://www.wikidata.org/entity/Q31180108,en,literal,WAKEONE,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-02-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,ko,literal,주식회사 웨이크원,http://www.w3.org/2001/XMLSchema#decimal,literal,43,,,,,,,,,,,,,wd:Q884
149,uri,http://www.wikidata.org/entity/Q123841093,en,literal,ATTRAKT entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-06-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q638,literal,,literal,,literal,http://www.wikidata.org/entity/Q489941,literal,,ko,literal,어트랙트 주식회사,,,,,,,,,,,,,,,,wd:Q884
150,uri,http://www.wikidata.org/entity/Q112674508,en,literal,Toytron,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q57262286,literal,,literal,,literal,http://www.wikidata.org/entity/Q20395,literal,,en,literal,Toytron,,,,,,,,,,,,,,,,wd:Q884
151,uri,http://www.wikidata.org/entity/Q21554828,en,literal,IST Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,ko,literal,아이에스티엔터테인먼트,,,,,,,,,,,,,,,,wd:Q884
152,uri,http://www.wikidata.org/entity/Q11189419,en,literal,Aniplus,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-09-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q884,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
153,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q155,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
154,uri,http://www.wikidata.org/entity/Q109412758,en,literal,S2 Entertainment,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20398,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
155,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,ja,literal,株式会社公文教育研究会,,,,,,,,,,,,,,,,wd:Q884
156,uri,http://www.wikidata.org/entity/Q3206859,en,literal,Star Empire Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-02-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
157,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
158,uri,http://www.wikidata.org/entity/Q489905,en,literal,Lotte Department Store,http://www.w3.org/2001/XMLSchema#dateTime,literal,1979-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
159,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q8646,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
160,uri,http://www.wikidata.org/entity/Q100573246,en,literal,Vlending,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q21198548, http://www.wikidata.org/entity/Q867147",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
161,uri,http://www.wikidata.org/entity/Q50595,en,literal,YG Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-02-24T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q19595701,literal,,literal,,literal,http://www.wikidata.org/entity/Q2681423,literal,,ko,literal,주식회사 와이지엔터테인먼트,http://www.w3.org/2001/XMLSchema#decimal,literal,668,,,,,,,,,,,,,wd:Q884
162,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
163,uri,http://www.wikidata.org/entity/Q65233413,en,literal,WAVVE,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-09-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q24887239, http://www.wikidata.org/entity/Q220499",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
164,uri,http://www.wikidata.org/entity/Q17063093,en,literal,Myung Films,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,http://www.wikidata.org/entity/Q36929,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
165,uri,http://www.wikidata.org/entity/Q6714708,en,literal,MBC Sports+,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
166,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
167,uri,http://www.wikidata.org/entity/Q491998,en,literal,TS Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
168,uri,http://www.wikidata.org/entity/Q19939261,en,literal,YNB Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
169,uri,http://www.wikidata.org/entity/Q21554828,en,literal,IST Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,en,literal,"IST Entertainment, Inc",,,,,,,,,,,,,,,,wd:Q884
170,uri,http://www.wikidata.org/entity/Q483280,en,literal,Korea Post,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q177777,literal,,literal,,literal,http://www.wikidata.org/entity/Q20929,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
171,uri,http://www.wikidata.org/entity/Q16175734,en,literal,Celltrion,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q20934,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
172,uri,http://www.wikidata.org/entity/Q16171470,en,literal,APPLE OF THE EYE,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-09-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
173,uri,http://www.wikidata.org/entity/Q61357229,en,literal,ANDMARQ,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-09-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
174,uri,http://www.wikidata.org/entity/Q142054,en,literal,Kumon,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q8434,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,ja,literal,株式会社公文教育研究会,,,,,,,,,,,,,,,,wd:Q884
175,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q79,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
176,uri,http://www.wikidata.org/entity/Q625168,en,literal,KBO League,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
177,uri,http://www.wikidata.org/entity/Q12581039,en,literal,FNC Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-12-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,http://www.wikidata.org/entity/Q12624119,literal,,literal,http://www.wikidata.org/entity/Q2647706,literal,,ko,literal,주식회사 에프엔씨엔터테인먼트,,,,,,,,,,,,,,,,wd:Q884
178,uri,http://www.wikidata.org/entity/Q115780935,,literal,Q115780935,http://www.w3.org/2001/XMLSchema#dateTime,literal,2019-01-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q20398,literal,,ko,literal,퍼스트원엔터테인먼트 주식회사,,,,,,,,,,,,,,,,wd:Q884
179,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q884
180,uri,http://www.wikidata.org/entity/Q7509507,en,literal,SidusHQ,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647661,literal,,ko,literal,주식회사 아이에이치큐e,,,,,,,,,,,,,,,,wd:Q884
181,uri,http://www.wikidata.org/entity/Q28046466,en,literal,GOM & Company,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
182,uri,http://www.wikidata.org/entity/Q429296,en,literal,MBK Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2647548,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
183,uri,http://www.wikidata.org/entity/Q626419,en,literal,OCN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
184,uri,http://www.wikidata.org/entity/Q6684925,en,literal,Lotte Insurance,http://www.w3.org/2001/XMLSchema#dateTime,literal,1946-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
185,uri,http://www.wikidata.org/entity/Q16161254,en,literal,Hybe Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q1068473, http://www.wikidata.org/entity/Q746359, http://www.wikidata.org/entity/Q8434",literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
186,uri,http://www.wikidata.org/entity/Q16164774,en,literal,AOMG,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,"http://www.wikidata.org/entity/Q429046, http://www.wikidata.org/entity/Q2756226",literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
187,uri,http://www.wikidata.org/entity/Q124632006,en,literal,Blissoo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2024-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q625568, http://www.wikidata.org/entity/Q638",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
188,uri,http://www.wikidata.org/entity/Q112650982,en,literal,Pictionary Art Factory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11425,literal,,literal,,literal,http://www.wikidata.org/entity/Q42124,literal,,ko,literal,픽셔너리 엔터테인먼트,,,,,,,,,,,,,,,,wd:Q884
189,uri,http://www.wikidata.org/entity/Q61357127,en,literal,Dorothy Company,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
190,uri,http://www.wikidata.org/entity/Q123906627,en,literal,Activers Entertainment,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
191,uri,http://www.wikidata.org/entity/Q97750124,en,literal,Joobong,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
192,uri,http://www.wikidata.org/entity/Q122338679,en,literal,Magic Cube,,,,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q16520,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
193,uri,http://www.wikidata.org/entity/Q4958352,en,literal,Brave Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
194,uri,http://www.wikidata.org/entity/Q19794485,en,literal,YMC Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
195,uri,http://www.wikidata.org/entity/Q20445830,en,literal,Devsisters,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
196,uri,http://www.wikidata.org/entity/Q120998331,en,literal,Banapresso,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
197,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1345, http://www.wikidata.org/entity/Q2662373",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q884
198,uri,http://www.wikidata.org/entity/Q107394133,en,literal,Ader Error,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
199,uri,http://www.wikidata.org/entity/Q85971748,en,literal,MBC M,,,,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q8684,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
200,uri,http://www.wikidata.org/entity/Q213097,en,literal,JTBC,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-03-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q55726709,literal,,ko,literal,주식회사 제이티비씨,,,,,,,,,,,,,,,,wd:Q884
201,uri,http://www.wikidata.org/entity/Q333206,en,literal,Yonhap News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-12-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q36929,literal,,ko,literal,주식회사 연합뉴스,,,,,,,,,,,,,,,,wd:Q884
202,uri,http://www.wikidata.org/entity/Q123841379,en,literal,BAT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
203,uri,http://www.wikidata.org/entity/Q1316175,en,literal,SYSTRAN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,http://www.wikidata.org/entity/Q112165934,literal,,literal,,literal,http://www.wikidata.org/entity/Q90,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
204,uri,http://www.wikidata.org/entity/Q109342790,en,literal,NAVER NOW.,,,,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q63241860, http://www.wikidata.org/entity/Q184973",literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
205,uri,http://www.wikidata.org/entity/Q1149165,en,literal,Samyang Optics,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q495387,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,105,,,,,,,,,,,,,wd:Q884
206,uri,http://www.wikidata.org/entity/Q699142,en,literal,Din Tai Fung,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q1867,literal,,,,,,,,,,,,,,,,,,,,wd:Q884
