,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country
66,uri,http://www.wikidata.org/entity/Q100734718,en,literal,One More Level,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,pl,literal,One More Level,,,,,,,wd:Q36
67,uri,http://www.wikidata.org/entity/Q123350604,en,literal,"""Dobre Smaki"" Stary Toruń",,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7602840,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
68,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,,,,,,,,,,,,,,,,wd:Q36
69,uri,http://www.wikidata.org/entity/Q119213347,en,literal,Sushi Story,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
70,uri,http://www.wikidata.org/entity/Q52636078,en,literal,Wydawnictwo Naukowe WSB w Dąbrowie Górniczej,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q9380725,literal,http://www.wikidata.org/entity/Q9380725,,,,,,,,,,pl,literal,Wydawnictwo Naukowe Akademii WSB,,,,,,,wd:Q36
71,uri,http://www.wikidata.org/entity/Q62054190,en,literal,Awiteks,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
72,uri,http://www.wikidata.org/entity/Q113686383,en,literal,FreeMind,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
73,uri,http://www.wikidata.org/entity/Q122670566,en,literal,Enjoy Studio,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-11-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
74,uri,http://www.wikidata.org/entity/Q124025176,,literal,Q124025176,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q695829,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
75,uri,http://www.wikidata.org/entity/Q655966,en,literal,Comarch,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q880371,literal,http://www.wikidata.org/entity/Q11720143,literal,,literal,http://www.wikidata.org/entity/Q31487,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,6349,,,,,,,,,,,,,,,,wd:Q36
76,uri,http://www.wikidata.org/entity/Q11742146,en,literal,Komunikacja Miejska w Szczecinku,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
77,uri,http://www.wikidata.org/entity/Q48862619,en,literal,Zarząd Transportu Metropolitalnego,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q588,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
78,uri,http://www.wikidata.org/entity/Q348402,en,literal,Adam Mickiewicz University in Poznań,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-05-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,5226,,,,,,,la,literal,Universitas Studiorum Mickiewicziana Posnaniensis,,,,,,,wd:Q36
79,uri,http://www.wikidata.org/entity/Q16605125,en,literal,Sokołów,http://www.w3.org/2001/XMLSchema#dateTime,literal,1899-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q16643467,literal,,literal,,literal,http://www.wikidata.org/entity/Q1613105,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,8006,http://www.w3.org/2001/XMLSchema#decimal,literal,27200000,,,,mul,literal,SOKOŁÓW S.A.,,,,,,,wd:Q36
80,uri,http://www.wikidata.org/entity/Q110400563,en,literal,naptime.games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
81,uri,http://www.wikidata.org/entity/Q123028724,en,literal,Epaka.pl,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
82,uri,http://www.wikidata.org/entity/Q701338,en,literal,C&A,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q96,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1718, http://www.wikidata.org/entity/Q318418",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,35000,,,,,,,,,,,,,,,,wd:Q36
83,uri,http://www.wikidata.org/entity/Q115182955,en,literal,SONKA,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
84,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
85,uri,http://www.wikidata.org/entity/Q106864235,en,literal,Hamster On Coke Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q106268,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
86,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
87,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q191,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
88,uri,http://www.wikidata.org/entity/Q120651326,en,literal,Piana Vyshnia,,,,uri,http://www.wikidata.org/entity/Q37,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
89,uri,http://www.wikidata.org/entity/Q9267648,en,literal,Getin Noble Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,pl,literal,GETIN NOBLE BANK SPÓŁKA AKCYJNA,,,,,,,wd:Q36
90,uri,http://www.wikidata.org/entity/Q109381699,en,literal,RedDeerGames,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
91,uri,http://www.wikidata.org/entity/Q109929481,en,literal,Jutsu Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
92,uri,http://www.wikidata.org/entity/Q114772548,en,literal,Elektrownia Contemporary Art Gallery,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-11-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
93,uri,http://www.wikidata.org/entity/Q11822697,en,literal,Polskie Radio Opole,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
94,uri,http://www.wikidata.org/entity/Q110068296,en,literal,Adria Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q41252,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
95,uri,http://www.wikidata.org/entity/Q54822246,en,literal,Awesome Games Studio,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
96,uri,http://www.wikidata.org/entity/Q110594816,en,literal,Hala Wola,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
97,uri,http://www.wikidata.org/entity/Q137503,en,literal,University of Łódź,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q580,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
98,uri,http://www.wikidata.org/entity/Q11837925,en,literal,Military University of Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1951-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,en,literal,Military University  of Technology,,,,,,,wd:Q36
99,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q668,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
100,uri,http://www.wikidata.org/entity/Q9345945,en,literal,Stokrotka,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,8743,http://www.w3.org/2001/XMLSchema#decimal,literal,-4300000,,,,pl,literal,"""STOKROTKA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",,,,,,,wd:Q36
101,uri,http://www.wikidata.org/entity/Q115921434,en,literal,Cofix Global,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,http://www.wikidata.org/entity/Q115921261,literal,,literal,http://www.wikidata.org/entity/Q229,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
102,uri,http://www.wikidata.org/entity/Q75438,en,literal,Żywiec Brewery,http://www.w3.org/2001/XMLSchema#dateTime,literal,1856-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q869095,literal,,literal,,literal,http://www.wikidata.org/entity/Q373059,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
103,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
104,uri,http://www.wikidata.org/entity/Q187409,en,literal,Belsat TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,http://www.wikidata.org/entity/Q3136860,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
105,uri,http://www.wikidata.org/entity/Q7933970,en,literal,Virgin Mobile Polska,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-08-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
106,uri,http://www.wikidata.org/entity/Q123240454,en,literal,Wesoła Pani,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
107,uri,http://www.wikidata.org/entity/Q115007305,en,literal,Tenczynek Brewery,,uri,http://www.wikidata.org/.well-known/genid/45fb2231da8eaba909f5ebf93ad317ff,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q11644505,literal,,literal,,literal,http://www.wikidata.org/entity/Q147380,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
108,uri,http://www.wikidata.org/entity/Q110952328,en,literal,Hebe,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,pl,literal,Hebe,,,,,,,wd:Q36
109,uri,http://www.wikidata.org/entity/Q9265572,,literal,Q9265572,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
110,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,,,,,,,,,,en,literal,B&B Hotels,,,,,,,wd:Q36
111,uri,http://www.wikidata.org/entity/Q115516631,en,literal,Gethome.pl,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,pl,literal,gethome.pl,,,,,,,wd:Q36
112,uri,http://www.wikidata.org/entity/Q1172164,en,literal,CD Projekt RED,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,"http://www.wikidata.org/entity/Q580, http://www.wikidata.org/entity/Q270",literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,981,,,,,,,,,,,,,,,,wd:Q36
113,uri,http://www.wikidata.org/entity/Q106617510,en,literal,Restauracja Bar Kepler,,,,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
114,uri,http://www.wikidata.org/entity/Q112158349,en,literal,Baltoro Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
115,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q508378",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2792,http://www.w3.org/2001/XMLSchema#decimal,literal,6605351.15,,,,es,literal,GMV Innovating Solutions,,,,,,,wd:Q36
116,uri,http://www.wikidata.org/entity/Q1476710,en,literal,KGHM Polska Miedź,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q44497,literal,http://www.wikidata.org/entity/Q27683158,literal,,literal,http://www.wikidata.org/entity/Q237512,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,33568,http://www.w3.org/2001/XMLSchema#decimal,literal,385500000,,,,pl,literal,KGHM Polska Miedź Spółka Akcyjna,,,,,,,wd:Q36
117,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
118,uri,http://www.wikidata.org/entity/Q11742085,en,literal,Komputronik,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q601401,literal,,literal,,literal,http://www.wikidata.org/entity/Q268,literal,,,,,,,,,,,pl,literal,KOMPUTRONIK SPÓŁKA AKCYJNA,,,,,,,wd:Q36
119,uri,http://www.wikidata.org/entity/Q58886464,en,literal,Kodera Software,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q461513,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
120,uri,http://www.wikidata.org/entity/Q1160928,en,literal,mBank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q60854801, http://www.wikidata.org/entity/Q270",literal,,,,,,,,,,,pl,literal,mBank Spółka Akcyjna,,,,,,,wd:Q36
121,uri,http://www.wikidata.org/entity/Q116766024,en,literal,Fireline Games,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
122,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q6571804",http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,,,,wd:Q36
123,uri,http://www.wikidata.org/entity/Q33326238,en,literal,EXOR Studios,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q393,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
124,uri,http://www.wikidata.org/entity/Q107660550,en,literal,Spokko,,,,uri,http://www.wikidata.org/entity/Q36,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q270,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
125,uri,http://www.wikidata.org/entity/Q9383695,en,literal,ZKKM Chrzanów,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
126,uri,http://www.wikidata.org/entity/Q11692586,en,literal,Da Grasso,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q36
