,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
147,uri,http://www.wikidata.org/entity/Q17998584,en,literal,National Institute of Health Research and Development,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Badan Penelitian dan Pengembangan Kesehatan,,,,,,,,,,wd:Q252
148,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q424,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
149,uri,http://www.wikidata.org/entity/Q28725516,,literal,Q28725516,,,,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q1415395,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
150,uri,http://www.wikidata.org/entity/Q18128328,en,literal,Musim Mas,http://www.w3.org/2001/XMLSchema#dateTime,literal,1932-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q396622,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
151,uri,http://www.wikidata.org/entity/Q623042,en,literal,Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-12-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q926217, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Rakyat Indonesia (Persero),http://www.w3.org/2001/XMLSchema#decimal,literal,60553,,,,,,,wd:Q252
152,uri,http://www.wikidata.org/entity/Q67464137,en,literal,Olive Fried Chicken,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
153,uri,http://www.wikidata.org/entity/Q1579397,en,literal,Bandung Institute of Technology,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
154,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q36,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
155,uri,http://www.wikidata.org/entity/Q4250926,en,literal,Trisakti University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-11-29T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
156,uri,http://www.wikidata.org/entity/Q67463292,en,literal,Warunk Upnormal,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
157,uri,http://www.wikidata.org/entity/Q3234878,en,literal,Trans7,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10114,literal,,,,,,,,,,,,,,wd:Q252
158,uri,http://www.wikidata.org/entity/Q17320327,en,literal,Bukalapak,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q11661,literal,http://www.wikidata.org/entity/Q122382105,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bukalapak.com Tbk,,,,,,,,,,wd:Q252
159,uri,http://www.wikidata.org/entity/Q12521890,en,literal,Tokopedia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-08-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,,literal,,id,literal,PT Tokopedia,,,,,,,,,,wd:Q252
160,uri,http://www.wikidata.org/entity/Q6818526,en,literal,Mercu Buana University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-10-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
161,uri,http://www.wikidata.org/entity/Q7415523,en,literal,Sanata Dharma University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
162,uri,http://www.wikidata.org/entity/Q7442749,en,literal,Sebelas Maret University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-03-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
163,uri,http://www.wikidata.org/entity/Q116247751,en,literal,M&C Saatchi Performance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q252
164,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q881,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
165,uri,http://www.wikidata.org/entity/Q56191337,en,literal,Warner Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Warner Music Indonesia,,,,,,,,,,wd:Q252
166,uri,http://www.wikidata.org/entity/Q98687155,en,literal,Universal Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,Universal Music Indonesia,,,,,,,,,,wd:Q252
167,uri,http://www.wikidata.org/entity/Q57440617,en,literal,PT Sinar Mas Agro Resources and Technology Tbk,,,,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q231458, http://www.wikidata.org/entity/Q11451",literal,,literal,,literal,,literal,,id,literal,PT Sinas Mas Agro Resources and Technology Tbk,,,,,,,,,,wd:Q252
168,uri,http://www.wikidata.org/entity/Q12472352,en,literal,Aquarius Musikindo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,Aquarius Musikindo,,,,,,,,,,wd:Q252
169,uri,http://www.wikidata.org/entity/Q12523349,en,literal,Jakarta State Islamic University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-06-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10128,literal,,,,,,,,,,,,,,wd:Q252
170,uri,http://www.wikidata.org/entity/Q106914877,en,literal,GoTo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-05-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q11661,literal,,literal,,literal,http://www.wikidata.org/entity/Q10114,literal,,id,literal,GoTo Gojek Tokopedia Tbk,,,,,,,,,,wd:Q252
171,uri,http://www.wikidata.org/entity/Q111632825,en,literal,Indosiar Mataram,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-10-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14126,literal,,id,literal,PT Indosiar Mataram Televisi,,,,,,,,,,wd:Q252
172,uri,http://www.wikidata.org/entity/Q11264892,en,literal,Kimia Farma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q56573357,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,Kimia Farma (Persero) Tbk,http://www.w3.org/2001/XMLSchema#decimal,literal,11.511,,,,,,,wd:Q252
173,uri,http://www.wikidata.org/entity/Q116247751,en,literal,M&C Saatchi Performance,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q39809,literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,,,,,,,,,,,,,wd:Q252
174,uri,http://www.wikidata.org/entity/Q12506012,en,literal,Politeknik Caltex Riau,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-06-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
175,uri,http://www.wikidata.org/entity/Q20427837,en,literal,MNC Pictures,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
176,uri,http://www.wikidata.org/entity/Q2393592,en,literal,Indosat Ooredoo Hutchison,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q96472425, http://www.wikidata.org/entity/Q56598901, http://www.wikidata.org/entity/Q25245117",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Indosat Tbk,,,,,,,,,,wd:Q252
177,uri,http://www.wikidata.org/entity/Q56393180,en,literal,Akurama Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,Akurama Records,,,,,,,,,,wd:Q252
178,uri,http://www.wikidata.org/entity/Q4688506,en,literal,Aerowisata,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q49389,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
179,uri,http://www.wikidata.org/entity/Q10980312,en,literal,Kuningan University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-06-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
180,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q884,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
181,uri,http://www.wikidata.org/entity/Q12523376,en,literal,Medan Area University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
182,uri,http://www.wikidata.org/entity/Q1145992,en,literal,Universitas Gadjah Mada,http://www.w3.org/2001/XMLSchema#dateTime,literal,1949-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7568,literal,,,,,,,,,,,,,,wd:Q252
183,uri,http://www.wikidata.org/entity/Q12523397,en,literal,Muhammadiyah University of Ponorogo,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
184,uri,http://www.wikidata.org/entity/Q19726033,en,literal,GP Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,GP Records,,,,,,,,,,wd:Q252
185,uri,http://www.wikidata.org/entity/Q623042,en,literal,Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-12-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q926217, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#decimal,literal,79079,,,,,,,wd:Q252
186,uri,http://www.wikidata.org/entity/Q63371124,en,literal,Guardian,,,,uri,http://www.wikidata.org/entity/Q921,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
187,uri,http://www.wikidata.org/entity/Q110959120,en,literal,Tyreplus,,,,uri,http://www.wikidata.org/entity/Q817,literal,"http://www.wikidata.org/entity/Q190117, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
188,uri,http://www.wikidata.org/entity/Q19726033,en,literal,GP Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,en,literal,GP Records,,,,,,,,,,wd:Q252
189,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
190,uri,http://www.wikidata.org/entity/Q67462086,en,literal,Rocket Chicken,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-02-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
191,uri,http://www.wikidata.org/entity/Q123281050,en,literal,Watchdoc,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q10340,literal,,,,,,,,,,,,,,wd:Q252
192,uri,http://www.wikidata.org/entity/Q106616410,en,literal,Lion Parcel,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
193,uri,http://www.wikidata.org/entity/Q12523390,en,literal,Muhammadiyah University of Jakarta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
194,uri,http://www.wikidata.org/entity/Q4250957,en,literal,Transvision,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-05-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q56611639, http://www.wikidata.org/entity/Q209588",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
195,uri,http://www.wikidata.org/entity/Q118584902,en,literal,QMB New Energy Materials,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
196,uri,http://www.wikidata.org/entity/Q1973495,en,literal,TVRI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1962-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
197,uri,http://www.wikidata.org/entity/Q111850958,en,literal,Buku Mojok,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3741,literal,,,,,,,,,,,,,,wd:Q252
198,uri,http://www.wikidata.org/entity/Q116825053,en,literal,Lollipops Playland,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
199,uri,http://www.wikidata.org/entity/Q105574200,en,literal,Bank Syariah Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,2021-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q457753,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
200,uri,http://www.wikidata.org/entity/Q12493281,en,literal,iNews Lampung,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
201,uri,http://www.wikidata.org/entity/Q6428601,en,literal,Kompas TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
202,uri,http://www.wikidata.org/entity/Q623042,en,literal,Bank Rakyat Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1895-12-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,"http://www.wikidata.org/entity/Q926217, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,id,literal,PT Bank Rakyat Indonesia (Persero),http://www.w3.org/2001/XMLSchema#decimal,literal,79079,,,,,,,wd:Q252
203,uri,http://www.wikidata.org/entity/Q19747448,,literal,Q19747448,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
204,uri,http://www.wikidata.org/entity/Q7668054,en,literal,Bandung TV,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
205,uri,http://www.wikidata.org/entity/Q122470958,en,literal,HP Music: Records Label,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
206,uri,http://www.wikidata.org/entity/Q12495745,en,literal,MD Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-12-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,,,,,,,,,,,,,wd:Q252
207,uri,http://www.wikidata.org/entity/Q11223593,en,literal,Universitas Islam Negeri Walisongo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-04-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
208,uri,http://www.wikidata.org/entity/Q56393180,en,literal,Akurama Records,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,Akurama Records,,,,,,,,,,wd:Q252
209,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18246,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
210,uri,http://www.wikidata.org/entity/Q38116375,en,literal,Voyagin,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,http://www.wikidata.org/entity/Q17229042,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,wd:Q252
211,uri,http://www.wikidata.org/entity/Q12518060,en,literal,Super Indo,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
212,uri,http://www.wikidata.org/entity/Q19731367,,literal,Q19731367,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
213,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q833,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
214,uri,http://www.wikidata.org/entity/Q98687155,en,literal,Universal Music Indonesia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,Universal Music Indonesia,,,,,,,,,,wd:Q252
215,uri,http://www.wikidata.org/entity/Q7683446,en,literal,Tanjungpura University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1959-05-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
216,uri,http://www.wikidata.org/entity/Q12523407,en,literal,Muhammadiyah University of Surabaya,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
217,uri,http://www.wikidata.org/entity/Q12522364,en,literal,Trinity Optima Production,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-06-30T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q746359,literal,,literal,,literal,http://www.wikidata.org/entity/Q192999,literal,,id,literal,Trinity Optima Production,,,,,,,,,,wd:Q252
218,uri,http://www.wikidata.org/entity/Q6942482,en,literal,Musica Studios,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,http://www.wikidata.org/entity/Q10302058,literal,,literal,,literal,http://www.wikidata.org/entity/Q3630,literal,,ms,literal,Musica Studio's,,,,,,,,,,wd:Q252
219,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,wd:Q252
220,uri,http://www.wikidata.org/entity/Q12712165,en,literal,Jakarta State University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-05-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q252
221,uri,http://www.wikidata.org/entity/Q113858405,en,literal,Hello Health Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q836,literal,"http://www.wikidata.org/entity/Q46994, http://www.wikidata.org/entity/Q12147",literal,http://www.wikidata.org/entity/Q115477903,literal,,literal,http://www.wikidata.org/entity/Q334,literal,,en,literal,Hello Health Group Pte. Ltd,http://www.w3.org/2001/XMLSchema#decimal,literal,351,,,,,,,wd:Q252
222,uri,http://www.wikidata.org/entity/Q20427814,,literal,Q20427814,,,,uri,http://www.wikidata.org/entity/Q252,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4900880,,,,,,,,,,,,,wd:Q252
