,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,country
177,uri,http://www.wikidata.org/entity/Q81378907,en,literal,SADAT,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-02-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,http://www.wikidata.org/entity/Q81384655,literal,http://www.wikidata.org/entity/Q794356,literal,,,,,,,,,,,,,,wd:Q43
178,uri,http://www.wikidata.org/entity/Q28940760,en,literal,Koc Fiat Kredi Finansman Co.,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
179,uri,http://www.wikidata.org/entity/Q20471091,,literal,Q20471091,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
180,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
181,uri,http://www.wikidata.org/entity/Q297600,en,literal,ASELSAN,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q392933,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5343,,,,,,,wd:Q43
182,uri,http://www.wikidata.org/entity/Q4833225,en,literal,Açık Radyo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
183,uri,http://www.wikidata.org/entity/Q6019908,en,literal,Nesin Yayinevi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
184,uri,http://www.wikidata.org/entity/Q1148521,en,literal,VakıfBank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
185,uri,http://www.wikidata.org/entity/Q683816,en,literal,Demirören News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q192283,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,Doğan Haber Ajansı,,,,,,,,,,wd:Q43
186,uri,http://www.wikidata.org/entity/Q110454466,en,literal,Hakmar Express,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
187,uri,http://www.wikidata.org/entity/Q6075817,en,literal,TMB TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q390637,literal,,,,,,,,,,,,,,wd:Q43
188,uri,http://www.wikidata.org/entity/Q6017453,en,literal,Belge Publishing House,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
189,uri,http://www.wikidata.org/entity/Q62296914,en,literal,M Oil,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
190,uri,http://www.wikidata.org/entity/Q6586561,en,literal,Mardin Artuklu University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
191,uri,http://www.wikidata.org/entity/Q4952569,en,literal,Boyner Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q1050148,literal,,,,,,,,,,,,,,wd:Q43
192,uri,http://www.wikidata.org/entity/Q28940689,en,literal,Mercedes Benz Finansman Turk Co.,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
193,uri,http://www.wikidata.org/entity/Q4710305,en,literal,Now,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-04-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
194,uri,http://www.wikidata.org/entity/Q6084324,en,literal,Yıldırım Beyazıt University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
195,uri,http://www.wikidata.org/entity/Q28940479,en,literal,Jolly tours,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
196,uri,http://www.wikidata.org/entity/Q14365850,en,literal,Polimeks,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q385378,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
197,uri,http://www.wikidata.org/entity/Q115625323,en,literal,Weakfish Studio Publishing,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
198,uri,http://www.wikidata.org/entity/Q25475379,en,literal,Tekzen,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q14745,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
199,uri,http://www.wikidata.org/entity/Q106803959,en,literal,Yatsan,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
200,uri,http://www.wikidata.org/entity/Q31188912,en,literal,Vakıf Participation Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-02-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
201,uri,http://www.wikidata.org/entity/Q106803871,en,literal,İDAŞ,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
202,uri,http://www.wikidata.org/entity/Q6093056,en,literal,TEİAŞ,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
203,uri,http://www.wikidata.org/entity/Q6083885,en,literal,Ülke TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
204,uri,http://www.wikidata.org/entity/Q483676,en,literal,AnadoluJet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
205,uri,http://www.wikidata.org/entity/Q120134496,en,literal,Paradigma,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
206,uri,http://www.wikidata.org/entity/Q12811293,en,literal,ING Türkiye,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,ING,http://www.w3.org/2001/XMLSchema#decimal,literal,3442,,,,,,,wd:Q43
207,uri,http://www.wikidata.org/entity/Q12060584,en,literal,HSBC Turkey,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
208,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q846,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
209,uri,http://www.wikidata.org/entity/Q343557,en,literal,İletişim Yayınları,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-09-12T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
210,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q28,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
211,uri,http://www.wikidata.org/entity/Q28940767,en,literal,Search and Rescue Association,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
212,uri,http://www.wikidata.org/entity/Q1718685,en,literal,Sakarya University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q83069,literal,,,,,,,,,,,,,,wd:Q43
213,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q398,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
214,uri,http://www.wikidata.org/entity/Q6057571,,literal,Q6057571,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
215,uri,http://www.wikidata.org/entity/Q41323377,en,literal,Amanruya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
216,uri,http://www.wikidata.org/entity/Q5385213,en,literal,Erciyes Ski Resort,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
217,uri,http://www.wikidata.org/entity/Q6037320,en,literal,Yapi Kredi Publications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,http://www.wikidata.org/entity/Q6045741,literal,,literal,,,,,,,,,,,,,,wd:Q43
218,uri,http://www.wikidata.org/entity/Q52236613,en,literal,Ankara Hacı Bayram Veli University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
219,uri,http://www.wikidata.org/entity/Q20473304,en,literal,Trendyol.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
220,uri,http://www.wikidata.org/entity/Q98456772,en,literal,Tesco Express,,,,uri,http://www.wikidata.org/entity/Q148,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
221,uri,http://www.wikidata.org/entity/Q1115064,en,literal,Denizbank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,14853,,,,,,,wd:Q43
222,uri,http://www.wikidata.org/entity/Q17508076,en,literal,Alarko Carrier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q206116,literal,,,,,,,,,,,,,,wd:Q43
223,uri,http://www.wikidata.org/entity/Q28940687,en,literal,B&G Store,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
224,uri,http://www.wikidata.org/entity/Q6081316,en,literal,Düzce University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q432391,literal,,,,,,,,,,,,,,wd:Q43
225,uri,http://www.wikidata.org/entity/Q28940545,en,literal,Turkish Industry and Business Organization,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
226,uri,http://www.wikidata.org/entity/Q20473868,en,literal,A Spor,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
227,uri,http://www.wikidata.org/entity/Q106803578,en,literal,Mondi,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
228,uri,http://www.wikidata.org/entity/Q28940516,en,literal,Forum İstanbul AVM,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
229,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
230,uri,http://www.wikidata.org/entity/Q97260733,en,literal,Bloomberg HT Radyo,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217411,literal,,,,,,,,,,,,,,wd:Q43
231,uri,http://www.wikidata.org/entity/Q6095754,en,literal,Nurol Holding,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q385378,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
232,uri,http://www.wikidata.org/entity/Q6064805,en,literal,Acun Medya,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-09-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
233,uri,http://www.wikidata.org/entity/Q1922090,en,literal,Mersin University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q134291,literal,,,,,,,,,,,,,,wd:Q43
234,uri,http://www.wikidata.org/entity/Q6090601,en,literal,Yemeksepeti.com,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
235,uri,http://www.wikidata.org/entity/Q28940675,en,literal,Mapa,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
236,uri,http://www.wikidata.org/entity/Q1790346,en,literal,Ford Otosan,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,Ford Otomotiv Sanayi A.Ş.,,,,,,,,,,wd:Q43
237,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q817,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
238,uri,http://www.wikidata.org/entity/Q6051265,en,literal,Sürat Kargo,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q651658,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
239,uri,http://www.wikidata.org/entity/Q483676,en,literal,AnadoluJet,http://www.w3.org/2001/XMLSchema#dateTime,literal,2023-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
240,uri,http://www.wikidata.org/entity/Q1091884,en,literal,Cihan News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
241,uri,http://www.wikidata.org/entity/Q8049138,en,literal,Yapı ve Kredi Bankası,http://www.w3.org/2001/XMLSchema#dateTime,literal,1944-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
242,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q822,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
243,uri,http://www.wikidata.org/entity/Q343987,en,literal,İnönü University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
244,uri,http://www.wikidata.org/entity/Q1142874,en,literal,Fırat University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q174060,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,2300,,,,,,,wd:Q43
245,uri,http://www.wikidata.org/entity/Q3079259,en,literal,PTT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1840-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q49845,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
246,uri,http://www.wikidata.org/entity/Q6559269,en,literal,Teknosa,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
247,uri,http://www.wikidata.org/entity/Q169939,en,literal,Akdeniz University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6487,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1578,,,,,,,wd:Q43
248,uri,http://www.wikidata.org/entity/Q19317043,en,literal,Orient News,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q612,literal,,,,,,,,,,,,,,wd:Q43
249,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q974,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,,,,wd:Q43
250,uri,http://www.wikidata.org/entity/Q7933981,en,literal,Virgin Radio Turkey,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
251,uri,http://www.wikidata.org/entity/Q28940735,en,literal,Dost Kitabevi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
252,uri,http://www.wikidata.org/entity/Q6034611,en,literal,General Mobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q390637,literal,,,,,,,,,,,,,,wd:Q43
253,uri,http://www.wikidata.org/entity/Q6036742,en,literal,Odeabank,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
254,uri,http://www.wikidata.org/entity/Q19612269,en,literal,Petlas,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q208005,literal,,,,,,,,,,,,,,wd:Q43
255,uri,http://www.wikidata.org/entity/Q6103980,en,literal,Artvin Çoruh University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q193445,literal,,,,,,,,,,,,,,wd:Q43
256,uri,http://www.wikidata.org/entity/Q1022075,en,literal,BIM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q43,literal,,,,,,,,,,,,,,wd:Q43
257,uri,http://www.wikidata.org/entity/Q6095247,en,literal,Beyaz TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
258,uri,http://www.wikidata.org/entity/Q78594306,en,literal,Azmüsebat,,,,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q123153212, http://www.wikidata.org/entity/Q123153150",literal,,literal,,literal,http://www.wikidata.org/entity/Q938548,literal,,tr,literal,Azmüsebat Çelik Sanayi ve Ticaret A.Ş.,,,,,,,,,,wd:Q43
259,uri,http://www.wikidata.org/entity/Q12809694,en,literal,Giresun University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q201095,literal,,,,,,,,,,,,,,wd:Q43
260,uri,http://www.wikidata.org/entity/Q6084153,en,literal,TGRT Haber,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q12812591,literal,,,,,,,,,,,,,,wd:Q43
261,uri,http://www.wikidata.org/entity/Q6009987,en,literal,Banvit,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q214651,literal,,,,,,,,,,,,,,wd:Q43
262,uri,http://www.wikidata.org/entity/Q7669991,en,literal,TEMA Foundation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q48898,literal,,,,,,,,,,,,,,wd:Q43
263,uri,http://www.wikidata.org/entity/Q19610501,en,literal,Altınbaş,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
264,uri,http://www.wikidata.org/entity/Q1964403,en,literal,Namık Kemal University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q182009,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,560,,,,,,,wd:Q43
265,uri,http://www.wikidata.org/entity/Q3088422,en,literal,Kartalkaya,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
266,uri,http://www.wikidata.org/entity/Q88802009,en,literal,İstanbul Bilişim,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q76214980,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
267,uri,http://www.wikidata.org/entity/Q6068396,en,literal,Morhipo,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
268,uri,http://www.wikidata.org/entity/Q6089196,en,literal,Bartın University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q211805,literal,,,,,,,,,,,,,,wd:Q43
269,uri,http://www.wikidata.org/entity/Q120186078,en,literal,Vakifbank Kultur Yayinlari,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
270,uri,http://www.wikidata.org/entity/Q84432980,en,literal,Haber Global,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q857107,literal,,,,,,,,,,,,,,wd:Q43
