,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,country
74,uri,http://www.wikidata.org/entity/Q123291685,en,literal,Associazione Liberi Incisori,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
75,uri,http://www.wikidata.org/entity/Q3687413,en,literal,Consip,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3620776,literal,http://www.wikidata.org/entity/Q16910059,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
76,uri,http://www.wikidata.org/entity/Q19616,en,literal,RAI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Radio Audizioni Italiane,,,,,,,,,,,,,,,,wd:Q38
77,uri,http://www.wikidata.org/entity/Q105423900,,literal,Q105423900,,,,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q187939, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
78,uri,http://www.wikidata.org/entity/Q2037048,en,literal,Techint,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q414,literal,http://www.wikidata.org/entity/Q11467,literal,,literal,,literal,"http://www.wikidata.org/entity/Q1486, http://www.wikidata.org/entity/Q490",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,59196,,,,,,,,,,,,,wd:Q38
79,uri,http://www.wikidata.org/entity/Q7065448,en,literal,NOW TV,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-07-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
80,uri,http://www.wikidata.org/entity/Q1939338,en,literal,Poste Air Cargo,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Poste Air Cargo s.r.l.,,,,,,,,,,,,,,,,wd:Q38
81,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q408,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q38
82,uri,http://www.wikidata.org/entity/Q91307483,en,literal,Yesss Electrical,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q112165722,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
83,uri,http://www.wikidata.org/entity/Q6420723,en,literal,Pearson Education,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
84,uri,http://www.wikidata.org/entity/Q124213642,en,literal,NonSoloSport,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
85,uri,http://www.wikidata.org/entity/Q123807531,en,literal,FitActive,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
86,uri,http://www.wikidata.org/entity/Q373219,en,literal,La Perla,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
87,uri,http://www.wikidata.org/entity/Q4025261,en,literal,È TV,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
88,uri,http://www.wikidata.org/entity/Q41171672,en,literal,Aldi Süd,http://www.w3.org/2001/XMLSchema#dateTime,literal,1960-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q27,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2899,literal,http://www.wikidata.org/entity/Q125054,,,,,,,,,,,,,,,,,,,wd:Q38
89,uri,http://www.wikidata.org/entity/Q3745690,en,literal,FinecoBank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
90,uri,http://www.wikidata.org/entity/Q123058749,en,literal,Monclick,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q187696,literal,,it,literal,Monclick S.r.l.,,,,,,,,,,,,,,,,wd:Q38
91,uri,http://www.wikidata.org/entity/Q3943659,en,literal,SISAL,http://www.w3.org/2001/XMLSchema#dateTime,literal,1945-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q61054412,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,SISAL S.p.A.,,,,,,,,,,,,,,,,wd:Q38
92,uri,http://www.wikidata.org/entity/Q3725397,en,literal,EniPower,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q42192,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
93,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,http://www.wikidata.org/entity/Q53865133,literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,,,,wd:Q38
94,uri,http://www.wikidata.org/entity/Q258131,en,literal,Rai 1,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
95,uri,http://www.wikidata.org/entity/Q7333248,en,literal,Rifle,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q82616,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
96,uri,http://www.wikidata.org/entity/Q1665834,en,literal,Inter Press Service,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1193236,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
97,uri,http://www.wikidata.org/entity/Q3689979,en,literal,Coop Lombardia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q331814,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,Coop Lombardia S.c.,,,,,,,,,,,,,,,,wd:Q38
98,uri,http://www.wikidata.org/entity/Q1884343,en,literal,Magneti Marelli,http://www.w3.org/2001/XMLSchema#dateTime,literal,1919-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q29584632,literal,,literal,,literal,"http://www.wikidata.org/entity/Q42924, http://www.wikidata.org/entity/Q490",literal,,,,,,,,,,,,,,,,,,,,wd:Q38
99,uri,http://www.wikidata.org/entity/Q106614483,en,literal,Movicom Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q159,literal,http://www.wikidata.org/entity/Q15265344,literal,,literal,,literal,http://www.wikidata.org/entity/Q649,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
100,uri,http://www.wikidata.org/entity/Q271812,en,literal,Ducati Motor Holding,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,http://www.wikidata.org/entity/Q48767526,it,literal,Ducati Motor Holding S.p.A.,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,61000000,,,,,,,,,,wd:Q38
101,uri,http://www.wikidata.org/entity/Q64454314,en,literal,Blanco,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
102,uri,http://www.wikidata.org/entity/Q956756,en,literal,Alenia Aermacchi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q936518, http://www.wikidata.org/entity/Q190117",literal,,literal,,literal,"http://www.wikidata.org/entity/Q39649, http://www.wikidata.org/entity/Q6285",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,10483,,,,,,,,,,,,,wd:Q38
103,uri,http://www.wikidata.org/entity/Q19545601,en,literal,Tv Parma,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2683,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
104,uri,http://www.wikidata.org/entity/Q144617,en,literal,TIM Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-07-27T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,http://www.wikidata.org/entity/Q3946205,literal,http://www.wikidata.org/entity/Q3946205,literal,"http://www.wikidata.org/entity/Q490, http://www.wikidata.org/entity/Q220",literal,,it,literal,TIM S.p.A.,http://www.w3.org/2001/XMLSchema#decimal,literal,61229,http://www.w3.org/2001/XMLSchema#decimal,literal,1966000000,,,,,,,,,,wd:Q38
105,uri,http://www.wikidata.org/entity/Q3876396,en,literal,Zanichelli,http://www.w3.org/2001/XMLSchema#dateTime,literal,1859-11-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q1891,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
106,uri,http://www.wikidata.org/entity/Q3601116,en,literal,APT Gorizia,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6596,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
107,uri,http://www.wikidata.org/entity/Q3909455,en,literal,PosteMobile,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-11-26T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,PosteMobile S.p.A.,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,18659000,,,,,,,,,,wd:Q38
108,uri,http://www.wikidata.org/entity/Q1136349,en,literal,Costa Cruises,http://www.w3.org/2001/XMLSchema#dateTime,literal,1854-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q1745299,literal,,literal,,literal,http://www.wikidata.org/entity/Q1449,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
109,uri,http://www.wikidata.org/entity/Q3991204,en,literal,Tiemme,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-07-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q13378,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
110,uri,http://www.wikidata.org/entity/Q121330528,en,literal,Italvolt SPA,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q99529212,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
111,uri,http://www.wikidata.org/entity/Q1494671,en,literal,University of L'Aquila,http://www.w3.org/2001/XMLSchema#dateTime,literal,1596-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
112,uri,http://www.wikidata.org/entity/Q17266100,,literal,Q17266100,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-06-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q104631,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
113,uri,http://www.wikidata.org/entity/Q100604548,en,literal,Renzo Piano Building Workshop,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
114,uri,http://www.wikidata.org/entity/Q3836399,en,literal,Loescher,http://www.w3.org/2001/XMLSchema#dateTime,literal,1861-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q495,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
115,uri,http://www.wikidata.org/entity/Q91307483,en,literal,Yesss Electrical,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q145,literal,http://www.wikidata.org/entity/Q112165722,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
116,uri,http://www.wikidata.org/entity/Q692179,en,literal,Interflora,http://www.w3.org/2001/XMLSchema#dateTime,literal,1908-09-17T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q112166112,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
117,uri,http://www.wikidata.org/entity/Q746413,en,literal,Elsevier BV,http://www.w3.org/2001/XMLSchema#dateTime,literal,1880-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q258,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2662373, http://www.wikidata.org/entity/Q1345",literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6900,http://www.w3.org/2001/XMLSchema#decimal,literal,600000000,,,,,,,,,,wd:Q38
118,uri,http://www.wikidata.org/entity/Q1343270,en,literal,Legea,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q607081,literal,,literal,,literal,http://www.wikidata.org/entity/Q36471,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
119,uri,http://www.wikidata.org/entity/Q24910860,en,literal,CDP Reti,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q14864997,literal,http://www.wikidata.org/entity/Q52824679,literal,http://www.wikidata.org/entity/Q3767411,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,CDP Reti S.p.A.,,,,,,,,,,,,,,,,wd:Q38
120,uri,http://www.wikidata.org/entity/Q55409172,en,literal,Quintilio,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
121,uri,http://www.wikidata.org/entity/Q115627635,,literal,Q115627635,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q9474, http://www.wikidata.org/entity/Q495",literal,,it,literal,Fowa S.p.A.,,,,,,,,,,,,,,,,wd:Q38
122,uri,http://www.wikidata.org/entity/Q82741271,en,literal,Bedimensional SpA,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1449,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
123,uri,http://www.wikidata.org/entity/Q794939,en,literal,B&B Hotels,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,http://www.wikidata.org/entity/Q27686,literal,,literal,,literal,,literal,,en,literal,B&B Hotels,,,,,,,,,,,,,,,,wd:Q38
124,uri,http://www.wikidata.org/entity/Q3679164,en,literal,Horse TV,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
125,uri,http://www.wikidata.org/entity/Q115475080,en,literal,Virgin Fibra,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q25245117,literal,http://www.wikidata.org/entity/Q3992508,literal,http://www.wikidata.org/entity/Q3992508,literal,http://www.wikidata.org/entity/Q490,literal,,it,literal,Virgin Fibra S.r.l.,,,,,,,,,,,,,,,,wd:Q38
126,uri,http://www.wikidata.org/entity/Q108328664,en,literal,Reply Game Studios,,,,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
127,uri,http://www.wikidata.org/entity/Q105681941,,literal,Q105681941,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
128,uri,http://www.wikidata.org/entity/Q3909457,en,literal,Gruppo Assicurativo Poste Vita,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q2518196,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Gruppo Assicurativo Poste Vita,,,,,,,,,,,,,,,,wd:Q38
129,uri,http://www.wikidata.org/entity/Q45404519,en,literal,Borgobello Puppet Theatre,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
130,uri,http://www.wikidata.org/entity/Q55830962,en,literal,Mondo Convenienza,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
131,uri,http://www.wikidata.org/entity/Q1658262,en,literal,Il Sole 24 Ore,http://www.w3.org/2001/XMLSchema#dateTime,literal,1965-11-09T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
132,uri,http://www.wikidata.org/entity/Q3600279,en,literal,A&O,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
133,uri,http://www.wikidata.org/entity/Q120920458,en,literal,KR Games,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
134,uri,http://www.wikidata.org/entity/Q3539115,en,literal,Trieste Trasporti,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q7590,literal,,literal,,literal,http://www.wikidata.org/entity/Q546,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
135,uri,http://www.wikidata.org/entity/Q1479654,en,literal,Wiley,http://www.w3.org/2001/XMLSchema#dateTime,literal,1807-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q55,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q138578,literal,,en,literal,"John Wiley & Sons, Inc.",,,,,,,,,,,,,,,,wd:Q38
136,uri,http://www.wikidata.org/entity/Q16163709,en,literal,Alcatraz,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
137,uri,http://www.wikidata.org/entity/Q118970383,en,literal,Alpine Studio,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
138,uri,http://www.wikidata.org/entity/Q912872,en,literal,Edison,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,"http://www.wikidata.org/entity/Q1341477, http://www.wikidata.org/entity/Q1326594",literal,,literal,http://www.wikidata.org/entity/Q3770337,literal,http://www.wikidata.org/entity/Q490,literal,,,,,,,,,,,,,,,,,,,,wd:Q38
139,uri,http://www.wikidata.org/entity/Q19616,en,literal,RAI,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q38,literal,http://www.wikidata.org/entity/Q11033,literal,,literal,,literal,http://www.wikidata.org/entity/Q220,literal,,it,literal,Radio Audizioni Italiane,,,,,,,,,,,,,,,,wd:Q38
140,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,,literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,http://www.wikidata.org/entity/Q53865133,literal,,nl,literal,Euronext N.V.,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,,,,,,,,,,,,,wd:Q38
141,uri,http://www.wikidata.org/entity/Q505615,en,literal,Trans Adriatic Pipeline,,,,uri,http://www.wikidata.org/entity/Q38,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64087,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,250,,,,,,,,,,,,,wd:Q38
